u,t,AIN
-0.024746542488,0.2866325378417969,AIN0
-0.024756016662,0.2866325378417969,AIN0
-0.024756016662,0.2866325378417969,AIN0
-0.024749700546,0.2866325378417969,AIN0
-0.02475917472,0.2866325378417969,AIN0
-0.024762332778,0.2866325378417969,AIN0
-0.024718119966,0.2866325378417969,AIN0
-0.024894971214,0.2866325378417969,AIN0
-0.024812861706,0.2866325378417969,AIN0
-0.02417493399,0.2866325378417969,AIN4
-0.024171775932,0.2866325378417969,AIN4
-0.024171775932,0.2866325378417969,AIN4
-0.024171775932,0.2866325378417969,AIN4
-0.024171775932,0.2866325378417969,AIN4
-0.024171775932,0.2866325378417969,AIN4
-0.024178092048,0.2866325378417969,AIN4
-0.024171775932,0.2866325378417969,AIN4
-0.00020053668299999997,0.2866325378417969,AIN6
-0.00020053668299999997,0.2866325378417969,AIN6
-0.00020053668299999997,0.2866325378417969,AIN6
-0.00020148410039999998,0.2866325378417969,AIN6
-0.00020022087719999998,0.2866325378417969,AIN6
-0.0002011682946,0.2866325378417969,AIN6
-0.0002008524888,0.2866325378417969,AIN6
-0.00020053668299999997,0.2866325378417969,AIN6
-0.024740226372,0.5660495758056641,AIN0
-0.024809703648,0.5660495758056641,AIN0
-0.024752858604,0.5660495758056641,AIN0
-0.02477496501,0.5660495758056641,AIN0
-0.024809703648,0.5660495758056641,AIN0
-0.024752858604,0.5660495758056641,AIN0
-0.024762332778,0.5660495758056641,AIN0
-0.024765490836,0.5660495758056641,AIN0
-0.024184408164,0.5660495758056641,AIN4
-0.024168617874,0.5660495758056641,AIN4
-0.024168617874,0.5660495758056641,AIN4
-0.024181250106,0.5660495758056641,AIN4
-0.024168617874,0.5660495758056641,AIN4
-0.024171775932,0.5660495758056641,AIN4
-0.024171775932,0.5660495758056641,AIN4
-0.024168617874,0.5660495758056641,AIN4
-0.02417493399,0.5660495758056641,AIN4
-0.0002008524888,0.5660495758056641,AIN6
-0.00020053668299999997,0.5660495758056641,AIN6
-0.0002008524888,0.5660495758056641,AIN6
-0.00020022087719999998,0.5660495758056641,AIN6
-0.0002011682946,0.5660495758056641,AIN6
-0.0002011682946,0.5660495758056641,AIN6
-0.00020022087719999998,0.5660495758056641,AIN6
-0.00020022087719999998,0.5660495758056641,AIN6
-0.024762332778,0.8678991794586182,AIN0
-0.024756016662,0.8678991794586182,AIN0
-0.02475917472,0.8678991794586182,AIN0
-0.024752858604,0.8678991794586182,AIN0
-0.024752858604,0.8678991794586182,AIN0
-0.024756016662,0.8678991794586182,AIN0
-0.02475917472,0.8678991794586182,AIN0
-0.024749700546,0.8678991794586182,AIN0
-0.02417493399,0.8678991794586182,AIN4
-0.024171775932,0.8678991794586182,AIN4
-0.02417493399,0.8678991794586182,AIN4
-0.02417493399,0.8678991794586182,AIN4
-0.02417493399,0.8678991794586182,AIN4
-0.024171775932,0.8678991794586182,AIN4
-0.02417493399,0.8678991794586182,AIN4
-0.02417493399,0.8678991794586182,AIN4
-0.00019990507139999998,0.8678991794586182,AIN6
-0.0002008524888,0.8678991794586182,AIN6
-0.00020053668299999997,0.8678991794586182,AIN6
-0.0002008524888,0.8678991794586182,AIN6
-0.00020053668299999997,0.8678991794586182,AIN6
-0.0001995892656,0.8678991794586182,AIN6
-0.00020053668299999997,0.8678991794586182,AIN6
-0.00020148410039999998,0.8678991794586182,AIN6
-0.0002011682946,0.8678991794586182,AIN6
-0.024740226372,1.1480669975280762,AIN0
-0.024756016662,1.1480669975280762,AIN0
-0.024756016662,1.1480669975280762,AIN0
-0.024797071416,1.1480669975280762,AIN0
-0.024746542488,1.1480669975280762,AIN0
-0.024746542488,1.1480669975280762,AIN0
-0.024749700546,1.1480669975280762,AIN0
-0.024762332778,1.1480669975280762,AIN0
-0.024746542488,1.1480669975280762,AIN0
-0.02417493399,1.1480669975280762,AIN4
-0.02419072428,1.1480669975280762,AIN4
-0.024181250106,1.1480669975280762,AIN4
-0.024181250106,1.1480669975280762,AIN4
-0.024181250106,1.1480669975280762,AIN4
-0.024168617874,1.1480669975280762,AIN4
-0.024168617874,1.1480669975280762,AIN4
-0.024184408164,1.1480669975280762,AIN4
-0.0002008524888,1.1480669975280762,AIN6
-0.0002008524888,1.1480669975280762,AIN6
-0.0002011682946,1.1480669975280762,AIN6
-0.00020148410039999998,1.1480669975280762,AIN6
-0.00020022087719999998,1.1480669975280762,AIN6
-0.00020053668299999997,1.1480669975280762,AIN6
-0.00020053668299999997,1.1480669975280762,AIN6
-0.0002008524888,1.1480669975280762,AIN6
-0.024768648894,1.4278204441070557,AIN0
-0.02475917472,1.4278204441070557,AIN0
-0.024762332778,1.4278204441070557,AIN0
-0.02475917472,1.4278204441070557,AIN0
-0.024765490836,1.4278204441070557,AIN0
-0.024756016662,1.4278204441070557,AIN0
-0.02475917472,1.4278204441070557,AIN0
-0.024765490836,1.4278204441070557,AIN0
-0.024171775932,1.4278204441070557,AIN4
-0.024171775932,1.4278204441070557,AIN4
-0.02417493399,1.4278204441070557,AIN4
-0.02417493399,1.4278204441070557,AIN4
-0.02417493399,1.4278204441070557,AIN4
-0.02417493399,1.4278204441070557,AIN4
-0.02417493399,1.4278204441070557,AIN4
-0.024171775932,1.4278204441070557,AIN4
-0.02417493399,1.4278204441070557,AIN4
-0.0002008524888,1.4278204441070557,AIN6
-0.00020022087719999998,1.4278204441070557,AIN6
-0.0002008524888,1.4278204441070557,AIN6
-0.0002008524888,1.4278204441070557,AIN6
-0.00020022087719999998,1.4278204441070557,AIN6
-0.00020053668299999997,1.4278204441070557,AIN6
-0.00020148410039999998,1.4278204441070557,AIN6
-0.0002008524888,1.4278204441070557,AIN6
-0.024756016662,1.729743480682373,AIN0
-0.024752858604,1.729743480682373,AIN0
-0.02475917472,1.729743480682373,AIN0
-0.024756016662,1.729743480682373,AIN0
-0.024746542488,1.729743480682373,AIN0
-0.02474338443,1.729743480682373,AIN0
-0.024749700546,1.729743480682373,AIN0
-0.02472759414,1.729743480682373,AIN0
-0.024171775932,1.729743480682373,AIN4
-0.024171775932,1.729743480682373,AIN4
-0.024171775932,1.729743480682373,AIN4
-0.02417493399,1.729743480682373,AIN4
-0.024171775932,1.729743480682373,AIN4
-0.024171775932,1.729743480682373,AIN4
-0.024171775932,1.729743480682373,AIN4
-0.02417493399,1.729743480682373,AIN4
-0.0002008524888,1.729743480682373,AIN6
-0.0002008524888,1.729743480682373,AIN6
-0.0002011682946,1.729743480682373,AIN6
-0.00020053668299999997,1.729743480682373,AIN6
-0.0002008524888,1.729743480682373,AIN6
-0.00020053668299999997,1.729743480682373,AIN6
-0.00020022087719999998,1.729743480682373,AIN6
-0.0002008524888,1.729743480682373,AIN6
-0.00020022087719999998,1.729743480682373,AIN6
-0.024718119966,2.0100512504577637,AIN0
-0.024737068314,2.0100512504577637,AIN0
-0.024797071416,2.0100512504577637,AIN0
-0.024733910256,2.0100512504577637,AIN0
-0.024778123068,2.0100512504577637,AIN0
-0.02472759414,2.0100512504577637,AIN0
-0.024860232576,2.0100512504577637,AIN0
-0.024762332778,2.0100512504577637,AIN0
-0.024762332778,2.0100512504577637,AIN0
-0.02419072428,2.0100512504577637,AIN4
-0.02417493399,2.0100512504577637,AIN4
-0.024181250106,2.0100512504577637,AIN4
-0.024171775932,2.0100512504577637,AIN4
-0.024171775932,2.0100512504577637,AIN4
-0.02417493399,2.0100512504577637,AIN4
-0.024165459816,2.0100512504577637,AIN4
-0.024178092048,2.0100512504577637,AIN4
-0.0002011682946,2.0100512504577637,AIN6
-0.00020022087719999998,2.0100512504577637,AIN6
-0.0001995892656,2.0100512504577637,AIN6
-0.0002008524888,2.0100512504577637,AIN6
-0.0002011682946,2.0100512504577637,AIN6
-0.00020053668299999997,2.0100512504577637,AIN6
-0.0002011682946,2.0100512504577637,AIN6
-0.0002008524888,2.0100512504577637,AIN6
-0.024765490836,2.2896194458007812,AIN0
-0.024765490836,2.2896194458007812,AIN0
-0.024765490836,2.2896194458007812,AIN0
-0.024762332778,2.2896194458007812,AIN0
-0.024762332778,2.2896194458007812,AIN0
-0.02475917472,2.2896194458007812,AIN0
-0.024756016662,2.2896194458007812,AIN0
-0.024756016662,2.2896194458007812,AIN0
-0.024178092048,2.2896194458007812,AIN4
-0.02417493399,2.2896194458007812,AIN4
-0.02417493399,2.2896194458007812,AIN4
-0.024171775932,2.2896194458007812,AIN4
-0.024171775932,2.2896194458007812,AIN4
-0.024171775932,2.2896194458007812,AIN4
-0.024171775932,2.2896194458007812,AIN4
-0.02417493399,2.2896194458007812,AIN4
-0.024171775932,2.2896194458007812,AIN4
-0.0002008524888,2.2896194458007812,AIN6
-0.0002008524888,2.2896194458007812,AIN6
-0.0002011682946,2.2896194458007812,AIN6
-0.0002008524888,2.2896194458007812,AIN6
-0.00020053668299999997,2.2896194458007812,AIN6
-0.0002008524888,2.2896194458007812,AIN6
-0.00020022087719999998,2.2896194458007812,AIN6
-0.0002008524888,2.2896194458007812,AIN6
-0.024756016662,2.591542959213257,AIN0
-0.024756016662,2.591542959213257,AIN0
-0.024752858604,2.591542959213257,AIN0
-0.02474338443,2.591542959213257,AIN0
-0.024787597242,2.591542959213257,AIN0
-0.024730752198,2.591542959213257,AIN0
-0.024718119966,2.591542959213257,AIN0
-0.024812861706,2.591542959213257,AIN0
-0.024171775932,2.591542959213257,AIN4
-0.024171775932,2.591542959213257,AIN4
-0.02417493399,2.591542959213257,AIN4
-0.02417493399,2.591542959213257,AIN4
-0.024168617874,2.591542959213257,AIN4
-0.024165459816,2.591542959213257,AIN4
-0.024168617874,2.591542959213257,AIN4
-0.024181250106,2.591542959213257,AIN4
-0.0002008524888,2.591542959213257,AIN6
-0.00020053668299999997,2.591542959213257,AIN6
-0.0002011682946,2.591542959213257,AIN6
-0.0002008524888,2.591542959213257,AIN6
-0.0002008524888,2.591542959213257,AIN6
-0.0002011682946,2.591542959213257,AIN6
-0.00020179990619999998,2.591542959213257,AIN6
-0.00020053668299999997,2.591542959213257,AIN6
-0.0002008524888,2.591542959213257,AIN6
-0.024746542488,2.8717880249023438,AIN0
-0.024812861706,2.8717880249023438,AIN0
-0.024784439184,2.8717880249023438,AIN0
-0.024784439184,2.8717880249023438,AIN0
-0.024765490836,2.8717880249023438,AIN0
-0.024762332778,2.8717880249023438,AIN0
-0.024765490836,2.8717880249023438,AIN0
-0.02475917472,2.8717880249023438,AIN0
-0.024762332778,2.8717880249023438,AIN0
-0.024184408164,2.8717880249023438,AIN4
-0.02417493399,2.8717880249023438,AIN4
-0.02417493399,2.8717880249023438,AIN4
-0.024168617874,2.8717880249023438,AIN4
-0.02417493399,2.8717880249023438,AIN4
-0.024171775932,2.8717880249023438,AIN4
-0.02417493399,2.8717880249023438,AIN4
-0.02417493399,2.8717880249023438,AIN4
-0.0002008524888,2.8717880249023438,AIN6
-0.00020053668299999997,2.8717880249023438,AIN6
-0.0002011682946,2.8717880249023438,AIN6
-0.00020148410039999998,2.8717880249023438,AIN6
-0.0002008524888,2.8717880249023438,AIN6
-0.0002008524888,2.8717880249023438,AIN6
-0.00020022087719999998,2.8717880249023438,AIN6
-0.0002008524888,2.8717880249023438,AIN6
-0.024756016662,3.151540517807007,AIN0
-0.02475917472,3.151540517807007,AIN0
-0.024752858604,3.151540517807007,AIN0
-0.024752858604,3.151540517807007,AIN0
-0.024752858604,3.151540517807007,AIN0
-0.02475917472,3.151540517807007,AIN0
-0.024749700546,3.151540517807007,AIN0
-0.024752858604,3.151540517807007,AIN0
-0.02417493399,3.151540517807007,AIN4
-0.024171775932,3.151540517807007,AIN4
-0.024171775932,3.151540517807007,AIN4
-0.02417493399,3.151540517807007,AIN4
-0.024178092048,3.151540517807007,AIN4
-0.024171775932,3.151540517807007,AIN4
-0.024171775932,3.151540517807007,AIN4
-0.02417493399,3.151540517807007,AIN4
-0.024171775932,3.151540517807007,AIN4
-0.00020053668299999997,3.151540517807007,AIN6
-0.00020022087719999998,3.151540517807007,AIN6
-0.0002008524888,3.151540517807007,AIN6
-0.0002011682946,3.151540517807007,AIN6
-0.0002011682946,3.151540517807007,AIN6
-0.00020022087719999998,3.151540517807007,AIN6
-0.00020053668299999997,3.151540517807007,AIN6
-0.0002011682946,3.151540517807007,AIN6
-0.024746542488,3.453860282897949,AIN0
-0.024765490836,3.453860282897949,AIN0
-0.024768648894,3.453860282897949,AIN0
-0.024737068314,3.453860282897949,AIN0
-0.024809703648,3.453860282897949,AIN0
-0.024847600344,3.453860282897949,AIN0
-0.02480654559,3.453860282897949,AIN0
-0.024793913358,3.453860282897949,AIN0
-0.024181250106,3.453860282897949,AIN4
-0.024181250106,3.453860282897949,AIN4
-0.024168617874,3.453860282897949,AIN4
-0.024168617874,3.453860282897949,AIN4
-0.024168617874,3.453860282897949,AIN4
-0.02417493399,3.453860282897949,AIN4
-0.024171775932,3.453860282897949,AIN4
-0.024178092048,3.453860282897949,AIN4
-0.0002008524888,3.453860282897949,AIN6
-0.0002011682946,3.453860282897949,AIN6
-0.00020179990619999998,3.453860282897949,AIN6
-0.0002008524888,3.453860282897949,AIN6
-0.00020053668299999997,3.453860282897949,AIN6
-0.0001995892656,3.453860282897949,AIN6
-0.00020053668299999997,3.453860282897949,AIN6
-0.00020022087719999998,3.453860282897949,AIN6
-0.00020148410039999998,3.453860282897949,AIN6
-0.024787597242,3.733900308609009,AIN0
-0.024746542488,3.733900308609009,AIN0
-0.02475917472,3.733900308609009,AIN0
-0.02477496501,3.733900308609009,AIN0
-0.024762332778,3.733900308609009,AIN0
-0.024762332778,3.733900308609009,AIN0
-0.02475917472,3.733900308609009,AIN0
-0.02475917472,3.733900308609009,AIN0
-0.02475917472,3.733900308609009,AIN0
-0.024193882338,3.733900308609009,AIN4
-0.024162301758,3.733900308609009,AIN4
-0.024171775932,3.733900308609009,AIN4
-0.024168617874,3.733900308609009,AIN4
-0.02417493399,3.733900308609009,AIN4
-0.024171775932,3.733900308609009,AIN4
-0.02417493399,3.733900308609009,AIN4
-0.024171775932,3.733900308609009,AIN4
-0.00020053668299999997,3.733900308609009,AIN6
-0.0002011682946,3.733900308609009,AIN6
-0.0002011682946,3.733900308609009,AIN6
-0.00020148410039999998,3.733900308609009,AIN6
-0.0002011682946,3.733900308609009,AIN6
-0.00020053668299999997,3.733900308609009,AIN6
-0.0002011682946,3.733900308609009,AIN6
-0.00020053668299999997,3.733900308609009,AIN6
-0.024756016662,4.013578653335571,AIN0
-0.024756016662,4.013578653335571,AIN0
-0.024756016662,4.013578653335571,AIN0
-0.024746542488,4.013578653335571,AIN0
-0.024752858604,4.013578653335571,AIN0
-0.024768648894,4.013578653335571,AIN0
-0.024740226372,4.013578653335571,AIN0
-0.0247907553,4.013578653335571,AIN0
-0.02417493399,4.013578653335571,AIN4
-0.024171775932,4.013578653335571,AIN4
-0.024171775932,4.013578653335571,AIN4
-0.02417493399,4.013578653335571,AIN4
-0.024171775932,4.013578653335571,AIN4
-0.024171775932,4.013578653335571,AIN4
-0.02417493399,4.013578653335571,AIN4
-0.02417493399,4.013578653335571,AIN4
-0.024162301758,4.013578653335571,AIN4
-0.00019990507139999998,4.013578653335571,AIN6
-0.00020148410039999998,4.013578653335571,AIN6
-0.0002008524888,4.013578653335571,AIN6
-0.00020179990619999998,4.013578653335571,AIN6
-0.00020148410039999998,4.013578653335571,AIN6
-0.00019990507139999998,4.013578653335571,AIN6
-0.00020022087719999998,4.013578653335571,AIN6
-0.00020148410039999998,4.013578653335571,AIN6
-0.024749700546,4.315871000289917,AIN0
-0.02472759414,4.315871000289917,AIN0
-0.024737068314,4.315871000289917,AIN0
-0.02474338443,4.315871000289917,AIN0
-0.02485391646,4.315871000289917,AIN0
-0.024797071416,4.315871000289917,AIN0
-0.024809703648,4.315871000289917,AIN0
-0.024765490836,4.315871000289917,AIN0
-0.02417493399,4.315871000289917,AIN4
