F,V,T1,T2,x,Status,F_set
0.48036699632400953,-0.0241836186495,1.317328691482544,0,-12,drift,1.0
0.4828949253591976,-0.024199496663333334,1.617774248123169,0,-11,drift,1.0
0.49874410413981424,-0.02418243437775,1.9425227642059326,0,-10,drift,1.0
0.5271168306147553,-0.02418954000825,2.243145227432251,0,-9,drift,1.0
0.5526320610099207,-0.024178793838666664,2.5718271732330322,0,-9,drift,1.0
0.5758328319328696,-0.02419269806625,2.8683810234069824,0,-7,drift,1.0
0.6099991972484566,-0.0241820396205,3.168958902359009,0,-6,drift,1.0
0.6333909672540643,-0.02418475905933333,3.4693849086761475,0,-5,drift,1.0
0.6599922708643475,-0.02418085534875,3.7944376468658447,0,-4,drift,1.0
0.6827024363004675,-0.02418401340675,4.094635725021362,0,-3,drift,1.0
0.7062627349084207,-0.024190022489333333,4.395229339599609,0,-2,drift,1.0
0.7287219799810476,-0.02419032952275,4.720179080963135,0,-1,drift,1.0
0.748496002656297,-0.02418401340675,5.020574569702148,0,0,drift,1.0
0.7697306065518772,-0.024186864431333336,5.320934772491455,0,1,drift,1.0
0.7950847985048013,-0.024195461367,5.645920038223267,0,2,drift,1.0
0.8171208495315374,-0.02419348758075,5.9463255405426025,0,3,drift,1.0
0.843782074422655,-0.024192829651999998,6.246787786483765,0,4,drift,1.0
0.8660016343719454,-0.02418322389225,6.571775436401367,0,5,drift,1.0
0.8851389934383325,-0.02419822466775,6.872238636016846,0,6,drift,1.0
0.907148828904704,-0.024190373384666664,7.172636985778809,0,7,drift,1.0
0.9311660272790172,-0.024199014182249998,7.49752950668335,0,8,drift,1.0
0.9510673826760392,-0.02418322389225,7.798025369644165,0,9,drift,1.0
0.9735153925085096,-0.024188268012666665,8.098514556884766,0,10,drift,1.0
1.0000755002382196,-0.02419427709525,8.423425436019897,0,11,drift,1.0
1.0128499682960368,-0.024192303308999998,8.723795413970947,0,12,drift,1.0
1.0333767520617645,-0.024192478756666667,9.02411699295044,0,12,drift,1.0
1.0241039338526894,-0.02419072428,9.349117279052734,0,12,drift,1.0
