u,t
-0.025024451592,0.8373746871948242
-0.024954974316,0.8373746871948242
-0.024967606548,0.8373746871948242
-0.024989712954,0.8373746871948242
-0.024992871012,0.8373746871948242
-0.02499602907,0.8373746871948242
-0.025033925766,0.8373746871948242
-0.024961290432,0.8373746871948242
-0.024977080722,0.8373746871948242
-0.024989712954,0.8373746871948242
-0.024992871012,0.8373746871948242
-0.02499602907,0.8373746871948242
-0.02496444849,0.8373746871948242
-0.0249486582,0.8373746871948242
-0.024977080722,0.8373746871948242
-0.024983396838,0.8373746871948242
-0.02499602907,0.8373746871948242
-0.025005503244,0.8373746871948242
-0.025081296636,0.8373746871948242
-0.025018135476,0.8373746871948242
-0.02498023878,0.8373746871948242
-0.024986554896,0.8373746871948242
-0.024999187128,0.8373746871948242
-0.02496444849,0.8373746871948242
-0.024961290432,0.8373746871948242
-0.024983396838,0.8373746871948242
-0.02498023878,0.8373746871948242
-0.024989712954,0.8373746871948242
-0.025008661302,0.8373746871948242
-0.02501181936,0.8373746871948242
-0.02499602907,0.8373746871948242
-0.024986554896,0.8373746871948242
-0.024992871012,0.8373746871948242
-0.024992871012,0.8373746871948242
-0.02499602907,0.8373746871948242
-0.025037083824,0.8373746871948242
-0.024973922664,0.8373746871948242
-0.024989712954,0.8373746871948242
-0.024992871012,0.8373746871948242
-0.02499602907,0.8373746871948242
-0.025030767708,0.8373746871948242
-0.024989712954,0.8373746871948242
-0.025005503244,0.8373746871948242
-0.024983396838,0.8373746871948242
-0.024989712954,0.8373746871948242
-0.02499602907,0.8373746871948242
-0.024986554896,0.8373746871948242
-0.025014977418,0.8373746871948242
-0.024992871012,0.8373746871948242
-0.02499602907,0.8373746871948242
-0.024999187128,1.6699790954589844
-0.024954974316,1.6699790954589844
-0.02499602907,1.6699790954589844
-0.024983396838,1.6699790954589844
-0.024992871012,1.6699790954589844
-0.024992871012,1.6699790954589844
-0.02502760965,1.6699790954589844
-0.025068664404,1.6699790954589844
-0.0249486582,1.6699790954589844
-0.024983396838,1.6699790954589844
-0.024992871012,1.6699790954589844
-0.02499602907,1.6699790954589844
-0.025037083824,1.6699790954589844
-0.02501181936,1.6699790954589844
-0.024977080722,1.6699790954589844
-0.024992871012,1.6699790954589844
-0.02499602907,1.6699790954589844
-0.024989712954,1.6699790954589844
-0.025040241882,1.6699790954589844
-0.024986554896,1.6699790954589844
-0.024983396838,1.6699790954589844
-0.024986554896,1.6699790954589844
-0.024989712954,1.6699790954589844
-0.02499602907,1.6699790954589844
-0.02498023878,1.6699790954589844
