i,Iter,F,V,T1,T2,x,Status
0,0,1.1344273916771719,0.00031976916278999776,4.794365882873535,11.694739818572998,11,zero
1,0,1.4129265771130661,0.00032030603265000013,14.367377996444702,21.26768684387207,16,up
2,0,1.607219461738082,0.00032265878586000205,24.5544331073761,31.454663038253784,21,up
3,0,1.8328499083993903,0.00032278510818000566,34.04685616493225,40.94749331474304,26,up
4,0,2.0929307770987897,0.000325564199220002,43.44733762741089,50.34764838218689,31,up
5,0,2.3381416389468104,0.00032775904952999854,52.923664569854736,59.82401490211487,36,up
6,0,2.586616352706634,0.00033017496390000053,62.331703186035156,69.23212957382202,41,up
7,0,2.842712113495546,0.00033107501043000073,71.73873805999756,78.63899827003479,46,up
8,0,3.088687371887966,0.0003344067616199986,81.18702054023743,88.08731484413147,51,up
9,0,3.3393878681783082,0.00033780167397,90.63869166374207,97.53902173042297,56,up
10,0,3.606330779930611,0.00034048602327000146,100.08476495742798,106.98510241508484,61,up
11,0,3.8563491163418244,0.00034170187559999857,109.50736594200134,116.40766763687134,66,up
12,0,4.12388251431361,0.0003434230172100032,118.92542743682861,125.82593059539795,71,up
13,0,4.37276975954184,0.0003468810907200047,128.3298637866974,135.2301332950592,76,up
14,0,4.594076714637203,0.0003507181311899997,137.72644138336182,144.62664794921875,81,up
15,0,4.830310298550199,0.0003538919794799991,147.13383436203003,154.0341076850891,86,up
16,0,5.120007151883422,0.0003555025890599993,156.54384589195251,163.4441578388214,91,up
17,0,5.383138866050154,0.0003583764218399975,165.95459389686584,172.85484075546265,96,up
18,0,5.611342915891815,0.00036162922157999614,175.3610963821411,182.26134133338928,101,up
19,0,5.831249151393472,0.000363318782609999,184.74358367919922,191.64379048347473,106,up
20,0,6.038559695688197,0.00036647684061000274,194.13118243217468,201.03140258789062,111,up
21,0,6.2845268652282975,0.00036856115888999827,203.53088212013245,210.43119931221008,116,up
22,0,6.560267752022494,0.0003710086538400055,212.9266791343689,219.82697129249573,121,up
23,0,6.797493568486949,0.0003746088399600028,222.3334813117981,229.23382377624512,126,up
24,0,7.071290434439834,0.00037713528636000235,231.73398351669312,238.63425540924072,131,up
25,0,6.987733938098798,0.00037618786895999776,239.6504111289978,240.51700949668884,131,tophold
