u,t
-0.024171775932,0.8372833728790283
-0.02417493399,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.024165459816,0.8372833728790283
-0.024168617874,0.8372833728790283
-0.024165459816,0.8372833728790283
-0.024168617874,0.8372833728790283
-0.02417493399,0.8372833728790283
-0.02417493399,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.024181250106,0.8372833728790283
-0.024162301758,0.8372833728790283
-0.02417493399,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.024168617874,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.024168617874,0.8372833728790283
-0.024165459816,0.8372833728790283
-0.024168617874,0.8372833728790283
-0.024184408164,0.8372833728790283
-0.024168617874,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.02417493399,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.024193882338,0.8372833728790283
-0.024187566222,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.02417493399,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.024184408164,0.8372833728790283
-0.02417493399,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.02417493399,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.02417493399,0.8372833728790283
-0.024168617874,0.8372833728790283
-0.024168617874,0.8372833728790283
-0.024178092048,0.8372833728790283
-0.024165459816,0.8372833728790283
-0.024171775932,0.8372833728790283
-0.02417493399,1.6703250408172607
-0.02417493399,1.6703250408172607
-0.02417493399,1.6703250408172607
-0.024171775932,1.6703250408172607
-0.02417493399,1.6703250408172607
-0.024168617874,1.6703250408172607
-0.02417493399,1.6703250408172607
-0.024184408164,1.6703250408172607
-0.02417493399,1.6703250408172607
-0.024171775932,1.6703250408172607
-0.024171775932,1.6703250408172607
-0.02417493399,1.6703250408172607
-0.024171775932,1.6703250408172607
-0.024171775932,1.6703250408172607
-0.024178092048,1.6703250408172607
-0.024178092048,1.6703250408172607
-0.024178092048,1.6703250408172607
-0.024171775932,1.6703250408172607
-0.02417493399,1.6703250408172607
-0.024171775932,1.6703250408172607
-0.02417493399,1.6703250408172607
-0.02417493399,1.6703250408172607
-0.024168617874,1.6703250408172607
-0.024184408164,1.6703250408172607
-0.024165459816,1.6703250408172607
-0.024171775932,1.6703250408172607
-0.024168617874,1.6703250408172607
-0.024171775932,1.6703250408172607
-0.024171775932,1.6703250408172607
-0.024171775932,1.6703250408172607
-0.024168617874,1.6703250408172607
-0.024178092048,1.6703250408172607
-0.024162301758,1.6703250408172607
-0.024171775932,1.6703250408172607
-0.02417493399,1.6703250408172607
-0.024171775932,1.6703250408172607
