i,Iter,F,V,T1,T2,x,Status
251,-1,-5.614325333333503e-05,1.3231227904955756,19.537946939468384,0.0,46,bot2mid
252,-1,-6.631921799999524e-05,1.3226996236843016,19.83995819091797,0.0,46,bot2mid
253,-1,-9.71102835000022e-05,1.3224487194687677,20.120056867599487,0.0,46,bot2mid
254,-1,-7.890758808333509e-05,1.3223476088147468,20.399874210357666,0.0,46,bot2mid
255,-1,-9.276795375000313e-05,1.3222502429997633,20.701863288879395,0.0,46,bot2mid
256,-1,-7.386346766667315e-05,1.3224487194687677,20.981884956359863,0.0,46,bot2mid
257,-1,-7.338098658333375e-05,1.3222464981607254,21.261881589889526,0.0,46,bot2mid
258,-1,-7.816193550000058e-05,1.3223700778489735,21.563695192337036,0.0,46,bot2mid
259,-1,-0.000103119366083336,1.3223476088147468,21.843828439712524,0.0,46,bot2mid
260,-1,-3.7282629166669745e-05,1.3225161265714487,22.123862504959106,0.0,46,bot2mid
261,-1,-9.079416750000166e-05,1.3223700778489735,22.42582130432129,0.0,46,bot2mid
262,-1,-8.601321858332789e-05,1.3220779804040237,22.70576024055481,0.0,46,bot2mid
263,-1,-6.37313649166707e-05,1.321943166198662,22.985723733901978,0.0,46,bot2mid
264,-1,-0.0001089530010000006,1.3218308210275274,23.28763461112976,0.0,46,bot2mid
265,-1,-7.960937874999796e-05,1.321606130685258,23.567663431167603,0.0,46,bot2mid
266,-1,-3.987048224999776e-05,1.3217746484419601,23.847668409347534,0.0,46,bot2mid
267,-1,-7.224057675000312e-05,1.322130408150553,24.14966630935669,0.0,46,bot2mid
268,-1,-4.982713733333102e-05,1.3218083519933004,24.429707050323486,0.0,46,bot2mid
269,-1,-4.73270080833324e-05,1.3218420555446408,24.709603548049927,0.0,46,bot2mid
270,-1,-7.776717824999752e-05,1.3220405320136455,25.011662483215332,0.0,46,bot2mid
271,-1,-7.031065241666981e-05,1.322212794609385,25.291594743728638,0.0,46,bot2mid
272,-1,-7.355643425000294e-05,1.323055383392895,25.571585178375244,0.0,46,bot2mid
273,-1,-9.197843925000046e-05,1.3232388805057482,25.873485326766968,0.0,46,bot2mid
