u,t
-0.024168617874,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024178092048,0.8373117446899414
-0.024168617874,0.8373117446899414
-0.024168617874,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.02417493399,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024162301758,0.8373117446899414
-0.024178092048,0.8373117446899414
-0.024181250106,0.8373117446899414
-0.02417493399,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024168617874,0.8373117446899414
-0.024165459816,0.8373117446899414
-0.02417493399,0.8373117446899414
-0.024165459816,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024181250106,0.8373117446899414
-0.02417493399,0.8373117446899414
-0.024168617874,0.8373117446899414
-0.024168617874,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024168617874,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024165459816,0.8373117446899414
-0.024168617874,0.8373117446899414
-0.02417493399,0.8373117446899414
-0.024178092048,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024168617874,0.8373117446899414
-0.02417493399,0.8373117446899414
-0.02417493399,0.8373117446899414
-0.024165459816,0.8373117446899414
-0.024171775932,0.8373117446899414
-0.024171775932,1.6703684329986572
-0.024171775932,1.6703684329986572
-0.024168617874,1.6703684329986572
-0.02417493399,1.6703684329986572
-0.02417493399,1.6703684329986572
-0.024165459816,1.6703684329986572
-0.024165459816,1.6703684329986572
-0.024165459816,1.6703684329986572
-0.024168617874,1.6703684329986572
-0.024168617874,1.6703684329986572
-0.024171775932,1.6703684329986572
-0.024171775932,1.6703684329986572
-0.024171775932,1.6703684329986572
-0.024178092048,1.6703684329986572
-0.024178092048,1.6703684329986572
-0.024168617874,1.6703684329986572
-0.024165459816,1.6703684329986572
-0.02417493399,1.6703684329986572
