u,t,AIN
-0.024645484632,0.2869274616241455,AIN0
-0.024661274922,0.2869274616241455,AIN0
-0.024654958806,0.2869274616241455,AIN0
-0.024645484632,0.2869274616241455,AIN0
-0.024654958806,0.2869274616241455,AIN0
-0.024661274922,0.2869274616241455,AIN0
-0.02464864269,0.2869274616241455,AIN0
-0.024642326574,0.2869274616241455,AIN0
-0.02464864269,0.2869274616241455,AIN0
-0.024260201556,0.2869274616241455,AIN4
-0.024266517672,0.2869274616241455,AIN4
-0.024266517672,0.2869274616241455,AIN4
-0.024260201556,0.2869274616241455,AIN4
-0.024260201556,0.2869274616241455,AIN4
-0.024263359614,0.2869274616241455,AIN4
-0.024266517672,0.2869274616241455,AIN4
-0.024260201556,0.2869274616241455,AIN4
-0.0105861262218,0.2869274616241455,AIN6
-0.0105861262218,0.2869274616241455,AIN6
-0.0105861262218,0.2869274616241455,AIN6
-0.0105861262218,0.2869274616241455,AIN6
-0.0105861262218,0.2869274616241455,AIN6
-0.0105861262218,0.2869274616241455,AIN6
-0.0105861262218,0.2869274616241455,AIN6
-0.0105861262218,0.2869274616241455,AIN6
-0.024629694342,0.5662412643432617,AIN0
-0.024636010458,0.5662412643432617,AIN0
-0.024661274922,0.5662412643432617,AIN0
-0.024626536284,0.5662412643432617,AIN0
-0.024667591038,0.5662412643432617,AIN0
-0.024636010458,0.5662412643432617,AIN0
-0.024639168516,0.5662412643432617,AIN0
-0.024658116864,0.5662412643432617,AIN0
-0.024263359614,0.5662412643432617,AIN4
-0.024272833788,0.5662412643432617,AIN4
-0.024250727382,0.5662412643432617,AIN4
-0.024266517672,0.5662412643432617,AIN4
-0.024257043498,0.5662412643432617,AIN4
-0.024260201556,0.5662412643432617,AIN4
-0.024266517672,0.5662412643432617,AIN4
-0.024263359614,0.5662412643432617,AIN4
-0.024266517672,0.5662412643432617,AIN4
-0.0105861262218,0.5662412643432617,AIN6
-0.0105861262218,0.5662412643432617,AIN6
-0.0105861262218,0.5662412643432617,AIN6
-0.0105861262218,0.5662412643432617,AIN6
-0.0105861262218,0.5662412643432617,AIN6
-0.0105861262218,0.5662412643432617,AIN6
-0.0105861262218,0.5662412643432617,AIN6
-0.0105861262218,0.5662412643432617,AIN6
-0.02464864269,0.8682296276092529,AIN0
-0.024651800748,0.8682296276092529,AIN0
-0.024658116864,0.8682296276092529,AIN0
-0.024661274922,0.8682296276092529,AIN0
-0.024651800748,0.8682296276092529,AIN0
-0.02464864269,0.8682296276092529,AIN0
-0.024658116864,0.8682296276092529,AIN0
-0.024658116864,0.8682296276092529,AIN0
-0.024266517672,0.8682296276092529,AIN4
-0.024260201556,0.8682296276092529,AIN4
-0.024263359614,0.8682296276092529,AIN4
-0.02426967573,0.8682296276092529,AIN4
-0.024260201556,0.8682296276092529,AIN4
-0.024260201556,0.8682296276092529,AIN4
-0.024263359614,0.8682296276092529,AIN4
-0.024260201556,0.8682296276092529,AIN4
-0.0105861262218,0.8682296276092529,AIN6
-0.0105861262218,0.8682296276092529,AIN6
-0.0105861262218,0.8682296276092529,AIN6
-0.0105861262218,0.8682296276092529,AIN6
-0.0105861262218,0.8682296276092529,AIN6
-0.0105861262218,0.8682296276092529,AIN6
-0.0105861262218,0.8682296276092529,AIN6
-0.0105861262218,0.8682296276092529,AIN6
-0.0105861262218,0.8682296276092529,AIN6
-0.024645484632,1.1477956771850586,AIN0
-0.024651800748,1.1477956771850586,AIN0
-0.024651800748,1.1477956771850586,AIN0
-0.02469601356,1.1477956771850586,AIN0
-0.024636010458,1.1477956771850586,AIN0
-0.024636010458,1.1477956771850586,AIN0
-0.024623378226,1.1477956771850586,AIN0
-0.024677065212,1.1477956771850586,AIN0
-0.024699171618,1.1477956771850586,AIN0
-0.024260201556,1.1477956771850586,AIN4
-0.024257043498,1.1477956771850586,AIN4
-0.024263359614,1.1477956771850586,AIN4
-0.024257043498,1.1477956771850586,AIN4
-0.02425388544,1.1477956771850586,AIN4
-0.024272833788,1.1477956771850586,AIN4
-0.024263359614,1.1477956771850586,AIN4
-0.024263359614,1.1477956771850586,AIN4
-0.0105861262218,1.1477956771850586,AIN6
-0.0105861262218,1.1477956771850586,AIN6
-0.0105861262218,1.1477956771850586,AIN6
-0.0105861262218,1.1477956771850586,AIN6
-0.0105861262218,1.1477956771850586,AIN6
-0.0105861262218,1.1477956771850586,AIN6
-0.0105861262218,1.1477956771850586,AIN6
-0.0105861262218,1.1477956771850586,AIN6
-0.024692855502,1.4282317161560059,AIN0
-0.024689697444,1.4282317161560059,AIN0
-0.024651800748,1.4282317161560059,AIN0
-0.024661274922,1.4282317161560059,AIN0
-0.024658116864,1.4282317161560059,AIN0
-0.024651800748,1.4282317161560059,AIN0
-0.024651800748,1.4282317161560059,AIN0
-0.024658116864,1.4282317161560059,AIN0
-0.02425388544,1.4282317161560059,AIN4
-0.024260201556,1.4282317161560059,AIN4
-0.024263359614,1.4282317161560059,AIN4
-0.024272833788,1.4282317161560059,AIN4
-0.02426967573,1.4282317161560059,AIN4
-0.024263359614,1.4282317161560059,AIN4
-0.024260201556,1.4282317161560059,AIN4
-0.024263359614,1.4282317161560059,AIN4
-0.024266517672,1.4282317161560059,AIN4
-0.0105861262218,1.4282317161560059,AIN6
-0.0105861262218,1.4282317161560059,AIN6
-0.0105861262218,1.4282317161560059,AIN6
-0.0105861262218,1.4282317161560059,AIN6
-0.0105861262218,1.4282317161560059,AIN6
-0.0105861262218,1.4282317161560059,AIN6
-0.0105861262218,1.4282317161560059,AIN6
-0.0105861262218,1.4282317161560059,AIN6
-0.02464864269,1.7306067943572998,AIN0
-0.02464864269,1.7306067943572998,AIN0
-0.024651800748,1.7306067943572998,AIN0
-0.024651800748,1.7306067943572998,AIN0
-0.024651800748,1.7306067943572998,AIN0
-0.024651800748,1.7306067943572998,AIN0
-0.02464864269,1.7306067943572998,AIN0
-0.02464864269,1.7306067943572998,AIN0
-0.024263359614,1.7306067943572998,AIN4
-0.024257043498,1.7306067943572998,AIN4
-0.024263359614,1.7306067943572998,AIN4
-0.024266517672,1.7306067943572998,AIN4
-0.024266517672,1.7306067943572998,AIN4
-0.024260201556,1.7306067943572998,AIN4
-0.024260201556,1.7306067943572998,AIN4
-0.024263359614,1.7306067943572998,AIN4
-0.0105861262218,1.7306067943572998,AIN6
-0.0105861262218,1.7306067943572998,AIN6
-0.0105861262218,1.7306067943572998,AIN6
-0.0105861262218,1.7306067943572998,AIN6
-0.0105861262218,1.7306067943572998,AIN6
-0.0105861262218,1.7306067943572998,AIN6
-0.0105861262218,1.7306067943572998,AIN6
-0.0105861262218,1.7306067943572998,AIN6
-0.0105861262218,1.7306067943572998,AIN6
-0.02468022327,2.009836435317993,AIN0
-0.024658116864,2.009836435317993,AIN0
-0.024661274922,2.009836435317993,AIN0
-0.024639168516,2.009836435317993,AIN0
-0.024636010458,2.009836435317993,AIN0
-0.024667591038,2.009836435317993,AIN0
-0.024661274922,2.009836435317993,AIN0
-0.02464864269,2.009836435317993,AIN0
-0.024654958806,2.009836435317993,AIN0
-0.024263359614,2.009836435317993,AIN4
-0.024263359614,2.009836435317993,AIN4
-0.024257043498,2.009836435317993,AIN4
-0.024257043498,2.009836435317993,AIN4
-0.024263359614,2.009836435317993,AIN4
-0.02426967573,2.009836435317993,AIN4
-0.024282307962,2.009836435317993,AIN4
-0.024266517672,2.009836435317993,AIN4
-0.0105861262218,2.009836435317993,AIN6
-0.0105861262218,2.009836435317993,AIN6
-0.0105861262218,2.009836435317993,AIN6
-0.0105861262218,2.009836435317993,AIN6
-0.0105861262218,2.009836435317993,AIN6
-0.0105861262218,2.009836435317993,AIN6
-0.0105861262218,2.009836435317993,AIN6
-0.0105861262218,2.009836435317993,AIN6
-0.02466443298,2.2901320457458496,AIN0
-0.024654958806,2.2901320457458496,AIN0
-0.024642326574,2.2901320457458496,AIN0
-0.024654958806,2.2901320457458496,AIN0
-0.024658116864,2.2901320457458496,AIN0
-0.02464864269,2.2901320457458496,AIN0
-0.02464864269,2.2901320457458496,AIN0
-0.02464864269,2.2901320457458496,AIN0
-0.024260201556,2.2901320457458496,AIN4
-0.024260201556,2.2901320457458496,AIN4
-0.024263359614,2.2901320457458496,AIN4
-0.024260201556,2.2901320457458496,AIN4
-0.024260201556,2.2901320457458496,AIN4
-0.024260201556,2.2901320457458496,AIN4
-0.024263359614,2.2901320457458496,AIN4
-0.024263359614,2.2901320457458496,AIN4
-0.024263359614,2.2901320457458496,AIN4
-0.0105861262218,2.2901320457458496,AIN6
-0.0105861262218,2.2901320457458496,AIN6
-0.0105861262218,2.2901320457458496,AIN6
-0.0105861262218,2.2901320457458496,AIN6
-0.0105861262218,2.2901320457458496,AIN6
-0.0105861262218,2.2901320457458496,AIN6
-0.0105861262218,2.2901320457458496,AIN6
-0.0105861262218,2.2901320457458496,AIN6
-0.02464864269,2.592019557952881,AIN0
-0.024636010458,2.592019557952881,AIN0
-0.02464864269,2.592019557952881,AIN0
-0.024708645792,2.592019557952881,AIN0
-0.024620220168,2.592019557952881,AIN0
-0.024661274922,2.592019557952881,AIN0
-0.02472759414,2.592019557952881,AIN0
-0.024654958806,2.592019557952881,AIN0
-0.024263359614,2.592019557952881,AIN4
-0.024263359614,2.592019557952881,AIN4
-0.024260201556,2.592019557952881,AIN4
-0.024272833788,2.592019557952881,AIN4
-0.024266517672,2.592019557952881,AIN4
-0.024263359614,2.592019557952881,AIN4
-0.024275991846,2.592019557952881,AIN4
