F,V,T1,T2,x,Status,F_set
0.6410741760528177,-0.02417493399,1.3172528743743896,0,-6,drift,1.0
0.6427923584207512,-0.02417458309466667,1.6177608966827393,0,-5,drift,1.0
0.6447501130578519,-0.02417453923275,1.94276762008667,0,-4,drift,1.0
0.649462948790375,-0.02417217068925,2.2429277896881104,0,-4,drift,1.0
0.6848372916595922,-0.024172477722666664,2.543616771697998,0,-2,drift,1.0
0.7429747434163976,-0.024173749718250002,2.8683512210845947,0,-1,drift,1.0
0.782403098277928,-0.0241757235045,3.1690120697021484,0,0,drift,1.0
0.8238079243600879,-0.024174232199333335,3.469500780105591,0,1,drift,1.0
0.854226115910909,-0.02417374971825,3.7939915657043457,0,1,drift,1.0
0.8942197115950059,-0.024179671077000003,4.094682216644287,0,3,drift,1.0
0.9268314867353888,-0.024183004582666666,4.395300626754761,0,4,drift,1.0
0.9675138526933416,-0.024178092047999998,4.72015643119812,0,5,drift,1.0
1.003711725237821,-0.02418164486325,5.020581245422363,0,6,drift,1.0
1.0383112015489502,-0.024183004582666666,5.321025609970093,0,7,drift,1.0
1.0693620136230408,-0.02418401340675,5.645840644836426,0,7,drift,1.0
1.0622646851489632,-0.02418085534875,5.946282148361206,0,7,drift,1.0
1.0594347377194255,-0.024182653687333334,6.246784448623657,0,7,drift,1.0
1.0570839348282228,-0.024181250106,6.571705341339111,0,7,drift,1.0
1.0553919556772293,-0.024178881562499997,6.872154712677002,0,7,drift,1.0
1.0542465007652737,-0.024184057268666667,7.1724693775177,0,7,drift,1.0
1.052951313185089,-0.024179671077000003,7.497449159622192,0,7,drift,1.0
1.0517871416896043,-0.0241804605915,7.797963380813599,0,7,drift,1.0
1.0510122751315167,-0.02418019742,8.098339319229126,0,7,drift,1.0
1.0501063924887284,-0.0241820396205,8.423208713531494,0,7,drift,1.0
1.04366114978479,-0.02418027110802,18.001694440841675,25.412855863571167,7,up,1.0
0.9250122348164005,-0.02417927631975,1.3194217681884766,0,5,drift,1.5
0.9260229303269496,-0.024177039362,1.6196117401123047,0,6,drift,1.5
0.9897940737258897,-0.024180065834250003,1.9447319507598877,0,7,drift,1.5
1.0474411509942434,-0.024180855348750002,2.2451813220977783,0,8,drift,1.5
1.0999973175427946,-0.024184759059333334,2.545624256134033,0,9,drift,1.5
1.1433299517284092,-0.02417927631975,2.870537519454956,0,10,drift,1.5
1.1909599134922102,-0.0241820396205,3.1709930896759033,0,11,drift,1.5
1.2158230230517169,-0.024181951896666665,3.471426248550415,0,12,drift,1.5
1.2599417537455364,-0.0241820396205,3.79632306098938,0,13,drift,1.5
1.2849545959732727,-0.024181250106000002,4.0967795848846436,0,14,drift,1.5
1.3170610233583815,-0.024184057268666667,4.397236585617065,0,15,drift,1.5
1.3556508752778267,-0.02418638195025,4.722134113311768,0,16,drift,1.5
1.3804316318698073,-0.02418322389225,5.022664308547974,0,17,drift,1.5
1.4229482230135713,-0.024183355478,5.323072910308838,0,18,drift,1.5
1.4618712301198273,-0.024186381950249997,5.647929430007935,0,19,drift,1.5
1.4873295270355464,-0.024185987192999997,5.948402166366577,0,20,drift,1.5
1.5252642985314875,-0.024185109954666665,6.248834609985352,0,21,drift,1.5
1.5596466624736844,-0.02418401340675,6.5737457275390625,0,22,drift,1.5
1.5829076324831362,-0.024185592435749997,6.874120712280273,0,22,drift,1.5
