i,Iter,F,V,T1,T2,x,Status
195,-1,-0.00012395377649999928,2.995534201235048,24.14957904815674,0.0,24,bot2mid
196,-1,-0.0001006630987499986,2.994987454735526,24.429563999176025,0.0,24,bot2mid
197,-1,-0.00010522473808333502,2.99444819791408,24.709567308425903,0.0,24,bot2mid
198,-1,-9.592601174999646e-05,2.9946054811536684,25.01152467727661,0.0,24,bot2mid
199,-1,-8.868879549999917e-05,2.9945830121194414,25.29224920272827,0.0,24,bot2mid
200,-1,-7.364415808333233e-05,2.9933696842711877,25.57152533531189,0.0,24,bot2mid
201,-1,-9.789979799999446e-05,2.9916695273480163,25.873531103134155,0.0,24,bot2mid
202,-1,-0.0001043036378333348,2.99101043567736,26.153452396392822,0.0,24,bot2mid
203,-1,-0.00011035658233333676,2.991178953434062,26.433451890945435,0.0,24,bot2mid
204,-1,-3.750193875000016e-05,2.990171591732888,26.735450267791748,0.0,24,bot2mid
205,-1,-0.00011092678725000207,2.989729700726426,27.01543116569519,0.0,24,bot2mid
206,-1,-0.00010434749974999949,2.9894600723157025,27.29533052444458,0.0,24,bot2mid
207,-1,-0.00010540018574999727,2.9881643580086164,27.59739065170288,0.0,24,bot2mid
208,-1,-0.00010070696066666676,2.987943412505385,27.87731122970581,0.0,24,bot2mid
209,-1,-5.912586366666958e-05,2.9869997130678536,28.15733766555786,0.0,24,bot2mid
210,-1,-0.0001334279505000001,2.9865765462565803,28.459351539611816,0.0,24,bot2mid
211,-1,-0.00013312091708332988,2.986393049143727,28.739276885986328,0.0,24,bot2mid
212,-1,-0.00010180350858332923,2.9853819426035155,29.019277095794678,0.0,24,bot2mid
213,-1,-0.0001089530010000006,2.984659188669216,29.32120394706726,0.0,24,bot2mid
214,-1,-9.728573116666792e-05,2.9848426857820693,29.601238250732422,0.0,24,bot2mid
215,-1,-9.969813658333715e-05,2.9840338005499,29.881247758865356,0.0,24,bot2mid
216,-1,-0.00011092678725000207,2.983460840177113,30.183172464370728,0.0,24,bot2mid
217,-1,-0.00012307653816666722,4.035584602370007,0.29531192779541016,0.0,35,mid2top
218,-1,-0.00013741938491666772,5.263944234521791,0.5954349040985107,0.0,40,mid2top
219,-1,-9.98735842499994e-05,6.151894253296617,0.8768911361694336,0.0,46,mid2top
220,-1,-0.00021404615333333113,6.910396421051088,1.1572413444519043,0.0,49,mid2top
221,-1,-0.00012619073424999933,6.944133675942816,1.4372553825378418,0.0,49,mid2top
222,-1,-0.00015869241449999877,6.846846502579269,1.7389857769012451,0.0,49,mid2top
223,-1,-0.0001582099334166663,6.786839201837225,2.019221067428589,0.0,49,mid2top
224,-1,-0.0001572449712500014,6.747540860974333,2.2992441654205322,0.0,49,mid2top
225,-1,-0.00018158833500000332,6.72072032378546,2.6012461185455322,0.0,49,mid2top
226,-1,-0.00015474484200000277,6.692536665186819,2.8811838626861572,0.0,49,mid2top
227,-1,-0.0001500516169166688,6.668843068594527,3.161191701889038,0.0,49,mid2top
228,-1,-0.0001748774617499997,6.645464038481411,3.4631099700927734,0.0,49,mid2top
229,-1,-0.00013645442274999933,6.6271517755864675,3.7431414127349854,0.0,49,mid2top
230,-1,-0.0001576835904166657,6.609592225338125,4.023106813430786,0.0,49,mid2top
231,-1,-0.0001500077550000041,6.592227406719749,4.32498025894165,0.0,49,mid2top
232,-1,-0.00016128026758333372,6.579494953991158,4.605020523071289,0.0,49,mid2top
233,-1,-0.00016101709608333167,6.566451679622428,4.885025501251221,0.0,49,mid2top
234,-1,-0.00018672017924999812,6.552232525795822,5.186985492706299,0.0,49,mid2top
235,-1,-0.00015198154124999863,6.54231993686271,5.467073678970337,0.0,49,mid2top
236,-1,-0.00014268281491667048,6.530523693893575,5.747040510177612,0.0,49,mid2top
237,-1,-0.00013382270774999969,6.520686001741219,6.049031734466553,0.0,49,mid2top
238,-1,-0.00013334022666666723,6.509796009819236,6.3289031982421875,0.0,49,mid2top
239,-1,-0.00015180609358333638,6.500830865162693,6.608904838562012,0.0,49,mid2top
240,-1,-0.0001527710557500013,6.491895679218452,6.9108147621154785,0.0,49,mid2top
241,-1,-0.00012496260058333236,6.484754271173326,7.1908347606658936,0.0,49,mid2top
242,-1,-0.000163078606166666,6.476058754927507,7.470897197723389,0.0,49,mid2top
243,-1,-0.00015869241450000224,6.468138420362516,7.772879362106323,0.0,49,mid2top
244,-1,-0.00015553435650000544,6.460858453272992,8.052865028381348,0.0,49,mid2top
245,-1,-0.00016277157275000273,6.454454778518318,8.332629919052124,0.0,49,mid2top
246,-1,-0.00018198309224999598,6.448185917969006,8.634726285934448,0.0,49,mid2top
247,-1,-0.00017132464650000331,6.442220389381758,8.91472315788269,0.0,49,mid2top
248,-1,-0.00013746324683333588,6.435344864908318,9.19472861289978,0.0,49,mid2top
249,-1,-0.00015356057024999703,6.428682796260035,9.496701002120972,0.0,49,mid2top
250,-1,-0.0001568502140000018,6.42334640063114,9.776693344116211,0.0,49,mid2top
251,-1,-0.00011254967816666517,6.418189757276061,10.05677604675293,0.0,49,mid2top
252,-1,-0.00014882348324999836,6.4130143897257925,10.358625888824463,0.0,49,mid2top
253,-1,-0.0001572888331666661,6.407236103090435,10.638671159744263,0.0,49,mid2top
254,-1,-0.00015320967491666906,6.40332649113495,10.918669939041138,0.0,49,mid2top
255,-1,-0.00015237629849999823,6.39758565288997,11.22068166732788,0.0,49,mid2top
256,-1,-0.00015886786216666102,6.392440244052005,11.500562191009521,0.0,49,mid2top
257,-1,-0.00014360391516666723,6.388058782377754,11.780547857284546,0.0,49,mid2top
258,-1,-0.0001729036755000017,6.3832354296970415,12.082501411437988,0.0,49,mid2top
259,-1,-0.00016886837916666592,6.379228451926572,12.362534284591675,0.0,49,mid2top
260,-1,-0.00015417463708332704,6.374846990252322,12.642546892166138,0.0,49,mid2top
261,-1,-0.00015158678399999903,6.370862481516082,12.944502592086792,0.0,49,mid2top
262,-1,-0.00015417463708333398,6.366353695314545,13.224432229995728,0.0,49,mid2top
263,-1,-0.00019544870066667136,6.362444083359059,13.50472903251648,0.0,49,mid2top
264,-1,-0.00018435163574999705,6.356602134460059,13.806370496749878,0.0,49,mid2top
265,-1,-0.00013851593283333366,6.354355231037365,14.086435794830322,0.0,49,mid2top
266,-1,-0.00015452553241666542,6.350883765249305,14.366392135620117,0.0,49,mid2top
267,-1,-0.0001523762985000017,6.34704530523554,14.668360948562622,0.0,49,mid2top
268,-1,-0.00015053409800000125,6.343603798159782,14.94840693473816,0.0,49,mid2top
269,-1,-0.0001775091767500063,6.341345660219975,15.228357315063477,0.0,49,mid2top
270,-1,-0.0001326384360000009,6.337548393435625,15.53031301498413,0.0,49,mid2top
271,-1,-0.00015114816483333474,6.333560139860348,15.81029725074768,0.0,49,mid2top
272,-1,-0.00016027144349999717,6.329886452764244,16.09031915664673,0.0,49,mid2top
273,-1,-0.0001405335810000033,6.327811811937292,16.392198085784912,0.0,49,mid2top
274,-1,-0.00014978844541666675,6.323887220625656,16.672189950942993,0.0,49,mid2top
275,-1,-0.00015075340758333514,6.320719086799659,16.952215909957886,0.0,49,mid2top
276,-1,-0.0001630347442500013,6.318314900137378,17.254098176956177,0.0,49,mid2top
277,-1,-0.00013456836033333072,6.314787261763751,17.53412675857544,0.0,49,mid2top
278,-1,-0.0002024227454166666,6.31296726999137,17.814127683639526,0.0,49,mid2top
279,-1,-0.00013540173674999809,6.308518401214438,18.11616587638855,0.0,49,mid2top
280,-1,-0.00016255226316666538,6.306462484582674,18.3960919380188,0.0,49,mid2top
281,-1,-0.0001510165790833337,6.30433916084823,18.67613935470581,0.0,49,mid2top
282,-1,-0.00015119202674999943,6.299710539797484,18.97797155380249,0.0,49,mid2top
283,-1,-0.00015395532749999663,6.297969189644896,19.258001565933228,0.0,49,mid2top
284,-1,-0.00015184995550000108,6.296351419180557,19.538089275360107,0.0,49,mid2top
285,-1,-0.0001322436787500013,6.292160944297237,19.840080499649048,0.0,49,mid2top
286,-1,-0.00015448167050000072,6.291194775825478,20.11993408203125,0.0,49,mid2top
287,-1,-0.0001497007215833339,6.288801823680311,20.400001287460327,0.0,49,mid2top
288,-1,-0.0001425073672500013,6.285570027590671,20.70195436477661,0.0,49,mid2top
289,-1,-0.00014443729158333113,6.2828362950930625,20.98193073272705,0.0,49,mid2top
290,-1,-0.00015540277075000095,6.280241121639853,21.261876583099365,0.0,49,mid2top
291,-1,-0.00014606018250000463,6.27760101011819,21.563844919204712,0.0,49,mid2top
292,-1,-0.0001554904945833338,6.275488920900858,21.84386920928955,0.0,49,mid2top
293,-1,-0.00014996389308333247,6.272354490626201,22.12384271621704,0.0,49,mid2top
294,-1,-0.00014684969700000036,6.270440877877875,22.425830602645874,0.0,49,mid2top
295,-1,-0.00014698128275000139,6.26959079941629,22.70577311515808,0.0,49,mid2top
296,-1,-0.0001561045614166673,6.267400068579165,22.98560619354248,0.0,49,mid2top
297,-1,-0.00013698076574999996,6.26384996117131,23.287758588790894,0.0,49,mid2top
298,-1,-0.00015623614716666484,6.262007500364703,23.69262146949768,0.0,49,mid2top
299,-1,-0.0001512358886666676,6.2599515837329385,23.93302631378174,0.0,49,mid2top
300,-1,-0.00014763921150000303,6.257169168327837,24.172953367233276,0.0,49,mid2top
301,-1,-0.0001409283382500029,6.256244193085497,24.429658889770508,0.0,49,mid2top
302,-1,-0.00019365036208333214,6.254323090659093,24.709675550460815,0.0,49,mid2top
303,-1,-0.00013342795049999662,6.250817921319693,25.01159930229187,0.0,49,mid2top
304,-1,-0.00015049023608332962,6.249436075714738,25.29168152809143,0.0,49,mid2top
305,-1,-0.00015347284641666417,6.248593486931228,25.571635961532593,0.0,49,mid2top
306,-1,-0.00015198154125000557,6.245814816365165,25.87338423728943,0.0,49,mid2top
307,-1,-0.00015215698891666782,6.244178321705637,26.153690576553345,0.0,49,mid2top
308,-1,-0.00015281491766666946,6.24259425479264,26.433528900146484,0.0,49,mid2top
309,-1,-0.00015435008475000317,6.241051381109057,26.735431909561157,0.0,49,mid2top
310,-1,-0.00014535839183333482,6.239695749377366,27.015470504760742,0.0,49,mid2top
311,-1,-0.0001261907342500028,6.237134279475496,27.295525789260864,0.0,49,mid2top
312,-1,-0.00014448115349999582,6.234969762511636,27.597373008728027,0.0,49,mid2top
313,-1,-0.00013877910433332877,6.234707623778988,27.877437591552734,0.0,49,mid2top
314,-1,-0.00015478870391667093,6.2317754148123745,28.157415628433228,0.0,49,mid2top
315,-1,-0.00015632387100000117,6.229577194297174,28.459322214126587,0.0,49,mid2top
316,-1,-0.00014825327833333304,6.229281352013186,28.73934054374695,0.0,49,mid2top
