F,T,x,side
0.01776135365302807,0.17065215110778809,0,L
0.019117587269395178,0.17065215110778809,0,L
0.02020257416248887,0.17065215110778809,0,L
0.019388833992668608,0.17065215110778809,0,L
0.020745067609035717,0.17065215110778809,0,L
0.02020257416248887,0.17065215110778809,0,L
0.01776135365302807,0.17065215110778809,0,L
0.018032600376301486,0.17065215110778809,0,L
-0.004344415995731737,0.17065215110778809,0,M
-0.004013827960983776,0.17065215110778809,0,M
-0.0038485339436097887,0.17065215110778809,0,M
-0.004344415995731737,0.17065215110778809,0,M
-0.0031873578741138595,0.17065215110778809,0,M
-0.003683239926235808,0.17065215110778809,0,M
-0.003683239926235808,0.17065215110778809,0,M
-0.004509710013105725,0.17065215110778809,0,M
1.3829172433846886,0.17065215110778809,0,R
1.2878622172016976,0.17065215110778809,0,R
1.4664204434690524,0.17065215110778809,0,R
1.4274742869079657,0.17065215110778809,0,R
1.2799409650197817,0.17065215110778809,0,R
1.3377000955129186,0.17065215110778809,0,R
1.4997557130679484,0.17065215110778809,0,R
1.5089971739468504,0.17065215110778809,0,R
1.383907399907428,0.17065215110778809,0,R
0.02020257416248887,0.47100329399108887,0,L
0.018032600376301486,0.47100329399108887,0,L
0.020473820885762287,0.47100329399108887,0,L
0.019388833992668608,0.47100329399108887,0,L
0.018032600376301486,0.47100329399108887,0,L
0.020473820885762287,0.47100329399108887,0,L
0.021016314332309133,0.47100329399108887,0,L
0.02020257416248887,0.47100329399108887,0,L
0.018575093822848332,0.47100329399108887,0,L
-0.004013827960983776,0.47100329399108887,0,M
-0.004013827960983776,0.47100329399108887,0,M
-0.003683239926235808,0.47100329399108887,0,M
-0.004013827960983776,0.47100329399108887,0,M
-0.003683239926235808,0.47100329399108887,0,M
-0.004344415995731737,0.47100329399108887,0,M
-0.004013827960983776,0.47100329399108887,0,M
-0.004179121978357757,0.47100329399108887,0,M
1.4413364782263185,0.47100329399108887,0,R
1.4512380434537135,0.47100329399108887,0,R
1.3416607216038765,0.47100329399108887,0,R
1.3852276086044142,0.47100329399108887,0,R
1.400410008619753,0.47100329399108887,0,R
1.395129173831809,0.47100329399108887,0,R
1.3862177651271537,0.47100329399108887,0,R
1.3855576607786606,0.47100329399108887,0,R
0.019117587269395178,0.7711734771728516,0,L
0.018575093822848332,0.7711734771728516,0,L
0.019388833992668608,0.7711734771728516,0,L
0.019660080715942024,0.7711734771728516,0,L
0.018575093822848332,0.7711734771728516,0,L
0.018303847099574916,0.7711734771728516,0,L
0.018303847099574916,0.7711734771728516,0,L
0.018575093822848332,0.7711734771728516,0,L
-0.0038485339436097887,0.7711734771728516,0,M
-0.0035179459088618276,0.7711734771728516,0,M
-0.003683239926235808,0.7711734771728516,0,M
-0.003683239926235808,0.7711734771728516,0,M
-0.003022063856739879,0.7711734771728516,0,M
-0.0038485339436097887,0.7711734771728516,0,M
-0.003683239926235808,0.7711734771728516,0,M
-0.0038485339436097887,0.7711734771728516,0,M
-0.003683239926235808,0.7711734771728516,0,M
1.3947991216575626,0.7711734771728516,0,R
1.3980996434000275,0.7711734771728516,0,R
1.353872652050997,0.7711734771728516,0,R
1.3825871912104422,0.7711734771728516,0,R
1.3670747390208569,0.7711734771728516,0,R
1.4050307390592038,0.7711734771728516,0,R
1.4307748086504306,0.7711734771728516,0,R
1.4027203738394785,0.7711734771728516,0,R
