T,FL,FM,FR,xL,xM,xR
220.6431212425232,"[3.8129732481725176, 4.280331352372624, 3.820025662977627, 4.002303461017366, 4.206823490365527, 3.766861305216036, 4.148234198138468, 4.0627914803073395]","[0.00656498915095112, 0.01003616351580476, 0.030036739618056668, -0.0038485339436097887, 0.03995438066049564, 0.011193221637422632, 0.006234401116203159, 0.046731435372828936]","[4.1111285157062305, 3.8639194371956047, 4.0517191243418615, 4.059640376523777, 3.855998185013689, 4.116079298319928, 3.9939599938487245, 3.9035256981051845]",330,0,403
220.976646900177,"[3.784221095505535, 4.212248424830995, 3.878614955204686, 3.8344017393111183, 4.234761902862689, 3.763063851090208, 3.971381334564196, 4.15799908017631]","[0.010201457533178748, 0.0055732250467072225, 0.0374749703998859, 0.0049120489772113, 0.011854397706918568, 0.029375563548560746, -0.0035179459088618276, 0.04276437895585335]","[4.124990707024583, 3.9081464285446352, 3.9754770720909205, 4.111788620054724, 3.861279019801633, 4.057990115652545, 4.0556797504328195, 3.8645795415440976]",329,0,403
221.30952906608582,"[3.722648089322468, 4.148776691585014, 4.02318945870942, 3.7825936151658945, 4.251307952982368, 3.872376280569397, 3.8826836560537874, 4.251307952982368]","[0.008879105394186876, 0.00739145923782103, 0.04557437725121105, 0.01053204556792671, 0.0049120489772113, 0.03598732424352005, 0.001936756664479608, 0.017474394297633977]","[4.123010393979104, 3.9761371764394133, 3.9130972111583326, 4.12631091572157, 3.8903236111353245, 3.9853786373183153, 4.100566846130342, 3.8586386024076607]",330,0,403
221.6428999900818,"[3.770116265895317, 4.023731952155967, 4.145521730905733, 3.746246554247256, 4.171290169616708, 4.001218474124273, 3.781779874996074, 4.252392939875461]","[0.02425144900996727, -0.0023608877872439427, 0.046070259303333, 0.008052635307316966, 0.008217929324690953, 0.043590849042723256, 0.010366751550552722, 0.004581460942463325]","[4.076473037410349, 4.03488646345529, 3.859958811104647, 4.12631091572157, 3.9662356112120185, 3.919698254643263, 4.120700028759379, 3.8843826719988876]",330,0,403
221.9763879776001,"[3.868307579720296, 3.888922330689076, 4.240458084051431, 3.7646913314298485, 4.041634235892013, 4.139825549716991, 3.750857748542904, 4.189463700076027]","[0.035491442191398104, 0.0014408746123576593, 0.0192926284887478, 0.022433214818853464, -0.0012038296656260716, 0.047557905459698846, 0.007226165220447056, 0.008052635307316966]","[3.991319576454752, 4.094295854819659, 3.848737037180266, 4.080763715675553, 4.031915993887072, 3.866889906763823, 4.127961176592802, 3.951713315545173]",330,0,403
222.30983304977417,"[3.9678551271616413, 3.798325925115753, 4.263514055529672, 3.8335879991412978, 3.918488223525879, 4.223098293761932, 3.757910163348013, 4.0617064934142455]","[0.0422684969037314, 0.009870869498430773, 0.005407931029333249, 0.034169090052406245, -0.002195593769869969, 0.027557329357446925, 0.018135570367129913, 0.0011102865776096843]","[3.928609663347918, 4.114759089622942, 3.874151054597246, 4.016733593871733, 4.075812933061855, 3.842135993695336, 4.096276167865138, 4.021024272136937]",330,0,403
222.6430048942566,"[4.111615890496555, 3.7459753075239823, 4.1976011017742305, 3.9610739590798065, 3.796969691499386, 4.2556479005547425, 3.8276205712292826, 3.9149620161233245]","[0.048880257598690705, 0.008217929324690953, 0.007722047272569005, 0.04094614476473954, 0.009209693428934851, 0.005077342994585274, 0.03383850201765827, -0.00252618180461793]","[3.8692002719835488, 4.124330602676091, 3.9421418024920243, 3.9335604459616156, 4.112778776577463, 3.868870219809302, 4.010132550386802, 4.076142985236102]",330,0,403
222.97611236572266,"[4.2247257741015725, 3.752756475605818, 4.064147713923707, 4.111887137219829, 3.7440765804610683, 4.184581259057106, 3.9694826075012823, 3.795884704606292]","[0.026730859270577015, 0.017639688315007965, 0.0014408746123576593, 0.04937613965081265, 0.007887341289942978, 0.007556753255195017, 0.04160732083423546, 0.009870869498430773]","[3.839495576301364, 4.090335228728701, 4.017393698220226, 3.8718406893775206, 4.123340446153351, 3.9434620111890104, 3.928609663347918, 4.116739402668421]",330,0,403
223.30957651138306,"[4.253206680045282, 3.8390129336067664, 3.903298407022567, 4.233676915969595, 3.7551976961152786, 4.037836781766185, 4.134671861974796, 3.7402791263352406]","[0.004746754959837313, 0.035326148174024116, -0.0012038296656260716, 0.022763802853601425, 0.021276156697235593, -0.0007079476135041229, 0.04821908152919477, 0.008383223342064927]","[3.872170741551767, 3.9982506721139286, 4.085384446115004, 3.8401556806498567, 4.079113454804321, 4.027955367796114, 3.8622691763243724, 4.120369976585133]",330,0,403
223.64254808425903,"[4.171290169616708, 3.980061229708946, 3.793985977543378, 4.251850446428914, 3.8319605188016572, 3.9171319899095116, 4.223912033931752, 3.7470602944170763]","[0.007722047272569005, 0.04342555502534927, 0.01003616351580476, 0.004746754959837313, 0.03433438406978022, -0.0016997117177480203, 0.02739203534007295, 0.017474394297633977]","[3.95006305467394, 3.921348515514495, 4.114429037448696, 3.8662298024153303, 4.00287140255338, 4.076803089584595, 3.8434562023923218, 4.090335228728701]",330,0,403
223.97577023506165,"[4.058994026181511, 4.100766021565619, 3.74895902147999, 4.199771075560418, 3.9366617539851982, 3.810532027663057, 4.260530341573665, 3.812702001449244]","[0.0014408746123576593, 0.05003731572030859, 0.008052635307316966, 0.007722047272569005, 0.040119674677869616, 0.008879105394186876, 0.00573851906408121, 0.03350791398291031]","[4.009802498212556, 3.873490950248753, 4.123670498327598, 3.923328828559974, 3.9342205503101084, 4.109808307009245, 3.863259332847112, 4.013433072129268]",330,0,403
224.30899453163147,"[3.9271681186706284, 4.218487099466284, 3.748687774756717, 4.067673921326261, 4.086389945232127, 3.7492302682032634, 4.20628099691898, 3.9336780400291906]","[-0.0035179459088618276, 0.030697915687552604, 0.016647924210764067, 0.0024326387166015567, 0.04937613965081265, 0.008713811376812902, 0.007226165220447056, 0.04045026271261759]","[4.066571472182954, 3.8371852110816382, 4.095946115690892, 4.003531506901873, 3.8665598545895765, 4.122350289630612, 3.923988932908467, 3.9342205503101084]",330,0,403
224.64244961738586,"[3.80917579404669, 4.25781787434093, 3.80917579404669, 3.938831727771386, 4.201669802623331, 3.7451615673541623, 4.091814879697596, 4.064147713923707]","[0.008217929324690953, 0.006895577185699081, 0.03301203193078836, -0.004840298047853686, 0.03317732594816235, 0.013507337880658402, 0.0035896968382194278, 0.04854966956394274]","[4.102547159175821, 3.8586386024076607, 4.025314950402142, 4.058650220001038, 3.8332245849906803, 4.101557002653082, 3.997590567765436, 3.875471263294232]",330,0,403
224.97616934776306,"[3.745432814077436, 4.216317125680097, 3.92174318420516, 3.8162282088517987, 4.252121693152188, 3.8013096390717607, 3.9453416491299476, 4.1976011017742305]","[0.008217929324690953, 0.007060871203073069, 0.03945849860837369, 0.007887341289942978, 0.007556753255195017, 0.03251614987866641, -0.004179121978357757, 0.034664972104528194]","[4.1173995070169145, 3.914747472029565, 3.9434620111890104, 4.100236793956096, 3.846756724134787, 4.025645002576388, 4.059970428698024, 3.8312442719452013]",330,0,403
225.30927658081055,"[3.7375666591025065, 4.081778750936479, 4.074455089408096, 3.7386516459956, 4.201398555900059, 3.9230994178215273, 3.8070058202605024, 4.246425511963446]","[0.013342043863284414, 0.0040855788903413764, 0.048384375546568756, 0.008879105394186876, 0.006234401116203159, 0.03995438066049564, 0.008713811376812902, 0.006399695133577132]","[4.099246637433357, 4.048748654773643, 3.9256391937796997, 4.1626166548886845, 3.962605037295307, 3.9840584286213296, 4.151394880964303, 3.903195645930938]",330,0,404
225.64246201515198,"[3.8029371194114012, 3.9323218064128236, 4.20628099691898, 3.7397366328886936, 4.074455089408096, 4.074455089408096, 3.744890320630889, 4.208179723981893]","[0.0326814438960404, -0.0038485339436097887, 0.03202026782654446, 0.014333807967528311, 0.0029285207687235054, 0.04854966956394274, 0.008548517359438915, 0.007060871203073069]","[4.059970428698024, 4.060630533046517, 3.8312442719452013, 4.095616063516645, 3.9956102547199572, 3.8698603763320416, 4.1193798200623934, 3.9210184633402485]",330,0,403
225.97598123550415,"[3.923641911268074, 3.876173734695225, 4.318577140354177, 3.8721050338461236, 3.986842397790781, 4.263785302252946, 3.8064633268139554, 4.134400615251523]","[0.040119674677869616, 0.007556753255195017, 0.007226165220447056, 0.0326814438960404, -0.0038485339436097887, 0.03135909175704854, 0.014664396002276273, 0.002267344699227569]","[3.93125008074189, 4.144793837479374, 3.9041858024536773, 4.051059019993368, 4.103537315698561, 3.8804220459079297, 4.135222324426225, 4.038517037372001]",331,0,404
226.309095621109,"[4.1373843292075305, 3.76957377244877, 4.230693202013588, 3.960802712356533, 3.8316892720783837, 4.286027533561366, 3.837656699990399, 3.9578189984005254]","[0.04772319947707282, 0.008383223342064927, 0.00739145923782103, 0.03995438066049564, 0.008217929324690953, 0.006399695133577132, 0.0326814438960404, -0.0038485339436097887]","[3.9035256981051845, 4.104197420047054, 3.914087367681072, 3.926629350302439, 4.091985489599934, 3.8457665676120474, 4.008812341689817, 4.055019646084326]",330,0,403
226.64242601394653,"[4.229336968397221, 3.7671325519393095, 4.108089683094001, 4.0904586460812284, 3.773913720021145, 4.237745616818697, 3.938831727771386, 3.8338592458645713]","[0.03317732594816235, 0.014168513950154324, 0.003093814786097479, 0.048053787511820795, 0.009044399411560863, 0.006399695133577132, 0.03879732253887776, 0.007722047272569005]","[3.818372237149588, 4.141163263562662, 4.0391771417204945, 3.9117770024613465, 4.161956550540191, 3.9530335242421586, 3.9800978025303717, 4.139182950517183]",330,0,404
226.97560000419617,"[4.278703872032984, 3.828705558122376, 3.9662276468220012, 4.221199566699018, 3.76876003227895, 4.127348200446414, 4.073641349238277, 3.7741849667444183]","[0.00739145923782103, 0.0326814438960404, -0.004013827960983776, 0.035491442191398104, 0.012515573776414504, 0.004746754959837313, 0.04772319947707282, 0.008879105394186876]","[3.8929640285292963, 4.009142393864063, 4.042147611288713, 3.8187022893238347, 4.090665280902948, 3.977787437310646, 3.8639194371956047, 4.104857524395547]",330,0,403
227.30907225608826,"[4.243984291453986, 3.9233706645448003, 3.854202750110078, 4.274092677737335, 3.803479612857948, 3.9833161903882273, 4.208993464151714, 3.760893877304021]","[0.00573851906408121, 0.03730967638251191, 0.005407931029333249, 0.010201457533178748, 0.030036739618056668, -0.004179121978357757, 0.039293204590999706, 0.010697339585300697]","[3.8890034024383384, 3.987028898189548, 4.139182950517183, 3.8896635067868313, 4.0741626721906234, 4.083404133069525, 3.8857028806958733, 4.142813524433894]",330,0,404
227.6424012184143,"[4.128433187339508, 4.058180286011691, 3.77906740776334, 4.254562913661649, 3.9062821209785747, 3.870477553506483, 4.265141535869312, 3.7888322898011833]","[0.005077342994585274, 0.04821908152919477, 0.009540281463682812, 0.0055732250467072225, 0.03681379433038996, 0.0037549908555934153, 0.014664396002276273, 0.026730859270577015]","[4.012112863432281, 3.8692002719835488, 4.105517628744041, 3.8857028806958733, 3.9470925851057217, 4.076803089584595, 3.8249732806345182, 4.049738811296383]",330,0,403
227.97558641433716,"[4.021561978369779, 4.157185340006491, 3.7570964231781927, 4.17780009097527, 3.9919960855329766, 3.7896460299710033, 4.265141535869312, 3.8598989312988197]","[-0.0035179459088618276, 0.045409083233837064, 0.008383223342064927, 0.007722047272569005, 0.043756143060097244, 0.01003616351580476, 0.004746754959837313, 0.035326148174024116]","[4.015743437348993, 3.889333454612585, 4.156675715752248, 3.9883491068865338, 3.946102428582982, 4.142483472259648, 3.9091365850673747, 4.023334637356663]",330,0,404
228.30895590782166,"[3.9049258873622077, 4.240458084051431, 3.76876003227895, 4.0771675566408305, 4.111073397050009, 3.757367669901466, 4.217944606019737, 3.9529365573816038]","[-0.0010385356482520841, 0.024582037044715246, 0.018962040453999823, 0.0011102865776096843, 0.049210845633438666, 0.008052635307316966, 0.007226165220447056, 0.040615556729991564]","[4.108818150486505, 3.8121012458389045, 4.0669015243572, 3.99528020254571, 3.841475889346843, 4.102877211350068, 3.906826219847649, 3.923328828559974]",330,0,403
228.64205074310303,"[3.824094363826728, 4.262700315359852, 3.8167707022983457, 3.943714168790307, 4.2136046584473625, 3.7519427354359975, 4.1064622027543605, 4.078523790257198]","[0.008383223342064927, 0.007226165220447056, 0.032350855861292424, -0.004013827960983776, 0.033673208000284297, 0.013507337880658402, 0.0035896968382194278, 0.048384375546568756]","[4.088354915683222, 3.8890034024383384, 4.046768341728164, 4.08571449828925, 3.8738210024229995, 4.123670498327598, 4.0226745330081695, 3.90484590680217]",330,0,404
228.97542476654053,"[3.7592663969643803, 4.229879461843767, 3.925540638330988, 3.846607841858422, 4.262429068636578, 3.797240938222659, 3.984129930558047, 4.194346141094949]","[0.008713811376812902, 0.00656498915095112, 0.03863202852150377, 0.00656498915095112, 0.009374987446308825, 0.030863209704926592, -0.004179121978357757, 0.03945849860837369]","[4.1421534200854015, 3.8797619415594364, 3.93125008074189, 4.0843942895922645, 3.8210126545435603, 4.019043959091458, 4.031915993887072, 3.817052028452602]",330,0,403
229.3088617324829,"[3.7505865018196305, 4.123279499597313, 4.052484104822949, 3.7625213576436614, 4.236118136479056, 3.903298407022567, 3.86152641163846, 4.253206680045282]","[0.011193221637422632, 0.0049120489772113, 0.047557905459698846, 0.009540281463682812, 0.005242637011959261, 0.03681379433038996, 0.0044161669250893515, 0.012515573776414504]","[4.084724341766511, 4.017723750394472, 3.920028306817509, 4.142483472259648, 3.923988932908467, 3.9880190547122876, 4.124000550501844, 3.876791471991218]",330,0,404
229.64213109016418,"[3.7801523946564335, 4.005829668419921, 4.178071337698544, 3.7478740345868964, 4.152574145710842, 4.0191207578603185, 3.7834073553357146, 4.254020420215102]","[0.0278879173921949, -0.0046750040304797055, 0.04292967297322732, 0.008713811376812902, 0.00739145923782103, 0.04524378921646309, 0.010201457533178748, 0.004746754959837313]","[4.071192202622405, 4.018383854742965, 3.8167219762783557, 4.095616063516645, 3.943792063363257, 3.8850427763473805, 4.098256480910617, 3.8530277154454704]",330,0,403
229.97539258003235,"[3.8647813723177413, 3.8932622782614508, 4.245340525070352, 3.762250110920388, 4.035395561256724, 4.130874407848968, 3.7516714887127245, 4.188921206629481]","[0.035822030226146065, 0.0006144045254877356, 0.020119098575617708, 0.022267920801479477, -0.001865005735121994, 0.04739261144232486, 0.007226165220447056, 0.007722047272569005]","[3.965245454689279, 4.115089141797188, 3.8804220459079297, 4.0969362722136315, 4.047758498250904, 3.8890034024383384, 4.148424411396085, 3.9583143590301026]",330,0,404
230.30862307548523,"[3.955649024614338, 3.815685715405252, 4.267582756378773, 3.8129732481725176, 3.951309077041963, 4.2130621650008155, 3.7538414624989116, 4.100766021565619]","[0.040615556729991564, 0.008548517359438915, 0.00656498915095112, 0.03350791398291031, -0.004344415995731737, 0.03483026612190217, 0.013507337880658402, 0.003424402820845454]","[3.94445216771175, 4.0804336635013065, 3.8229929675890393, 3.9979206199396824, 4.032576098235564, 3.812761350187398, 4.078123298281581, 3.9708563416514697]",330,0,403
230.64201188087463,"[4.067945168049534, 3.759808890410927, 4.229879461843767, 3.9068246144251217, 3.8398266737765865, 4.2572753808943835, 3.7858485758451756, 3.986299904344235]","[0.048880257598690705, 0.009044399411560863, 0.006069107098829171, 0.03764026441725987, 0.0055732250467072225, 0.01086263360267467, 0.02921026953118676, -0.0046750040304797055]","[3.850057245877252, 4.147104202699099, 3.9309200285676433, 3.971846498174209, 4.117729559191161, 3.8764614198169713, 4.070532098273912, 4.059640376523777]",330,0,404
230.97520756721497,"[4.168035208937427, 3.8013096390717607, 4.205467256749159, 4.051127871206583, 3.825450597443095, 4.305014804190505, 3.909265834934583, 3.937746740878292]","[0.04243379092110537, 0.008713811376812902, 0.007556753255195017, 0.044417319129593166, 0.01003616351580476, 0.004581460942463325, 0.03483026612190217, -0.00021206556138217425]","[3.865239645892591, 4.083074080895279, 3.9362008633555874, 3.871510637203274, 4.083074080895279, 3.8418059415210895, 3.95765425468161, 4.052709280864601]",331,0,403
231.30851531028748,"[4.281687585988991, 3.7551976961152786, 4.045974183464387, 4.10564846258454, 3.7389228927188736, 4.192718660755308, 3.9385604810481123, 3.8102607809397835]","[0.021276156697235593, 0.020119098575617708, -0.0008732416308780966, 0.048384375546568756, 0.007722047272569005, 0.00739145923782103, 0.03962379262574767, 0.008548517359438915]","[3.8005494197402774, 4.105517628744041, 4.043797872159946, 3.885372828521627, 4.142483472259648, 3.9487428459769545, 3.9546837851133914, 4.127961176592802]",330,0,404
231.64169049263,"[4.258360367787477, 3.846607841858422, 3.9705675943943763, 4.243984291453986, 3.77825366759352, 4.120295785641305, 4.095883580546697, 3.785034835675355]","[0.006234401116203159, 0.03202026782654446, -0.004179121978357757, 0.03218556184391845, 0.013507337880658402, 0.0021020506818535817, 0.047557905459698846, 0.008217929324690953]","[3.8824023589534087, 4.035546567803783, 4.079773559152813, 3.8645795415440976, 4.1193798200623934, 4.010792654735296, 3.8946142894005287, 4.13852284616869]",331,0,404
231.97488808631897,"[4.253477926768555, 3.903027160299294, 3.8295192982921966, 4.255376653831469, 3.782322368442621, 3.978976242815852, 4.1650514949814195, 3.741906606674881]","[0.006069107098829171, 0.0374749703998859, 0.005407931029333249, 0.01003616351580476, 0.029375563548560746, -0.004840298047853686, 0.04193790886898344, 0.008217929324690953]","[3.927949558999425, 3.968545976431744, 4.114759089622942, 3.8758013154684785, 4.064261106963228, 4.061620689569256, 3.8662298024153303, 4.134562220077732]",330,0,404
232.3083896636963,"[4.148234198138468, 4.0438042096782, 3.8262643376129155, 4.302302336957771, 3.8919060446450837, 3.9431716753437605, 4.2721939506744215, 3.79968215873212]","[0.006730283168325107, 0.043590849042723256, 0.010201457533178748, 0.0044161669250893515, 0.034169090052406245, -0.0016997117177480203, 0.02342497892309736, 0.018962040453999823]","[3.9820781155758507, 3.919698254643263, 4.125980863547323, 3.8870230893928595, 4.0084822895155705, 4.089675124380208, 3.8550080284909494, 4.096276167865138]",331,0,404
232.64150309562683,"[4.095612333823423, 4.088288672295041, 3.7432628402912482, 4.203297282962972, 3.9214719374818867, 3.812430754725971, 4.252121693152188, 3.7834073553357146]","[-0.0010385356482520841, 0.04954143366818664, 0.007722047272569005, 0.007556753255195017, 0.03945849860837369, 0.007060871203073069, 0.007887341289942978, 0.031524385774422514]","[4.023334637356663, 3.8824023589534087, 4.1378627418201965, 3.939831437272299, 3.9543537329391447, 4.116079298319928, 3.87283084590026, 4.057660063478298]",330,0,404
232.97488808631897,"[3.9659564000987277, 4.223098293761932, 3.789917276694277, 4.184310012333833, 4.051399117929856, 3.8121595080026975, 4.295249922152662, 3.899772199620013]","[-0.005005592065227674, 0.03995438066049564, 0.009209693428934851, 0.006069107098829171, 0.0450784951990891, 0.0097055754810568, 0.004581460942463325, 0.03433438406978022]","[4.060630533046517, 3.85401787196821, 4.125980863547323, 3.9840584286213296, 3.912107054635593, 4.124000550501844, 3.8916438198323102, 3.9966004112426967]",331,0,404
233.3083839416504,"[3.9290668457335425, 4.21658837240337, 3.7435340870145217, 4.044889196571294, 4.084762464892487, 3.7332267115301314, 4.201941049346605, 3.909537081657856]","[-0.0008732416308780966, 0.021606744731983554, 0.02044968661036567, -0.0010385356482520841, 0.04904555161606469, 0.00739145923782103, 0.006730283168325107, 0.038466734504129796]","[4.089015020031716, 3.861609071975879, 4.097596376562124, 4.031255889538579, 3.880091993733683, 4.135882428774718, 3.9329003416131223, 3.9642552981665395]",330,0,404
233.64159226417542,"[3.8181269359147127, 4.29904737627849, 3.8308755319085637, 4.03268309402399, 4.210349697768081, 3.77825366759352, 4.18647998612002, 4.052484104822949]","[0.00573851906408121, 0.009374987446308825, 0.029871445600682694, -0.005501474117349622, 0.04193790886898344, 0.009044399411560863, 0.005903813081455184, 0.044913201181715115]","[4.110798463531984, 3.8602888632788934, 4.056339854781312, 4.053039333038847, 3.8536878197939632, 4.1193798200623934, 3.979767750356125, 3.9117770024613465]",331,0,404
233.97484278678894,"[3.8083620538768694, 4.229608215120495, 3.8468790885816957, 3.8775299683115922, 4.217944606019737, 3.7375666591025065, 4.036480548149817, 4.109988410156915]","[0.0097055754810568, 0.004581460942463325, 0.035822030226146065, -0.0005426535961301354, 0.021441450714609567, 0.02044968661036567, -0.0013691236830000453, 0.048384375546568756]","[4.121360133107872, 3.8896635067868313, 3.9982506721139286, 4.0989165852591105, 3.852367611096977, 4.0926455939484265, 4.031915993887072, 3.8764614198169713]",330,0,404
234.3078954219818,"[3.726445543448296, 4.237474370095423, 3.9909110986398826, 3.848506568921336, 4.294978675429389, 3.844166621348961, 3.989012371576969, 4.23801686354197]","[0.007060871203073069, 0.006895577185699081, 0.0402849686952436, 0.007722047272569005, 0.006234401116203159, 0.03251614987866641, -0.004840298047853686, 0.036317912278268014]","[4.13093164616102, 3.9378511242268197, 3.941151645969285, 4.114098985274449, 3.865569698066837, 4.026635159099127, 4.068881837402679, 3.8474168284832797]",331,0,404
234.64125847816467,"[3.77906740776334, 4.101037268288892, 4.0185782644137715, 3.7565539297316457, 4.233405669246322, 3.853660256663531, 3.873732514185764, 4.217130865849917]","[0.011854397706918568, 0.0055732250467072225, 0.047557905459698846, 0.009374987446308825, 0.004746754959837313, 0.03615261826089404, -4.677154400818673e-05, 0.022267920801479477]","[4.110798463531984, 3.9903294199320127, 3.9058360633249096, 4.1296114374640345, 3.8942842372262825, 3.9942900460229707, 4.091325385251441, 3.848406985006019]",330,0,404
234.97465825080872,"[3.7410928665050607, 4.110530903603462, 4.117312071685298, 3.783678602058988, 4.250494212812548, 3.948325363085955, 3.875631241248678, 4.291181221303561]","[0.01879674643662585, -4.677154400818673e-05, 0.04854966956394274, 0.008052635307316966, 0.006234401116203159, 0.03780555843463386, 0.005903813081455184, 0.01086263360267467]","[4.097596376562124, 4.014423228652007, 3.8777816285139575, 4.123010393979104, 3.9163977329007977, 3.951713315545173, 4.105847680918287, 3.8533577676197166]",331,0,404
235.30787086486816,"[3.808633300600143, 3.9865711510675075, 4.132230641465336, 3.7294292574043038, 4.162339027748685, 3.94154419500412, 3.7885610430779098, 4.245611771793626]","[0.027557329357446925, -0.003683239926235808, 0.04623555332070699, 0.00656498915095112, 0.008052635307316966, 0.04177261485160945, 0.008548517359438915, 0.00656498915095112]","[4.056009802607066, 4.041157454765973, 3.861279019801633, 4.13093164616102, 3.947752689454215, 3.9329003416131223, 4.118389663539654, 3.869530324157795]",330,0,404
235.64127659797668,"[3.7858485758451756, 3.975178788690024, 4.207365983812074, 3.7600801371342003, 4.146606717798827, 4.02481693904906, 3.790459770140824, 4.267040262932227]","[0.03284673791341437, -0.005170886082601654, 0.03797085245200785, 0.010366751550552722, 0.006234401116203159, 0.04524378921646309, 0.008879105394186876, 0.004746754959837313]","[4.033236202584058, 4.058320167826791, 3.846756724134787, 4.115749246145682, 3.97646722861366, 3.904515854627924, 4.121690185282119, 3.880091993733683]",331,0,404
235.9742877483368,"[3.8609839181919132, 3.8872948503494356, 4.215232138787003, 3.731599231190491, 4.051399117929856, 4.069301401665902, 3.7386516459956, 4.20628099691898]","[0.035326148174024116, -0.0007079476135041229, 0.02392086097521931, 0.017639688315007965, 0.00044911050811376196, 0.05003731572030859, 0.008217929324690953, 0.006069107098829171]","[3.9923097329774917, 4.085054393940758, 3.8464266719605402, 4.095946115690892, 4.009802498212556, 3.883392515476148, 4.127961176592802, 3.906496167673403]",330,0,404
236.30784440040588,"[3.8807849289908734, 3.8862098634563416, 4.281958832712265, 3.7975121849459326, 4.038650521936005, 4.171561416339982, 3.7736424732978717, 4.210078451044808]","[0.03681379433038996, 0.0040855788903413764, 0.013011455828536453, 0.026400271235829054, -0.0038485339436097887, 0.04640084733808096, 0.00739145923782103, 0.007226165220447056]","[3.9616148807725677, 4.097596376562124, 3.8497271937030053, 4.059970428698024, 4.032246046061318, 3.8530277154454704, 4.122680341804858, 3.9355407590070945]",331,0,404
236.6412057876587,"[3.9749075419667506, 3.792358497203738, 4.2401868373281575, 3.7741849667444183, 3.9499528434255957, 4.160982794132319, 3.724546816385382, 4.129789420955875]","[0.04078085074736555, 0.008217929324690953, 0.006895577185699081, 0.03202026782654446, -0.0046750040304797055, 0.04045026271261759, 0.007722047272569005, 0.006895577185699081]","[3.929929872044904, 4.11211867222897, 3.8622691763243724, 4.0391771417204945, 4.050728967819122, 3.8497271937030053, 4.1193798200623934, 3.964915402515033]",330,0,404
236.9743971824646,"[3.9721950747340165, 3.8216531433172674, 4.293079948366475, 3.866408852657382, 3.944256662236854, 4.250222966089274, 3.7774399274236994, 4.114870851175836]","[0.044582613146967154, 0.010201457533178748, 0.005077342994585274, 0.034169090052406245, -0.0016997117177480203, 0.027226741322698964, 0.015986748141268145, 0.0021020506818535817]","[3.910786845938607, 4.115749246145682, 3.8705204806805344, 3.9962703590684496, 4.0721823591451445, 3.830254115422462, 4.090995333077195, 4.00188124603064]",331,0,404
237.30756330490112,"[4.106733449477634, 3.7275305303413897, 4.202483542793152, 3.874817501078858, 3.836300466374032, 4.222284553592112, 3.7410928665050607, 4.003930941357007]","[0.04904555161606469, 0.008217929324690953, 0.006730283168325107, 0.03797085245200785, 0.0040855788903413764, 0.013837925915406363, 0.026234977218455066, -0.0028567698393658983]","[3.8758013154684785, 4.121690185282119, 3.9015453850597055, 3.967225767734758, 4.098586533084863, 3.8424660458695823, 4.067561628705693, 4.031255889538579]",330,0,404
237.6411075592041,"[4.116227084792204, 3.7749987069142388, 4.217673359296463, 3.9819599567718598, 3.841996647562774, 4.283586313051905, 3.8276205712292826, 3.989554865023516]","[0.04739261144232486, 0.007060871203073069, 0.007722047272569005, 0.04094614476473954, 0.008217929324690953, 0.006895577185699081, 0.03218556184391845, -0.004509710013105725]","[3.855668132839442, 4.116079298319928, 3.931910185090383, 3.9302599242191505, 4.106177733092533, 3.8457665676120474, 4.024324793879402, 4.053369385213093]",331,0,404
237.97435641288757,"[4.219572086359378, 3.7145106876242653, 4.103478488798353, 3.998506006891539, 3.7519427354359975, 4.221470813422291, 3.8295192982921966, 3.878614955204686]","[0.03813614646938182, 0.010697339585300697, 0.006399695133577132, 0.047227317424950885, 0.010366751550552722, 0.0049120489772113, 0.03565673620877209, -0.0008732416308780966]","[3.834874845861913, 4.109808307009245, 3.975807124265167, 3.90484590680217, 4.118389663539654, 3.876791471991218, 3.9883491068865338, 4.083404133069525]",330,0,404
238.3076422214508,"[4.210892191214628, 3.777711174146973, 4.087474932125221, 4.119210798748211, 3.76957377244877, 4.234490656139416, 3.9523940639350568, 3.8552877370031715]","[0.022929096870975413, 0.0183008643845039, 0.00028381649073977444, 0.04904555161606469, 0.007722047272569005, 0.006895577185699081, 0.039293204590999706, 0.006895577185699081]","[3.834874845861913, 4.0824139765467855, 4.004521663424613, 3.865239645892591, 4.115749246145682, 3.912107054635593, 3.942471854666271, 4.099246637433357]",331,0,404
238.64093685150146,"[4.276262651523523, 3.7549264493920056, 3.969211360778009, 4.139554302993718, 3.7139681941777187, 4.1379268226540775, 3.9534790508281503, 3.772014992958231]","[0.009209693428934851, 0.030367327652804643, -0.004840298047853686, 0.044417319129593166, 0.007556753255195017, 0.007722047272569005, 0.04259908493847936, 0.008713811376812902]","[3.836855158907392, 4.044127924334192, 4.042807715637206, 3.8457665676120474, 4.114429037448696, 3.9507231590224334, 3.9203583589917557, 4.112448724403217]",330,0,404
238.97386813163757,"[4.229879461843767, 3.8289768048456496, 3.9496815967023227, 4.203568529686246, 3.7470602944170763, 4.123279499597313, 4.029970626791256, 3.7760836938073323]","[0.0049120489772113, 0.03400379603503226, -0.004344415995731737, 0.034499678087154206, 0.011854397706918568, 0.005077342994585274, 0.0470620234075769, 0.0097055754810568]","[3.8550080284909494, 4.012112863432281, 4.061950741743503, 3.8272836458542434, 4.100566846130342, 3.975147019916674, 3.8903236111353245, 4.114429037448696]",331,0,404
