T,FL,FM,FR,xL,xM,xR
258.6377532482147,"[3.5976033498934203, 3.8327742589714777, 4.043532962954926, 3.786119822568449, 3.5661387299937037, 3.7128832072846247, 3.997963513444992, 3.91143580872077]","[2.010424361775744, 1.886453848745257, 2.0932366644801097, 2.2833247844601896, 2.175057203080231, 1.990919667725614, 2.0909225482368736, 2.3431612187495716]","[3.8969246546202543, 3.9210184633402485, 3.757972689262479, 3.735859193587964, 3.9454423242344894, 3.9302599242191505, 3.788337489293157, 3.6850311587540037]",338,231,412
258.971088886261,"[3.603028284358889, 3.664872537265229, 3.923641911268074, 4.083134984552846, 3.8707488002297565, 3.62608425583713, 3.6496827207619176, 3.916589496462965]","[2.3408471025063355, 2.1439819278139223, 2.0914184302889955, 2.2881183109640353, 2.472751728370774, 2.421675877002213, 2.253737155350247, 2.214231885197865]","[3.8137515067101373, 3.883392515476148, 3.7695245153611068, 3.645424897844424, 3.6213310891244297, 3.775135402323297, 3.8434562023923218, 3.744440550118373]",339,245,411
259.3045597076416,"[4.058180286011691, 3.903840900469114, 3.6399178387240743, 3.6241855287742157, 3.8457941016886017, 4.0484154039738485, 4.008542135652655, 3.771472499511684]","[2.4188658787068555, 2.5825069559070983, 2.5456463900327004, 2.4206841128979693, 2.3524176837225146, 2.451594094146904, 2.636723393605765, 2.739370978395008]","[3.6285922369578527, 3.7101151239967374, 3.8474168284832797, 3.9401614894465453, 3.870850532854781, 3.758302741436726, 3.6764498022235945, 3.689981941367701]",340,259,413
259.6379919052124,"[3.600315817126155, 3.5403702912827284, 3.636662878044793, 3.8167707022983457, 3.9819599567718598, 3.996336033105351, 3.8430816344558676, 3.637747864937887]","[2.7033368826074797, 2.616226935451391, 2.5068022959498144, 2.4772146668398713, 2.559531087492115, 2.7355692159954064, 2.8529279683309343, 2.9154091068983]","[3.8094608284449327, 3.975807124265167, 3.9550138372876376, 3.8645795415440976, 3.7860271240734313, 3.7117653848679697, 3.6995534544208493, 3.744440550118373]",339,273,414
259.9710421562195,"[3.5192130468674017, 3.599773323679608, 3.80049589890194, 3.923641911268074, 4.08503371161576, 4.114057111006017, 3.96134520580308, 3.7362104254861395]","[2.8684656059640887, 2.768628019470203, 2.693088653530293, 2.6725921953759193, 2.7292880433351954, 2.8983838231087797, 3.0403713840330306, 3.073099599473079]","[3.864909593718344, 3.925969245953946, 3.897254706794501, 3.8272836458542434, 3.739489767504675, 3.6639078196022274, 3.652686045677847, 3.719356584875639]",342,287,414
260.30448937416077,"[3.6241855287742157, 3.590822181811585, 3.767403798662583, 3.9605314656332595, 4.003930941357007, 3.8875660970727086, 3.689827235806384, 3.5544751208929464]","[3.000039643793779, 2.864994431599235, 2.7854880092423495, 2.8393738589062676, 2.9878078865081044, 3.1463248491697535, 3.231781856152103, 3.2043430492680214]","[3.8474168284832797, 3.9583143590301026, 3.8995650720142265, 3.793948376255347, 3.718696480527146, 3.6936125152844124, 3.721997002269611, 3.8200224980208204]",340,301,415
260.63752365112305,"[3.509176918106285, 3.636662878044793, 3.8338592458645713, 3.933406793305917, 4.02400319887924, 4.083677477999393, 4.1053772158612665, 4.076353816471011]","[3.1507877876388513, 3.068636661003982, 2.990287296768714, 3.007477874575608, 3.0142549292879415, 3.0542560814924453, 3.122357216650526, 3.231616562134729]","[3.908476480718882, 3.910786845938607, 3.882732411127655, 3.819692445846574, 3.757972689262479, 3.7243073674893368, 3.6870114717994826, 3.6612674022082556]",343,315,415
260.97077894210815,"[3.996878526551898, 3.8390129336067664, 3.6277117361767703, 3.5281641887354245, 3.4587250275774286, 3.4332278355897268, 3.449502638986132, 3.522739254269956]","[3.323189447759915, 3.3674882444161427, 3.3474876683138906, 3.366331186294525, 3.3564135452520856, 3.3340988529065982, 3.3033541656750374, 3.2458318476288914]","[3.6259518195638805, 3.6929524109359195, 3.6483953674126424, 3.6863513674509893, 3.7513716457775494, 3.806820411050961, 3.8229929675890393, 3.8101209327934256]",341,330,416
261.3041706085205,"[3.62608425583713, 3.7825936151658945, 3.962430192696173, 4.112700877389649, 4.160169053962498, 4.133858121804976, 4.098053554332885, 4.040278002275645]","[3.2149218663799566, 3.2119465740672246, 3.257237134827696, 3.3031888716576634, 3.374265299128476, 3.4431929043734266, 3.5354269660681092, 3.6068339815736694]","[3.7734851414520647, 3.833554637164927, 3.776455611020283, 3.7375094544591962, 3.70516434138304, 3.6685285500416787, 3.6388238543594937, 3.634203123920043]",347,344,418
261.63737773895264,"[3.9651426599289072, 3.750315255096357, 3.5973321031701473, 3.4581825341308816, 3.323644159387264, 3.314964264242515, 3.311980550286507, 3.3084543428839526]","[3.6552651286642464, 3.716589209109994, 3.7636980040615793, 3.7787397596426118, 3.786508578459189, 3.7884921066676767, 3.775599173312506, 3.756094479262376]","[3.62694197608662, 3.635523332617029, 3.662257558730995, 3.6969130370268775, 3.735199089239471, 3.7668840979671345, 3.7965887936493194, 3.816391924104109]",340,358,418
261.9706943035126,"[3.3231016659407175, 3.440551497118109, 3.573462391522086, 3.690369729252931, 3.8303330384620167, 3.9705675943943763, 4.038108028489458, 4.0362093014265445]","[3.7608880057662217, 3.7235315578397015, 3.7223744997180837, 3.699563925320474, 3.6934480466776365, 3.690307460347531, 3.695762162920872, 3.7108039185019046]","[3.828273802376983, 3.8401556806498567, 3.818372237149588, 3.797909002346305, 3.77579550667179, 3.7550022196942607, 3.739159715330429, 3.73057835880002]",350,372,419
262.30420088768005,"[4.038650521936005, 3.9749075419667506, 3.887837343795982, 3.801580885795034, 3.8338592458645713, 3.865595112487562, 3.8794286953745063, 3.885667370009795]","[3.7227050877528316, 3.7501438946369126, 3.757416831401368, 3.8000626878838553, 3.814277973378018, 3.8635355905554647, 3.9124626196981636, 3.9460173052250824]","[3.720016689224132, 3.718696480527146, 3.709124967473998, 3.6936125152844124, 3.6711689674356505, 3.6596171413370233, 3.6447647934959306, 3.631562706526071]",345,386,419
262.63721656799316,"[3.8929910315381773, 3.896517238940732, 3.896517238940732, 3.8867523569028886, 3.8853961232865215, 3.886481110179615, 3.887023603626162, 3.8807849289908734]","[3.9564308283196428, 4.006349621566585, 4.03725960281552, 4.0754425208289105, 4.108997206355829, 4.131146604683942, 4.158089529515902, 4.158089529515902]","[3.619680828253197, 3.7328887240197455, 3.788337489293157, 3.7665540457928883, 3.7517016979517956, 3.747080967512345, 3.73717940228495, 3.732558671845499]",345,400,422
262.97053813934326,"[3.8780724617581392, 3.944799155683401, 3.9331355465826436, 3.919844457142246, 3.9155045095698715, 3.9111645619974964, 3.9027559135760206, 3.8913635511985367]","[4.192801273164438, 4.203214796258999, 4.2493318271063405, 4.273134165608194, 4.296275328040551, 4.3086723793436, 4.317267668247047, 4.323052958855136]","[3.727277837057555, 3.7190265327013927, 3.7180363761786532, 3.7124254892164625, 3.712755541390709, 3.7170462196559138, 3.719356584875639, 3.720676793572625]",346,414,422
263.3038418292999,"[3.8718337871228505, 3.8474215820282422, 3.815685715405252, 3.7712012527884107, 3.7256318032784757, 3.678163626705627, 3.6206593213716616, 3.5666812234402503]","[4.326854721254738, 4.3698311657719735, 4.385699391439876, 4.3881788017004855, 4.449007000094111, 4.48008227536042, 4.538761651528184, 4.608019844807883]","[3.729258150103034, 3.8187022893238347, 3.8312442719452013, 3.8404857328241033, 3.858308550233414, 3.8705204806805344, 3.878111680688204, 3.8876831937413523]",346,428,423
263.6371057033539,"[3.519484293590675, 3.5932634023210457, 3.6990496243976803, 3.742449100121428, 3.7440765804610683, 3.792629743927011, 3.866951346103929, 3.9361192605386512]","[4.686865091095273, 4.7366185903248414, 4.822736773376686, 4.893647906830125, 4.949682578719905, 4.9895184369070344, 5.022081358329709, 4.999766665984222]","[3.8711805850290277, 3.7701846197095996, 3.729258150103034, 3.6840410022312637, 3.6424544282762055, 3.6018580108438862, 3.570173002116223, 3.5642320629797855]",350,442,422
263.97044229507446,"[3.9966072798286243, 3.9797899829856727, 3.986842397790781, 3.9678551271616413, 3.905739627532028, 3.8251793507198215, 3.7267167901715696, 3.6328654239189655]","[4.967699626613669, 4.92125200773158, 4.8503408742781415, 4.8323238263843775, 4.841414997339946, 4.88141614954445, 4.945054346233434, 5.01546959763475]","[3.5642320629797855, 3.7061544979057794, 3.8154017675813696, 3.8682101154608093, 3.8923039241808035, 3.9329003416131223, 3.953693628590652, 3.95006305467394]",349,456,426
264.30406379699707,"[3.5872959744090305, 3.543896498685283, 3.6491402273153706, 3.7915447570339174, 3.882412409330514, 3.890278564305443, 3.808090807153596, 3.674908666026346]","[5.1210924747367255, 5.222748295421725, 5.258947685226627, 5.253988864705407, 5.162746567114969, 5.021089594225465, 4.971997271065392, 4.978443737742978]","[3.910786845938607, 3.7216669500953645, 3.581064723866357, 3.567862636896497, 3.5794144629951243, 3.643444584798945, 3.720676793572625, 3.7645737327474094]",348,463,423
264.6372580528259,"[3.5791585727108277, 3.673009938963432, 3.866408852657382, 4.01532330373449, 4.117312071685298, 4.1224657594274925, 4.060892753244426, 3.9385604810481123]","[5.0490242831616685, 5.116133654215505, 5.113158361902774, 5.066049566951189, 4.97315432918701, 4.835629706731857, 4.775132096372979, 4.777115624581467]","[3.754672167520014, 3.797909002346305, 3.8094608284449327, 3.7965887936493194, 3.8097908806191794, 3.855668132839442, 3.9091365850673747, 3.973166706871195]",352,463,427
264.9703645706177,"[3.821924390040541, 3.705017052309696, 3.618489347585474, 3.70772951954243, 3.839555427053313, 3.940187961387753, 3.97409380179693, 3.9534790508281503]","[4.829844416123768, 4.922243771835824, 5.004394898470693, 5.013486069426262, 4.979931383899344, 4.909185544463279, 4.7903391459713855, 4.699758024450443]","[3.986368793841055, 3.868870219809302, 3.765563889270149, 3.7097850718224907, 3.6903119935419473, 3.703844132686054, 3.728598045754541, 3.7695245153611068]",349,463,425
265.303804397583,"[3.88132742243742, 3.846607841858422, 3.8186694293612597, 3.7725574864047777, 3.793985977543378, 3.8767162281417717, 3.9830449436649538, 4.079066283703745]","[4.679757448348191, 4.679757448348191, 4.72868447749089, 4.8139761904558656, 4.892325554691133, 4.905714370098425, 4.872820860641003, 4.8086867818998975]","[3.8338846893391736, 3.975147019916674, 3.990989524280506, 3.941151645969285, 3.8751412111199857, 3.8064903588767143, 3.7814063936339806, 3.790317802338636]",352,463,427
265.63748121261597,"[4.120024538918032, 4.067402674602988, 3.999590993784632, 3.894618511877818, 3.77906740776334, 3.727259283618116, 3.7432628402912482, 3.80917579404669]","[4.696452144102963, 4.613143959346476, 4.589011032809875, 4.604713964460403, 4.650830995307744, 4.733312709977362, 4.820092069098703, 4.847530875982784]","[3.8114411414904117, 3.80120952408877, 3.864909593718344, 3.9236588807342208, 3.93125008074189, 3.9022054894081983, 3.82761369802849, 3.767214150141381]",351,463,426
265.9702949523926,"[3.918488223525879, 4.013967070118124, 4.080422517320112, 4.071742622175362, 4.01369582339485, 3.903840900469114, 3.80049589890194, 3.726445543448296]","[4.8265385357762876, 4.768850923712768, 4.673641569705354, 4.561572225925794, 4.516116371147948, 4.5200834275649235, 4.573308101159347, 4.655293933776842]","[3.725957628360569, 3.8404857328241033, 3.886693037218613, 3.9177179415977834, 3.9642552981665395, 4.016733593871733, 4.038847089546248, 4.019043959091458]",351,463,428
266.303759098053,"[3.725360556555202, 3.7812373815495275, 3.8935335249847243, 4.000947227400999, 4.066046440986621, 4.073370102515003, 4.040006755552372, 3.9404592081110263]","[4.7432303510198, 4.788190323745524, 4.782735621172183, 4.740420352724443, 4.64818629102976, 4.534629301093834, 4.479916981343046, 4.474462278769705]","[3.941811750317778, 3.8249732806345182, 3.776455611020283, 3.7860271240734313, 3.7946084806038405, 3.829594011073969, 3.8890034024383384, 3.9474226372799683]",351,463,427
266.63716220855713,"[3.8249081039965485, 3.7297005041275773, 3.7169519081337263, 3.7446190739076153, 3.8333167524180243, 3.943442922067034, 4.0438042096782, 4.072285115621909]","[4.506694612157632, 4.571985749020355, 4.668352161149387, 4.731825063820995, 4.738271530498581, 4.705873903093281, 4.643888646578037, 4.527686952364127]","[3.9748169677424277, 4.078453350455828, 4.042477663462959, 3.9741568633939344, 3.9183780459462767, 3.901215332885459, 3.9137573155068255, 3.939171332923806]",351,463,429
266.9703760147095,"[4.047059170357481, 4.075811323024464, 3.986842397790781, 3.872918774015944, 3.8205681564241734, 3.8365717130973054, 3.8962459922174584, 3.997421019998445]","[4.441238181277534, 4.413964668410827, 4.439089359051672, 4.494462854871957, 4.5799198618543056, 4.673972157740102, 4.7060391971106545, 4.689013913321134]","[3.970526289477223, 3.89923501983998, 3.9490728981512007, 3.9579843068558564, 3.9276195068251787, 3.8566582893621817, 3.795928689300826, 3.752361802300289]",353,463,427
267.30359387397766,"[4.090729892804502, 4.074455089408096, 4.056010312225504, 4.031598107130896, 3.9648714132056337, 3.8753599945254047, 3.7793386544866134, 3.7033895719700554]","[4.6462027628212725, 4.5685145746555005, 4.464875225762014, 4.397931148725551, 4.3759470444148105, 4.390162329908973, 4.431981716304591, 4.493471090767713]","[3.7592928979594653, 3.8923039241808035, 3.945772376408736, 3.971846498174209, 4.016733593871733, 4.065251263485968, 4.083074080895279, 4.068881837402679]",351,463,429
267.6370849609375,"[3.689013495636564, 3.777168680700426, 3.83060428518529, 3.908180848041489, 3.9930810724260697, 4.076896309917557, 4.118397058578391, 4.106190956031087]","[4.574795747315712, 4.647855702995012, 4.67512921586172, 4.668186867132013, 4.637607473917826, 4.589176326827249, 4.490826386489729, 4.391154094013217]","[4.0187139069172115, 3.8424660458695823, 3.792298115384115, 3.754672167520014, 3.748731228383577, 3.76358357622467, 3.7814063936339806, 3.8154017675813696]",352,463,427
267.97002816200256,"[4.060350259797879, 3.971381334564196, 3.8666800993806554, 3.771472499511684, 3.7297005041275773, 3.741906606674881, 3.7801523946564335, 3.8623401518082807]","[4.34602882727012, 4.337268244349299, 4.360078818746908, 4.409005847889607, 4.4833881557079, 4.569175750724996, 4.618929249954565, 4.6220698362846715]","[3.865239645892591, 4.02828541997036, 4.183079889691967, 4.1933115070936084, 4.1626166548886845, 4.104197420047054, 4.049738811296383, 3.999240828636668]",352,463,431
268.3034505844116,"[3.9561915180608844, 4.142538016949725, 4.246425511963446, 4.251036706259095, 4.21821585274301, 4.127890693892961, 4.026715666111975, 3.933406793305917]","[4.596945145643826, 4.535455771180704, 4.449007000094111, 4.3698311657719735, 4.317102374229673, 4.298754738301161, 4.32404472295938, 4.382393511092396]","[3.978447541659139, 3.881412202430669, 3.7708447240580925, 3.725957628360569, 3.767544202315628, 3.818372237149588, 3.8692002719835488, 3.884712724173134]",354,463,426
268.63683700561523,"[3.879157448651233, 3.7625213576436614, 3.6705687184539713, 3.710984480221711, 3.8056495866441353, 3.885667370009795, 3.9491391032557757, 3.9700251009478293]","[4.457767583014932, 4.541571649823542, 4.59628396957433, 4.608681020877379, 4.590333384948867, 4.540745179736672, 4.470329928335355, 4.381071158953405]","[3.85401787196821, 3.9055060111506634, 3.975807124265167, 4.0269652112733745, 3.9999009329851614, 3.9999009329851614, 4.0104626025610495, 4.032906150409811]",350,463,431
268.96977949142456,"[3.9567340115074314, 3.994979799488984, 4.0362093014265445, 4.073370102515003, 4.040278002275645, 3.998506006891539, 4.008813382375928, 4.066046440986621]","[4.310986495586835, 4.272638283556072, 4.26883652115647, 4.299250620353283, 4.361897052938023, 4.440907593242786, 4.5141328429394605, 4.550828114796484]","[4.058980272175284, 3.9860387416668086, 3.9510532111966796, 3.9771273329621533, 3.973826811219688, 3.9295998198706577, 3.8665598545895765, 3.8177121328010952]",356,463,428
269.3034529685974,"[4.164237754811599, 4.145521730905733, 4.070657635282268, 4.00176096757082, 3.9976922667217183, 3.9518515704885098, 3.8707488002297565, 3.783136108612441]","[4.544877530171021, 4.512479902765721, 4.461899933449282, 4.3818976290402745, 4.302721794718137, 4.259084174131405, 4.251645943349576, 4.2852006288764946]","[3.776455611020283, 3.8398256284756105, 3.870850532854781, 3.900885280711212, 3.932570289438876, 3.965245454689279, 4.013763124303514, 4.0474284460766565]",351,463,429
269.6364953517914,"[3.6933534432089385, 3.7402791263352406, 3.7600801371342003, 3.8018521325183072, 3.888379837242529, 3.975721282136571, 4.062520233584066, 4.116227084792204]","[4.3410700067489, 4.397435266673429, 4.480247569377794, 4.531323420746355, 4.542232825893038, 4.513306372852591, 4.467850518074745, 4.388509389735233]","[4.0556797504328195, 4.07350256784213, 4.017393698220226, 3.964915402515033, 3.9229987763857275, 3.901215332885459, 3.912767158984086, 3.9309200285676433]",353,463,430
269.9698395729065,"[4.122194512704219, 4.221470813422291, 4.186208739396746, 4.088831165741588, 3.99389481259589, 3.9168607431862386, 3.904654640638934, 3.929609339180089]","[4.295779445988429, 4.224207136465495, 4.201892444120007, 4.223876548430747, 4.26883652115647, 4.33230942382808, 4.413799374393453, 4.4843799198121435]","[3.9569941503331165, 3.9269594024766854, 3.974486915568181, 4.023334637356663, 4.037856933023509, 4.026305106924881, 3.9767972807879066, 3.9262992981281926]",355,463,429
270.30314111709595,"[3.9925385789795236, 3.978433749369305, 3.939102974494659, 3.97246632145729, 3.998506006891539, 3.988469878130422, 3.9526653106583303, 3.8693925666133895]","[4.510165786522485, 4.507190494209754, 4.486694036055379, 4.4295023060439815, 4.331648247758584, 4.252968295488568, 4.218256551840032, 4.208834792849714]","[3.876791471991218, 3.837515263255885, 3.850387298051498, 3.8771215241654646, 3.895604445923268, 3.925309141605453, 3.966895715560512, 4.017393698220226]",351,463,429
270.6364724636078,"[3.774456213467692, 3.784221095505535, 3.821924390040541, 3.815956962128525, 3.8371142065438524, 3.9019421734062, 3.9976922667217183, 4.081507504213206]","[4.23478595357743, 4.268340639104348, 4.338425302470917, 4.416609372688811, 4.466858753970501, 4.486198154003257, 4.480412863395168, 4.444709355642388]","[4.041157454765973, 4.140173107039923, 4.139513002691429, 4.080763715675553, 4.027295263447621, 3.9827382199243435, 3.9586444112043493, 3.958974463378596]",354,463,431
270.9695882797241,"[4.145521730905733, 4.265955276039133, 4.263242808806399, 4.2114346846611745, 4.115684591345657, 4.021561978369779, 3.9361192605386512, 3.8924485380916303]","[4.377765278605925, 4.278258280146787, 4.21776066978791, 4.17709834151391, 4.169329522697333, 4.199908915911519, 4.259745350200901, 4.334292952036567]","[3.9655755068635257, 3.8764614198169713, 3.8239831241117788, 3.8701904285062882, 3.921348515514495, 3.955343889461884, 3.9635951938180467, 3.941151645969285]",355,463,428
271.3029787540436,"[3.8908210577519897, 3.8048358464743153, 3.7549264493920056, 3.8148719752354316, 3.897330979110552, 3.9621589459728996, 3.9887411248536955, 3.9781625026460317]","[4.406857025663745, 4.464048755675144, 4.487851094176997, 4.474958160821827, 4.431981716304591, 4.3638805811465105, 4.2797459263031525, 4.209165380884462]","[3.875471263294232, 3.949733002499694, 3.9919796808032455, 3.9695361329544836, 3.9688760286059908, 3.9787775938333856, 4.001221141682147, 4.02828541997036]",351,463,431
271.63653111457825,"[3.9344917801990107, 3.9540215442746973, 4.00338844791046, 3.9651426599289072, 3.905197134085481, 3.900585939789833, 3.9144195226767775, 3.9705675943943763]","[4.168833640645211, 4.150651298734072, 4.163709526106617, 4.210818321058202, 4.283217100668007, 4.362062346955397, 4.4176011367930546, 4.444048179572892]","[4.058980272175284, 4.039507193894741, 4.067561628705693, 4.0810937678498, 4.069211889576926, 4.020034115614197, 3.965245454689279, 3.9246490372569602]",355,463,430
271.96987557411194,"[4.066317687709894, 4.0904586460812284, 4.157456586729764, 4.192989907478582, 4.190006193522574, 4.155829106390123, 4.070115141835722, 3.9776200091994847]","[4.441568769312282, 4.420245841071038, 4.356111762329933, 4.2673488750001045, 4.191478921025446, 4.148006594456088, 4.130981310666568, 4.152138944890439]","[3.889993558961078, 3.8154017675813696, 3.8249732806345182, 3.856328237187935, 3.8946142894005287, 3.927949558999425, 3.973826811219688, 4.0084822895155705]",354,463,429
272.3029787540436,"[3.887837343795982, 3.719393128643187, 3.5948908826606862, 3.6174043606923805, 3.664872537265229, 3.750044008373084, 3.8411829073929535, 3.919301963695699]","[4.201892444120007, 4.268340639104348, 4.354458822156193, 4.413468786358705, 4.442064651364404, 4.444709355642388, 4.425535249627005, 4.383881157248762]","[4.023004585182416, 4.105187576569794, 4.165917176631149, 4.105187576569794, 4.058650220001038, 4.021354324311184, 4.007492132992831, 4.017723750394472]",351,463,432
272.6363742351532,"[3.964600166482361, 4.068487661496081, 4.188649959906208, 4.2572753808943835, 4.2844000532217255, 4.20465351657934, 4.102935995351806, 4.059807766351332]","[4.30701943916986, 4.218091257822658, 4.148667770525584, 4.107840148234211, 4.101724269591373, 4.139411305552642, 4.19412362530343, 4.270324167312836]","[4.023994741705155, 3.9451122720602427, 3.8451064632635545, 3.850387298051498, 3.9058360633249096, 3.933230393787369, 3.9355407590070945, 3.9041858024536773]",358,463,428
272.96960186958313,"[4.067131427879715, 4.0031172011871865, 3.956462764784158, 3.9163182497396916, 3.883226149500334, 3.85040529598425, 3.885938616733068, 3.882412409330514]","[4.348012355478608, 4.394459974360697, 4.4119811402023394, 4.40536937950738, 4.3761123384321845, 4.320904136629275, 4.238587715977031, 4.169164228679959]","[3.839165524127117, 3.912767158984086, 3.9853786373183153, 4.010132550386802, 4.015743437348993, 4.028615472144606, 4.045778185205425, 4.075482880887609]",350,463,432
273.30278968811035,"[3.846065348411875, 3.8805136822676, 3.9230994178215273, 3.960802712356533, 3.9263543785008084, 3.9041121471923876, 3.921200690758613, 3.960260218909986]","[4.125030726041105, 4.104203679851984, 4.115113084998666, 4.145527184195479, 4.202718914206877, 4.279415338268405, 4.351152941808714, 4.389831741874225]","[4.097926428736371, 4.030595785190085, 4.062610846091996, 4.0741626721906234, 4.0639310547889815, 4.022344480833923, 3.9734967590454415, 3.931910185090383]",356,463,430
273.63590931892395,"[4.035395561256724, 4.086389945232127, 4.161254040855591, 4.21740211257319, 4.231235695460135, 4.221199566699018, 4.170476429446888, 4.083406231276119]","[4.392972328204331, 4.3759470444148105, 4.337433538366673, 4.266026522861113, 4.1775942235660315, 4.1179230832940235, 4.082880751610739, 4.074285462707293]","[3.887353141567106, 3.8764614198169713, 3.88603293287012, 3.8979148111429938, 3.9210184633402485, 3.953693628590652, 3.99065947210626, 4.031915993887072]",355,463,430
273.9690957069397,"[3.996336033105351, 3.7901885234175503, 3.6111656860570918, 3.5666812234402503, 3.5891947014719445, 3.6374766182146137, 3.7120694671148047, 3.7880185496313628]","[4.102550739678243, 4.163544232089243, 4.234290071525308, 4.303052382752885, 4.364376463198632, 4.400741147020908, 4.408344671820111, 4.388839977769981]","[4.059640376523777, 4.129281385289788, 4.124330602676091, 4.078453350455828, 4.0292755764931, 3.9916496286289993, 3.9563340459846237, 3.9329003416131223]",351,463,431
274.3026990890503,"[3.864510125594468, 4.029970626791256, 4.191091180415668, 4.297148649215576, 4.362519109524471, 4.356280434889182, 4.246154265240173, 4.144707990735913]","[4.356772938399429, 4.295283563936307, 4.199413033859397, 4.1111460285816905, 4.0569295908830245, 4.046846655823211, 4.071971346464057, 4.119576023467764]","[3.9322402372646295, 3.8358650023846526, 3.8319043762936946, 3.863259332847112, 3.8949443415747753, 3.9474226372799683, 3.982408167750097, 3.9903294199320127]",359,463,429
274.63607358932495,"[4.082049997659753, 3.9919960855329766, 3.8921772913683568, 3.8284343113991026, 3.7741849667444183, 3.7459753075239823, 3.815143221958705, 3.8598989312988197]","[4.187842452643219, 4.2680100510696, 4.336772362297177, 4.3696658717545995, 4.3759470444148105, 4.368178225598234, 4.323548840907258, 4.2437118305156245]","[3.9741568633939344, 4.05468959391008, 4.063270950440488, 4.023334637356663, 3.9966004112426967, 3.9959403068942034, 4.0061719242958445, 4.0150833330005]",350,463,432
274.9693124294281,"[3.871562540399577, 3.9518515704885098, 4.013967070118124, 4.0362093014265445, 4.058180286011691, 4.000675980677726, 3.953207804104877, 3.9491391032557757]","[4.1594118816548935, 4.101724269591373, 4.062384293456366, 4.047838419927455, 4.074285462707293, 4.132964838875056, 4.202057738137381, 4.272472989538698]","[4.032576098235564, 3.967225767734758, 3.9903294199320127, 4.02828541997036, 4.048418602599396, 4.057330011304051, 4.034556411281043, 3.981087959053111]",357,463,430
275.302442073822,"[3.975178788690024, 3.9749075419667506, 3.9529365573816038, 4.0340393276403566, 4.10483472241472, 4.14525048418246, 4.142538016949725, 4.109174669987095]","[4.323548840907258, 4.354128234121445, 4.3580952905384205, 4.323548840907258, 4.2680100510696, 4.186189512469479, 4.110154264477447, 4.05924370712626]","[3.9329003416131223, 3.901215332885459, 3.8791018372109436, 3.8751412111199857, 3.8870230893928595, 3.906496167673403, 3.9335604459616156, 3.9596345677270888]",354,463,430
275.6359531879425,"[4.044346703124747, 3.8834973962236075, 3.8018521325183072, 3.7242755696621086, 3.6881997554667434, 3.6985071309511337, 3.722648089322468, 3.7768974339771524]","[4.037755484867642, 4.050813712240187, 4.084533691784479, 4.134121896996674, 4.198917151807275, 4.2734647536429415, 4.3283423674111035, 4.346524709322242]","[3.9985807242881757, 4.147764307047592, 4.17713895055553, 4.172518220116079, 4.150404724441564, 4.103207263524315, 4.054029489561587, 4.012112863432281]",353,463,432
275.968994140625,"[3.8612551649151867, 4.0438042096782, 4.243170551284165, 4.399408663889656, 4.394797469594009, 4.367401550543392, 4.293893688536295, 4.194346141094949]","[4.343714711026884, 4.314292375934316, 4.265695934826365, 4.170321286801577, 4.086682514010341, 4.036102544693902, 4.01610196859165, 4.0273419617730815]","[3.973826811219688, 3.8682101154608093, 3.7454307066411126, 3.73057835880002, 3.7668840979671345, 3.803519889308496, 3.8566582893621817, 3.9022054894081983]",358,463,428
276.30232977867126,"[4.101851008458712, 3.9271681186706284, 3.7793386544866134, 3.666228770881596, 3.582956026836656, 3.5859397407926634, 3.6778923799823535, 3.7592663969643803]","[4.072136640481431, 4.1354442491356656, 4.217430081753162, 4.288010627171852, 4.332144129810706, 4.34850823753073, 4.338590596488291, 4.308837673360974]","[3.9187080981205233, 4.032906150409811, 4.115749246145682, 4.179779367949502, 4.1583259766234795, 4.11970987223664, 4.095616063516645, 4.096276167865138]",350,463,434
276.63571429252625,"[3.8192119228078063, 3.9464266360230416, 4.0777100500873775, 4.178885077868364, 4.227166994611033, 4.268667743271867, 4.18729372628984, 4.100494774842345]","[4.250819473262706, 4.167841876540967, 4.092633098635805, 4.03725960281552, 4.005688445497089, 4.010316677983561, 4.054780768657162, 4.115608967050788]","[4.100236793956096, 4.005841872121598, 3.9150775242038116, 3.8061603067024676, 3.8365251067331454, 3.889993558961078, 3.9097966894158676, 3.90484590680217]",359,463,428
276.9690434932709,"[4.0771675566408305, 3.99226733225625, 3.905739627532028, 3.871562540399577, 3.84091166066968, 3.902484666852747, 3.9561915180608844, 3.973008814903837]","[4.191478921025446, 4.2671835809827305, 4.308341791308852, 4.319085902438161, 4.3096641434478435, 4.275448281851429, 4.198586563772527, 4.114121320894422]","[3.8573183937106745, 3.927289454650932, 3.997590567765436, 3.985048585144069, 3.9741568633939344, 3.9847185329698225, 3.993299889500231, 4.013763124303514]",352,463,432
277.3022663593292,"[3.9648714132056337, 4.010983356162116, 4.047601663804028, 4.024274445602513, 3.9374754941550183, 3.884311136393428, 3.872376280569397, 3.8938047717079973]","[4.0569295908830245, 4.0154407925221545, 3.9951096283851553, 4.02106078911287, 4.073954874672545, 4.137758365378902, 4.210157144988706, 4.268340639104348]","[4.046108237379671, 4.019043959091458, 4.051059019993368, 4.086374602637743, 4.099576689607603, 4.083074080895279, 4.032576098235564, 3.983728376447083]",356,463,431
