"F","T","x","side"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","51.85110402107239","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","51.85114002227783","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","52.15164852142334","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","52.151708364486694","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","52.152426958084106","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, 8.527946090521267, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","52.45196080207825","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","52.45200753211975","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","52.45203685760498","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","52.77680778503418","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","52.77686309814453","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","52.776899099349976","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","53.077587604522705","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","53.077651023864746","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","53.077688217163086","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, 8.162848000995242, -8.912270242787748, -8.912270242787748]","53.37795352935791","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","53.378010988235474","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","53.37805247306824","0","R"
"[-4.455632970171029, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","63.561261892318726","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","63.56130242347717","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","63.5613226890564","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","63.88619327545166","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","63.88622426986694","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","63.88624119758606","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","64.18694067001343","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","64.18700361251831","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","64.18704128265381","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","88.2579836845398","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","88.25805020332336","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","88.25808954238892","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","88.55819249153137","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","88.55824065208435","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","88.5582685470581","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","88.88330006599426","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","88.8833601474762","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","88.88339591026306","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","89.18373370170593","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","89.18379855155945","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","89.18383502960205","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","89.4842255115509","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","89.48428702354431","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","89.48432683944702","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","89.80915093421936","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","89.80921125411987","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","89.80924820899963","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","97.81655645370483","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","97.81662082672119","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","97.8166618347168","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","98.14139366149902","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","98.14145493507385","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","98.14149141311646","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","100.59394550323486","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","100.59400868415833","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","100.59405088424683","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","100.91839003562927","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","100.91851782798767","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","100.91855382919312","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","101.21914720535278","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","101.21919894218445","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","101.21922516822815","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","101.5196464061737","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","101.51970720291138","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","101.51974725723267","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","101.84442901611328","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","101.84447073936462","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","101.84449505805969","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","102.14486956596375","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","102.14493298530579","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","102.14497017860413","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","103.69624614715576","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","103.69630408287048","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","103.69634199142456","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","103.99663138389587","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","103.99669647216797","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","103.99673271179199","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, 0.41549909085975767]","113.55508470535278","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","113.55514979362488","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","113.55519270896912","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","113.8797972202301","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","113.8798303604126","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","113.87984681129456","0","R"
"[-8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748, -8.912270242787748]","114.17985725402832","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621, -5.565152718575621]","114.17989015579224","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","114.17990684509277","0","R"
