F,T,x,side
-0.9673825312250135,7.0871946811676025,0,L
-0.9255489252282455,7.0871946811676025,0,L
-0.9182144618392017,7.0871946811676025,0,L
-0.9554300723687941,7.0871946811676025,0,L
-1.027688119090484,7.0871946811676025,0,L
-0.988842627807771,7.0871946811676025,0,L
-0.9660242972640795,7.0871946811676025,0,L
-0.9603197146281566,7.0871946811676025,0,L
-0.0023608877872439427,7.0871946811676025,0,M
-0.0016997117177480203,7.0871946811676025,0,M
-0.0023608877872439427,7.0871946811676025,0,M
-0.0020302997524959815,7.0871946811676025,0,M
-0.0023608877872439427,7.0871946811676025,0,M
-0.0023608877872439427,7.0871946811676025,0,M
-0.0016997117177480203,7.0871946811676025,0,M
-0.001865005735121994,7.0871946811676025,0,M
-0.0020302997524959815,7.0871946811676025,0,M
-0.11504106433963641,7.0871946811676025,0,R
-0.11504106433963641,7.0871946811676025,0,R
-0.11471149825106629,7.0871946811676025,0,R
-0.11504106433963641,7.0871946811676025,0,R
-0.11438193216249615,7.0871946811676025,0,R
-0.11372279998535587,7.0871946811676025,0,R
-0.11471149825106629,7.0871946811676025,0,R
-0.11537063042820656,7.0871946811676025,0,R
-0.9432059667203878,7.411989688873291,0,L
-0.9024589478923671,7.411989688873291,0,L
-0.9095217644892241,7.411989688873291,0,L
-0.8883333146986533,7.411989688873291,0,L
-0.8209649102363257,7.411989688873291,0,L
-0.7913554098879639,7.411989688873291,0,L
-0.8187917358988313,7.411989688873291,0,L
-0.8546491124674894,7.411989688873291,0,L
-0.8736643879205658,7.411989688873291,0,L
-0.0020302997524959815,7.411989688873291,0,M
-0.0016997117177480203,7.411989688873291,0,M
-0.001865005735121994,7.411989688873291,0,M
-0.002195593769869969,7.411989688873291,0,M
-0.002195593769869969,7.411989688873291,0,M
-0.0016997117177480203,7.411989688873291,0,M
-0.0016997117177480203,7.411989688873291,0,M
-0.002195593769869969,7.411989688873291,0,M
-0.114052366073926,7.411989688873291,0,R
-0.11504106433963641,7.411989688873291,0,R
-0.11471149825106629,7.411989688873291,0,R
-0.11438193216249615,7.411989688873291,0,R
-0.11438193216249615,7.411989688873291,0,R
-0.11471149825106629,7.411989688873291,0,R
-0.11438193216249615,7.411989688873291,0,R
-0.11306366780821558,7.411989688873291,0,R
-0.9353282097469705,7.712110996246338,0,L
-1.035837522856088,7.712110996246338,0,L
-1.0912534684621964,7.712110996246338,0,L
-1.1007611061887346,7.712110996246338,0,L
-1.0825607711122187,7.712110996246338,0,L
-1.0621872616982082,7.712110996246338,0,L
-1.0591991469841535,7.712110996246338,0,L
-1.058384206607593,7.712110996246338,0,L
-0.001865005735121994,7.712110996246338,0,M
-0.001865005735121994,7.712110996246338,0,M
-0.0016997117177480203,7.712110996246338,0,M
-0.001865005735121994,7.712110996246338,0,M
-0.0020302997524959815,7.712110996246338,0,M
-0.0020302997524959815,7.712110996246338,0,M
-0.001865005735121994,7.712110996246338,0,M
-0.001865005735121994,7.712110996246338,0,M
-0.11372279998535587,7.712110996246338,0,R
-0.114052366073926,7.712110996246338,0,R
-0.11471149825106629,7.712110996246338,0,R
-0.114052366073926,7.712110996246338,0,R
-0.114052366073926,7.712110996246338,0,R
-0.11471149825106629,7.712110996246338,0,R
-0.114052366073926,7.712110996246338,0,R
-0.11372279998535587,7.712110996246338,0,R
-0.11372279998535587,7.712110996246338,0,R
-1.0532229175560437,8.012935400009155,0,L
-1.05267962397167,8.012935400009155,0,L
-1.0760412480997354,8.012935400009155,0,L
-1.089080294124702,8.012935400009155,0,L
-1.1121702714605803,8.012935400009155,0,L
-1.1051074548637234,8.012935400009155,0,L
-1.0869071197872076,8.012935400009155,0,L
-1.0749546609309881,8.012935400009155,0,L
-0.001865005735121994,8.012935400009155,0,M
-0.001865005735121994,8.012935400009155,0,M
-0.0020302997524959815,8.012935400009155,0,M
-0.0015344177003740328,8.012935400009155,0,M
-0.002195593769869969,8.012935400009155,0,M
-0.0016997117177480203,8.012935400009155,0,M
-0.002195593769869969,8.012935400009155,0,M
-0.001865005735121994,8.012935400009155,0,M
-0.001865005735121994,8.012935400009155,0,M
-0.114052366073926,8.012935400009155,0,R
