F,T,x,side
-0.09892773660379856,39.489784955978394,0,L
-0.09974267698035898,39.489784955978394,0,L
-0.09811279622723815,39.489784955978394,0,L
-0.09784114943505134,39.489784955978394,0,L
-0.09947103018817217,39.489784955978394,0,L
-0.1002859705647326,39.489784955978394,0,L
-0.1002859705647326,39.489784955978394,0,L
-0.09865608981161175,39.489784955978394,0,L
0.5485640721202405,39.489784955978394,0,M
0.5032735113597693,39.489784955978394,0,M
0.4072376872654853,39.489784955978394,0,M
0.43302355397582665,39.489784955978394,0,M
0.544101133651143,39.489784955978394,0,M
0.5793087593518013,39.489784955978394,0,M
0.46409882924213536,39.489784955978394,0,M
0.46690882753749313,39.489784955978394,0,M
0.5150093865933221,39.489784955978394,0,M
-0.11537063042820656,39.489784955978394,0,R
-0.114052366073926,39.489784955978394,0,R
-0.11504106433963641,39.489784955978394,0,R
-0.11504106433963641,39.489784955978394,0,R
-0.11471149825106629,39.489784955978394,0,R
-0.11438193216249615,39.489784955978394,0,R
-0.11537063042820656,39.489784955978394,0,R
-0.11504106433963641,39.489784955978394,0,R
-0.09919938339598536,39.81507706642151,0,L
-0.09919938339598536,39.81507706642151,0,L
-0.09974267698035898,39.81507706642151,0,L
-0.09974267698035898,39.81507706642151,0,L
-0.09919938339598536,39.81507706642151,0,L
-0.10001432377254578,39.81507706642151,0,L
-0.09947103018817217,39.81507706642151,0,L
-0.1002859705647326,39.81507706642151,0,L
-0.09947103018817217,39.81507706642151,0,L
0.46409882924213536,39.81507706642151,0,M
0.3974853402404203,39.81507706642151,0,M
0.5007941010991594,39.81507706642151,0,M
0.5652587678750127,39.81507706642151,0,M
0.46674353352011916,39.81507706642151,0,M
0.42327120695076165,39.81507706642151,0,M
0.5854246379946386,39.81507706642151,0,M
0.5803005234560452,39.81507706642151,0,M
-0.11504106433963641,39.81507706642151,0,R
-0.11537063042820656,39.81507706642151,0,R
-0.11372279998535587,39.81507706642151,0,R
-0.11602976260534684,39.81507706642151,0,R
-0.11602976260534684,39.81507706642151,0,R
-0.11438193216249615,39.81507706642151,0,R
-0.11438193216249615,39.81507706642151,0,R
-0.11602976260534684,39.81507706642151,0,R
-0.10001432377254578,40.115326166152954,0,L
-0.09947103018817217,40.115326166152954,0,L
-0.09947103018817217,40.115326166152954,0,L
-0.09919938339598536,40.115326166152954,0,L
-0.09947103018817217,40.115326166152954,0,L
-0.09974267698035898,40.115326166152954,0,L
-0.09865608981161175,40.115326166152954,0,L
-0.09947103018817217,40.115326166152954,0,L
0.5117035062458424,40.115326166152954,0,M
0.5288940840527365,40.115326166152954,0,M
0.5523658345198421,40.115326166152954,0,M
0.5705481764309802,40.115326166152954,0,M
0.6052599200795166,40.115326166152954,0,M
0.6164999132609474,40.115326166152954,0,M
0.6444346021971505,40.115326166152954,0,M
0.6698898808727438,40.115326166152954,0,M
-0.114052366073926,40.115326166152954,0,R
-0.11438193216249615,40.115326166152954,0,R
-0.114052366073926,40.115326166152954,0,R
-0.11537063042820656,40.115326166152954,0,R
-0.11537063042820656,40.115326166152954,0,R
-0.11471149825106629,40.115326166152954,0,R
-0.1157001965167767,40.115326166152954,0,R
-0.11504106433963641,40.115326166152954,0,R
-0.11471149825106629,40.115326166152954,0,R
-0.1005576173569194,40.41578650474548,0,L
-0.09919938339598536,40.41578650474548,0,L
-0.10001432377254578,40.41578650474548,0,L
-0.09974267698035898,40.41578650474548,0,L
-0.1002859705647326,40.41578650474548,0,L
-0.09947103018817217,40.41578650474548,0,L
