T,FL,FM,FR,xL,xM,xR
396.2849373817444,"[7.944060843626737, 7.983391618501384, 7.6684741727809405, 7.509523592942715, 7.629143397906294, 7.916936171299395, 7.835019660870821, 7.548311874370814]","[-0.002195593769869969, -0.0010385356482520841, 0.009374987446308825, 0.00656498915095112, -0.0005426535961301354, -0.004840298047853686, 0.001936756664479608, 0.014168513950154324]","[7.693184762803459, 7.661499754075796, 7.664470223644014, 7.827515997721783, 7.812663649880691, 7.701106014985376, 7.622883649688956, 7.698465597591404]",409,0,464
396.6182699203491,"[7.50518364537034, 7.833392180531181, 8.098400229169313, 7.7899927048074336, 7.595237557497116, 7.702380013190118, 7.98474785211775, 7.903645081858997]","[0.004250872907715364, -0.0015344177003740328, -0.001865005735121994, 0.01003616351580476, 0.006399695133577132, 0.0006144045254877356, -0.005336180099975635, 0.0007796985428617231]","[7.826195789024798, 7.791540310728916, 7.66678058886374, 7.6284945366511465, 7.796491093342613, 7.805402502047269, 7.687573875841269, 7.599779997491701]",412,0,465
396.9517433643341,"[7.612868594509888, 7.553465562113009, 7.806810001650385, 7.945417077243104, 7.67959528843515, 7.519559721703831, 7.633212098755395, 7.896592667053888]","[0.013011455828536453, 0.0049120489772113, -0.002195593769869969, -0.0020302997524959815, 0.008879105394186876, 0.007060871203073069, 0.001606168629731633, -0.005666768134723603]","[7.67899251931086, 7.827185945547537, 7.7209091454401655, 7.598129736620469, 7.60176031053718, 7.773057388971112, 7.763485875917963, 7.64697745840895]",411,0,466
397.2848563194275,"[7.819016104197689, 7.612597347786616, 7.706719960762492, 7.947315804306018, 8.066664362546323, 7.798130106505636, 7.632669605308848, 7.738727074108756]","[0.001936756664479608, 0.014333807967528311, 0.0044161669250893515, -0.002195593769869969, -0.002195593769869969, 0.008548517359438915, 0.0055732250467072225, -0.00021206556138217425]","[7.561493945279107, 7.670411162780451, 7.7763579107135765, 7.670081110606205, 7.561493945279107, 7.570075301809516, 7.73840191067523, 7.7146381541294815]",414,0,467
397.61805987358093,"[7.997767694834875, 7.8325784403613605, 7.571639092572329, 7.5198309684271045, 7.791891431870347, 7.933482221419074, 7.670644146567128, 7.506268632263434]","[-0.005501474117349622, 0.0029285207687235054, 0.012846161811162465, 0.0037549908555934153, -0.0016997117177480203, -0.0012038296656260716, 0.009870869498430773, 0.0049120489772113]","[7.594169110529511, 7.668760901909219, 7.780978641153028, 7.874383406464786, 7.770086919402893, 7.662159858424289, 7.672721528000177, 7.832466780335481]",413,0,469
397.95155811309814,"[7.254280426342424, 7.532037070974408, 7.5214584487667455, 7.241260583625301, 7.242616817241667, 7.4905363223135755, 7.584930182012726, 7.3120559783996635]","[-0.0005426535961301354, -0.005170886082601654, 0.003093814786097479, 0.013507337880658402, 0.0040855788903413764, -0.0016997117177480203, -0.0012038296656260716, 0.009374987446308825]","[7.801111823782064, 7.630804901870872, 7.5667747800670515, 7.669090954083465, 7.770086919402893, 7.673381632348669, 7.567764936589791, 7.571065458332256]",415,0,468
398.28454995155334,"[7.167752721618203, 7.4031948774195335, 7.79053519825398, 7.776701615367036, 7.585472675459273, 7.5485831210940875, 7.776701615367036, 7.897948900670255]","[0.005077342994585274, -0.00021206556138217425, -0.0066585322389675, 0.001606168629731633, 0.013507337880658402, 0.005077342994585274, -0.0012038296656260716, -0.0015344177003740328]","[7.735761493281258, 7.802101980304803, 7.760515406349745, 7.674371788871409, 7.756884832433033, 7.879994293426977, 7.781308693327274, 7.657539127984838]",421,0,471
398.61824440956116,"[7.629414644629567, 7.389090047809315, 7.375256464922371, 7.632398358585575, 7.575165299974883, 7.293882447940344, 7.253737932895878, 7.501657437967785]","[0.008548517359438915, 0.006234401116203159, 0.0011102865776096843, -0.005997356169471571, 0.0021020506818535817, 0.013837925915406363, 0.004250872907715364, -0.0007079476135041229]","[7.656218919287852, 7.775367754190837, 7.782958954198507, 7.678332414962367, 7.594499162703757, 7.677342258439627, 7.797151197691106, 7.706716901947566]",418,0,470
398.9514424800873,"[7.61693729535899, 7.427335835790868, 7.406721084822088, 7.657895550573277, 7.913952457343387, 7.782397796555777, 7.513049800345269, 7.495147516609223]","[-0.0015344177003740328, 0.008217929324690953, 0.006069107098829171, 0.00028381649073977444, -0.0058320621520975835, 0.0032591088034714666, 0.01400321993278035, 0.005077342994585274]","[7.589878432264306, 7.682623093227572, 7.859201006449448, 7.835107197729453, 7.719588936743179, 7.637075893181555, 7.739062015023722, 7.844348658608355]",423,0,472
399.2845227718353,"[7.730047178964007, 7.726249724838179, 7.443068145740726, 7.303104836531641, 7.6087998936607875, 7.7276059584545465, 7.602832465748772, 7.353556727060497]","[-0.0020302997524959815, -0.0005426535961301354, 0.009540281463682812, 0.005242637011959261, -0.0008732416308780966, -0.005666768134723603, 0.0032591088034714666, 0.013342043863284414]","[7.742032484591941, 7.643676936666485, 7.65258834537114, 7.827185945547537, 7.804082293350282, 7.676022049742642, 7.609351510544849, 7.729820554144821]",421,0,472
399.6179909706116,"[7.3424356114062865, 7.627515917566654, 7.996682707941781, 7.621005996208091, 7.471820298407709, 7.621005996208091, 7.849395737204313, 7.719739803479617]","[0.004746754959837313, -0.002195593769869969, -0.0008732416308780966, 0.008879105394186876, 0.0040855788903413764, -0.0008732416308780966, -0.0058320621520975835, 0.0040855788903413764]","[7.817614432494389, 7.823885423805073, 7.712327788909756, 7.731470815016053, 7.897817110836288, 7.851939858616024, 7.726520032402355, 7.676682154091135]",424,0,474
399.951265335083,"[7.464225390156053, 7.47507525908699, 7.737913333938936, 7.8027413008012845, 7.5347495382071425, 7.4219109013254, 7.627787164289927, 7.78185530310923]","[0.013342043863284414, 0.004746754959837313, -0.002195593769869969, 0.00028381649073977444, 0.01003616351580476, 0.004581460942463325, -0.0013691236830000453, -0.005170886082601654]","[7.78823978898645, 7.835437249903699, 7.740052171546462, 7.637405945355802, 7.649617875802922, 7.814313910751924, 7.781968797675767, 7.651928241022647]",424,0,473
400.2845015525818,"[7.648944408705254, 7.45527424828803, 7.539360732502791, 7.819558597644236, 7.8591606192421555, 7.575436546698156, 7.455816741734577, 7.629414644629567]","[0.004250872907715364, 0.011854397706918568, 0.003093814786097479, -0.0023608877872439427, -0.0007079476135041229, 0.01053204556792671, 0.0044161669250893515, -0.0012038296656260716]","[7.605390884453891, 7.836757458600686, 7.917290189116831, 7.816294223797403, 7.721239197614412, 7.747313319379885, 7.904088102146971, 7.846989076002327]",426,0,475
400.6179344654083,"[7.884929057953131, 7.731403412580374, 7.535020784930416, 7.570282858955961, 8.294782856819271, 8.21937626774926, 7.988545306243577, 7.829865973128626]","[-0.004509710013105725, 0.0055732250467072225, 0.009870869498430773, 0.002763226751349518, -0.004344415995731737, 0.0007796985428617231, 0.013342043863284414, 0.003920284872967403]","[7.717278571523454, 7.68658371931853, 7.8258657368505515, 7.861511371669173, 7.759525249827005, 7.666120484515247, 7.7189288323946865, 7.867122258631364]",427,0,475
400.9512412548065,"[8.156989521396373, 8.217748787409619, 7.8016563139081905, 7.625074697057193, 7.80084257373837, 8.08700786679183, 8.00292138257707, 7.713501128844328]","[-0.002195593769869969, -0.0020302997524959815, 0.007556753255195017, 0.005407931029333249, 0.0006144045254877356, -0.005336180099975635, 0.0017714626471056205, 0.013176749845910427]","[7.785929423766725, 7.790880206380423, 7.806722710744254, 7.949305250018741, 7.949305250018741, 7.841708241214383, 7.754574467213308, 7.845668867305341]",424,0,477
401.2844271659851,"[7.70807619437886, 8.030859795074232, 8.126067394943203, 7.824983532109704, 7.623447216717552, 7.840444595336289, 8.105452643974422, 7.85319319133014]","[0.004581460942463325, -0.002195593769869969, -0.0015344177003740328, 0.009209693428934851, 0.004581460942463325, -0.0008732416308780966, -0.0046750040304797055, 0.0055732250467072225]","[7.949965354367234, 7.810683336835212, 7.689884241060994, 7.707377006296059, 7.882634710820948, 7.847979232525066, 7.712327788909756, 7.6611697019015494]",425,0,476
401.61776399612427,"[7.6668466924412995, 7.9635906077024226, 8.264131977089374, 8.2812205206556, 7.988274059520305, 7.873536695575647, 8.09568776193658, 8.267386937768656]","[0.012019691724292556, 0.0040855788903413764, -0.0035179459088618276, 0.00028381649073977444, 0.011523809672170607, 0.0037549908555934153, -0.0013691236830000453, -0.003352651891487847]","[7.804082293350282, 7.952275719586959, 7.8420382933886295, 7.737081701978243, 7.785269319418232, 7.926861702169979, 7.875703615161772, 7.7476433715541315]",427,0,478
401.95107340812683,"[8.064223142036862, 7.653013109554355, 7.709974921441773, 8.002650135853795, 7.927243546783785, 7.616123555189169, 7.559161743301751, 7.8767916562549285]","[0.00573851906408121, 0.008052635307316966, 0.0017714626471056205, -0.004840298047853686, 0.0017714626471056205, 0.013507337880658402, 0.0049120489772113, -0.0015344177003740328]","[7.718268728046193, 7.838737771646165, 7.879334189078484, 7.768766710705907, 7.673381632348669, 7.762165667220978, 7.8915461195256045, 7.7846092150697395]",424,0,477
402.28400564193726,"[7.969286788891165, 7.8011138204616435, 7.432218276809789, 7.917478664745942, 8.156447027949826, 8.00617634325635, 7.7484919561466, 7.790263951530707]","[-0.0003773595787561479, 0.01168910368954458, 0.003920284872967403, -0.0010385356482520841, -0.0035179459088618276, 0.004746754959837313, 0.01168910368954458, 0.0029285207687235054]","[7.668100797560726, 7.801111823782064, 7.944024415230797, 7.892536276048344, 7.764476032440703, 7.727840241099342, 7.86646215428287, 7.909368936934915]",429,0,479
402.6175708770752,"[8.088906593854743, 8.032487275413871, 7.711331155058141, 7.654369343170722, 7.895507680160795, 8.089991580747837, 7.8618730864748905, 7.667117939164573]","[-0.0038485339436097887, -4.677154400818673e-05, 0.011854397706918568, 0.003920284872967403, -0.0015344177003740328, -0.0028567698393658983, 0.008052635307316966, 0.007060871203073069]","[7.80243203247905, 7.713317945432496, 7.765136136789196, 7.917620241291077, 7.8502895977447915, 7.714968206303729, 7.713317945432496, 7.875373562987526]",427,0,479
402.9509425163269,"[7.766665486605919, 8.108707604653704, 8.053644519829199, 7.7569006045680755, 7.706719960762492, 7.975796710249727, 8.115760019458813, 7.839902101889743]","[0.0007796985428617231, -0.005336180099975635, 0.0017714626471056205, 0.014664396002276273, 0.0035896968382194278, -0.004179121978357757, -0.0012038296656260716, 0.010201457533178748]","[7.8710828847223215, 7.774047545493851, 7.699125701939897, 7.785269319418232, 7.903427997798478, 7.8050724498730215, 7.694174919326199, 7.708367162818798]",428,0,480
403.2842733860016,"[7.66766043261112, 7.821728571430423, 8.088906593854743, 7.937822168991448, 7.667117939164573, 7.6828502491144315, 7.9679305552747985, 8.001565148960701]","[0.0055732250467072225, -0.0005426535961301354, -0.006162650186845552, 0.0040855788903413764, 0.014664396002276273, 0.002763226751349518, -0.0046750040304797055, -4.677154400818673e-05]","[7.871742989070814, 7.9139896673743655, 7.789890049857683, 7.721899301962905, 7.847979232525066, 7.921580867382035, 7.824215475979319, 7.713978049780989]",428,0,481
403.6174693107605,"[7.684748976177345, 7.649486902151801, 7.829865973128626, 8.004548862916709, 7.879775370210936, 7.651656875937988, 7.763681772649911, 8.06096818135758]","[0.012846161811162465, 0.003920284872967403, -0.0026914758219919108, -0.003352651891487847, 0.006234401116203159, 0.011027927620048658, 0.0009449925602357107, -0.005997356169471571]","[7.743682745463174, 7.909698989109161, 7.863491684714652, 7.721569249788658, 7.689884241060994, 7.849299441222052, 7.886925389086153, 7.772727336796865]",429,0,481
403.9507484436035,"[8.083752906112549, 7.895778926884068, 7.769106707115379, 7.994783980878867, 8.165669416541123, 7.868111761110179, 7.688817677026447, 7.775887875197215]","[0.0007796985428617231, 0.013011455828536453, 0.0040855788903413764, -0.00252618180461793, -0.001865005735121994, 0.009044399411560863, 0.007722047272569005, -0.00021206556138217425]","[7.6714013193031905, 7.736091545455504, 7.889565806480125, 7.796491093342613, 7.673381632348669, 7.673381632348669, 7.836097354252193, 7.838737771646165]",430,0,482
404.28393936157227,"[8.071275556841972, 7.974440476633361, 7.676882821202416, 7.643519474239786, 7.939720896054363, 8.009160057212357, 7.744423255297498, 7.629414644629567]","[-0.0058320621520975835, 0.0032591088034714666, 0.013672631898032375, 0.0024326387166015567, -0.003022063856739879, 0.00028381649073977444, 0.010366751550552722, 0.004746754959837313]","[7.7146381541294815, 7.682953145401818, 7.772397284622619, 7.880984449949716, 7.784279162895492, 7.6717313714774376, 7.690874397583734, 7.85425022383575]",429,0,483
404.6172490119934,"[7.809251222159846, 8.134476043364678, 8.052288286212832, 7.781041562939411, 7.802470054078011, 8.10843635793043, 8.15129334020763, 7.852650697883594]","[-0.0012038296656260716, -0.005666768134723603, 0.005077342994585274, 0.013672631898032375, 0.0025979327339755304, -0.004840298047853686, 0.0006144045254877356, 0.011193221637422632]","[7.8195947455398676, 7.778008171584809, 7.7146381541294815, 7.834117041206714, 7.907058571715189, 7.807382815092748, 7.705066641076334, 7.730480658493313]",431,0,484
404.9505581855774,"[7.729775932240734, 7.854278178223234, 8.071275556841972, 7.865941787323991, 7.6248034503339195, 7.690445157366088, 7.989087799690124, 7.982577878331562]","[0.0037549908555934153, -0.0008732416308780966, -0.004013827960983776, 0.006234401116203159, 0.01053204556792671, 0.001606168629731633, -0.005666768134723603, 0.0014408746123576593]","[7.896496902139302, 7.854910328184243, 7.726189980228109, 7.686253667144283, 7.836427406426439, 7.876033667336019, 7.765466188963442, 7.676022049742642]",429,0,484
405.283971786499,"[7.656539316956909, 7.619107269145177, 8.005633849809803, 8.174078064962599, 7.938635909161269, 7.734387126536381, 7.771547927624841, 8.15997323535238]","[0.013507337880658402, 0.0040855788903413764, -0.0026914758219919108, -0.002195593769869969, 0.008713811376812902, 0.006399695133577132, 0.00028381649073977444, -0.0058320621520975835]","[7.743352693288927, 7.915309876071352, 7.830816519464249, 7.7126578410840025, 7.711007580212771, 7.874713458639032, 7.861181319494927, 7.7516039976450894]",432,0,485
405.61713433265686,"[8.049304572256824, 7.710246168165047, 7.712416141951235, 7.996140214495234, 8.071546803565244, 7.775345381750668, 7.6828502491144315, 7.8453270363552114]","[0.0021020506818535817, 0.013672631898032375, 0.0037549908555934153, -0.0026914758219919108, -0.00021206556138217425, 0.010366751550552722, 0.0044161669250893515, -0.0005426535961301354]","[7.672721528000177, 7.77602785853933, 7.890886015177111, 7.790550154206176, 7.672721528000177, 7.689554188886748, 7.866132102108624, 7.834117041206714]",431,0,485
405.9502897262573,"[8.107351371037335, 7.994783980878867, 7.727334711731273, 7.746593229083686, 8.016483718740739, 8.098400229169313, 7.814404909902041, 7.6988538057875635]","[-0.0046750040304797055, 0.0037549908555934153, 0.01218498574166653, 0.0032591088034714666, -0.0038485339436097887, -0.00021206556138217425, 0.011523809672170607, 0.003424402820845454]","[7.696485284545925, 7.728830397622081, 7.880654397775469, 7.937093319571621, 7.839397875994657, 7.730150606319067, 7.770747023751386, 7.926531649995733]",432,0,487
406.2837610244751,"[7.892523966204787, 8.095145268490032, 7.9077137827080985, 7.676340327755869, 7.724079751051992, 8.02434987371567, 8.027333587671677, 7.728148451901093]","[-0.0013691236830000453, -0.003352651891487847, 0.006399695133577132, 0.01053204556792671, 0.0021020506818535817, -0.0046750040304797055, 0.0012755805949836718, 0.012515573776414504]","[7.865141945585885, 7.681302884530585, 7.658199232333331, 7.814313910751924, 7.843688554259862, 7.736091545455504, 7.650608032325661, 7.704076484553594]",431,0,486
406.6169390678406,"[7.642163240623418, 7.893066459651334, 8.101655189848595, 7.8602456061352495, 7.637280799604497, 7.72950468551746, 8.048490832087003, 8.024621120438942]","[0.0035896968382194278, -0.0013691236830000453, -0.001865005735121994, 0.007887341289942978, 0.008713811376812902, 0.0012755805949836718, -0.004840298047853686, 0.0011102865776096843]","[7.849629493396299, 7.875373562987526, 7.754904519387554, 7.741372380243448, 7.891216067351357, 7.907718676063682, 7.805732554221515, 7.716288415000714]",432,0,488
406.9502623081207,"[7.717027336246883, 7.7414395413414905, 7.98556159228757, 8.161871962415294, 7.931583494356159, 7.72950468551746, 7.820101091090783, 8.11006383827007]","[0.013672631898032375, 0.004250872907715364, -0.0015344177003740328, -0.0023608877872439427, 0.007722047272569005, 0.007060871203073069, 0.0014408746123576593, -0.005501474117349622]","[7.773387441145358, 7.910029041283408, 7.830156415115756, 7.703086328030855, 7.705066641076334, 7.868112415154103, 7.867782362979856, 7.755564623736047]",433,0,488
407.2833905220032,"[8.067749349439417, 7.768564213668833, 7.711331155058141, 7.980407904545376, 8.138273497490506, 7.8602456061352495, 7.686376456516986, 7.8182023640278695]","[0.0017714626471056205, 0.013837925915406363, 0.0037549908555934153, -0.0020302997524959815, -0.0005426535961301354, 0.009374987446308825, 0.005242637011959261, -0.0005426535961301354]","[7.6737116845229165, 7.768436658531661, 7.886925389086153, 7.793190571600148, 7.681302884530585, 7.687573875841269, 7.852599962964518, 7.834777145555207]",433,0,489
407.6170177459717,"[8.111420071886437, 8.071004310118697, 7.882759084166944, 7.979051670929009, 8.363408277807446, 8.596409213099317, 8.423625050374147, 8.26060576968682]","[-0.005501474117349622, 0.003093814786097479, 0.013342043863284414, 0.004581460942463325, -0.003022063856739879, -0.0023608877872439427, 0.007887341289942978, 0.005903813081455184]","[7.723219510659891, 7.791540310728916, 8.014655580519547, 8.199814850271832, 8.218297772029636, 8.189583232870191, 8.268465702515103, 8.401146676562195]",444,0,500
407.95008969306946,"[8.348218461304135, 8.517205169903477, 8.424710037267241, 8.145868405742162, 8.076429244584165, 8.282305507548694, 8.468380759714261, 8.286645455121068]","[0.001606168629731633, -0.005997356169471571, 0.0007796985428617231, 0.012350279759040517, 0.0040855788903413764, -0.0012038296656260716, -0.004013827960983776, 0.0049120489772113]","[8.391575163509046, 8.231499858999495, 8.142385771952942, 8.19618427635512, 8.342067337372072, 8.273086432954555, 8.125883163240617, 8.09716862408117]",442,0,499
408.2832787036896,"[8.060696934634308, 8.158888248459286, 8.539989894658445, 8.591255525357122, 8.324348749656075, 8.1781467658117, 8.294782856819271, 8.543787348784273]","[0.011193221637422632, 0.0032591088034714666, -0.0046750040304797055, -0.0007079476135041229, 0.009044399411560863, 0.0044161669250893515, 0.00044911050811376196, -0.006162650186845552]","[8.234140276393468, 8.382993806978638, 8.343057493894811, 8.218957876378129, 8.24140142422689, 8.398506259168222, 8.361210363478369, 8.241731476401137]",445,0,502
408.6168131828308,"[8.473263200733182, 8.353914642492876, 8.380496821373672, 8.583389370382193, 8.742339950220417, 8.504456573909627, 8.302106518347653, 8.363137031084174]","[0.001606168629731633, 0.01400321993278035, 0.0040855788903413764, -0.0015344177003740328, -0.003022063856739879, 0.005903813081455184, 0.007556753255195017, 0.0025979327339755304]","[8.162849006756224, 8.302461076462492, 8.429201111373148, 8.338766815629606, 8.208396206802242, 8.190243337218684, 8.34503780694029, 8.3628606243496]",448,0,504
408.9501049518585,"[8.638994948653243, 8.628687573168854, 8.3240775029328, 8.223987462044908, 8.406536506807921, 8.619736431300831, 8.474348187626276, 8.232938603912931]","[-0.005501474117349622, 0.00028381649073977444, 0.010366751550552722, 0.0037549908555934153, -0.0003773595787561479, -0.0046750040304797055, 0.003093814786097479, 0.01218498574166653]","[8.262854815552913, 8.311372485167148, 8.430191267895887, 8.556601250632294, 8.498512067964912, 8.35559947651618, 8.301800972114, 8.418309389623014]",448,0,507
409.283490896225,"[8.22019000791908, 8.560875892350499, 8.792520594026001, 8.53483620691625, 8.3455059940714, 8.402739052682094, 8.662864660301304, 8.66720460787368]","[0.003920284872967403, -0.0031873578741138595, -0.0028567698393658983, 0.006895577185699081, 0.006895577185699081, 0.0017714626471056205, -0.005170886082601654, -0.0007079476135041229]","[8.502802746230117, 8.407087615698632, 8.282327893833456, 8.28298799818195, 8.435802154858077, 8.438772624426296, 8.328865250402211, 8.237770850310179]",451,0,508
409.616646528244,"[8.379954327927125, 8.264131977089374, 8.420098842971592, 8.59749419999241, 8.475704421242643, 8.253010861435165, 8.253282108158437, 8.49523418531833]","[0.01053204556792671, 0.0035896968382194278, -0.00021206556138217425, -0.005170886082601654, 0.003920284872967403, 0.01168910368954458, 0.0037549908555934153, -0.0038485339436097887]","[8.284638259053182, 8.575744276738591, 8.583995581094754, 8.438112520077803, 8.3912451113348, 8.519965459290933, 8.586635998488726, 8.472107894025191]",451,0,511
409.9500811100006,"[8.596951706545862, 8.450749722701488, 8.432847438965442, 8.617837704237918, 8.830223888561006, 8.748307378132433, 8.470008240053902, 8.408163987147562]","[-0.002195593769869969, 0.008217929324690953, 0.004581460942463325, -0.0003773595787561479, -0.005501474117349622, 0.0012755805949836718, 0.012019691724292556, 0.003920284872967403]","[8.35559947651618, 8.364180833046587, 8.513694467980251, 8.479369041858615, 8.34602796346303, 8.279687476439484, 8.361540415652616, 8.48266956360108]",455,0,511
410.2833037376404,"[8.61485399028191, 8.681851930930444, 8.455632163720411, 8.19170910197537, 7.771547927624841, 8.486554290173581, 8.563588359583232, 8.274710599297038]","[-0.0016997117177480203, -0.0026914758219919108, 0.005077342994585274, 0.008713811376812902, 0.0032591088034714666, -0.005501474117349622, -0.0008732416308780966, 0.009540281463682812]","[8.39223526785754, 8.3628606243496, 8.456595441835606, 8.587626155011465, 8.614360381125431, 8.509403789715046, 8.40246688525918, 8.420619754842738]",454,0,514
410.6162917613983,"[8.166754403434215, 8.379140587757306, 8.722538939421458, 8.75997098723319, 8.433661179135264, 8.010245044105451, 8.185741674063355, 8.298309064221826]","[0.0037549908555934153, 0.00028381649073977444, -0.005666768134723603, 0.001936756664479608, 0.012680867793788478, 0.004746754959837313, -0.0016997117177480203, -0.0031873578741138595]","[8.57772458978407, 8.61072980720872, 8.463526537494783, 8.385304172198364, 8.48729029404053, 8.592246885450917, 8.499502224487651, 8.369131615660285]",459,0,515
410.949923992157,"[8.083752906112549, 7.987189072627211, 8.035742236093153, 8.265488210705742, 8.27172688534103, 8.01729745891056, 7.900390121179716, 8.022722393376029]","[0.006069107098829171, 0.008217929324690953, 0.002763226751349518, -0.005336180099975635, -0.0013691236830000453, 0.009540281463682812, 0.004581460942463325, 0.0001185224733658008]","[8.357909841735903, 8.672449563792815, 8.688622120330894, 8.530857181041068, 8.300150711242766, 8.337776659106867, 8.486960241866283, 8.468807372282727]",460,0,517
411.283105134964,"[8.245958446630056, 8.27877930014614, 8.154277054163638, 8.22886990306383, 8.564130853029779, 8.712502810660341, 8.499302886167431, 8.27254062551085]","[-0.005336180099975635, 0.0009449925602357107, 0.01168910368954458, 0.0040855788903413764, -0.0007079476135041229, -0.004013827960983776, 0.003093814786097479, 0.011193221637422632]","[8.341077180849332, 8.375732659145214, 8.42986121572164, 8.554620937586815, 8.482999615775325, 8.346358015637277, 8.30642170255345, 8.43547210268383]",467,0,519
411.6163372993469,"[8.247585926969695, 8.392702923920977, 8.340894799775752, 8.109792591546798, 7.971185515954079, 8.032758522137145, 8.31214264710877, 8.238906031824946]","[0.004581460942463325, -0.0031873578741138595, -0.0023608877872439427, 0.006399695133577132, 0.006399695133577132, 0.0024326387166015567, -0.006493238221593513, 0.0006144045254877356]","[8.509073737540799, 8.485309980995051, 8.384314015675624, 8.39223526785754, 8.5466996854049, 8.542739059313941, 8.433161737464106, 8.343057493894811]",464,0,521
411.94976329803467,"[7.938907155884542, 7.9668455683817045, 8.252197121265343, 8.55626469805485, 8.299122804391645, 8.118472486691546, 8.091347814364203, 8.328146203781902]","[0.01086263360267467, 0.0044161669250893515, 0.0001185224733658008, -0.005170886082601654, 0.0014408746123576593, 0.01053204556792671, 0.0037549908555934153, -0.003022063856739879]","[8.388604693940827, 8.528546815821343, 8.459565911403825, 8.318303580826324, 8.185292554604986, 8.274736693825787, 8.352298954773714, 8.278697319916745]",470,0,522
412.283047914505,"[8.392702923920977, 8.231582370296564, 8.062866908420496, 8.134747290087953, 8.35337214904633, 8.30970142659931, 8.672900789062421, 8.674799516125335]","[-0.0008732416308780966, 0.008217929324690953, 0.0044161669250893515, 0.001936756664479608, -0.0058320621520975835, -0.00021206556138217425, 0.010366751550552722, 0.0040855788903413764]","[8.151297180657597, 8.244371893795108, 8.551650468018597, 8.53448775495778, 8.434811998335338, 8.330515511273445, 8.390585006986306, 8.522935928859152]",472,0,526
412.61602306365967,"[8.814762825334421, 8.988631974952686, 8.502015353400166, 8.278236806699592, 8.285289221504701, 8.47299195400991, 8.602647887734605, 8.362594537637627]","[-0.0015344177003740328, -0.005170886082601654, 0.0024326387166015567, 0.011523809672170607, 0.0029285207687235054, -0.0026914758219919108, -0.0023608877872439427, 0.00656498915095112]","[8.457915650532593, 8.347678224334263, 8.296520137326056, 8.417979337448767, 8.482999615775325, 8.398506259168222, 8.291569354712358, 8.298500450371534]",472,0,527
412.9496018886566,"[8.223987462044908, 8.310515166769129, 8.755359792937542, 8.483028082771026, 8.267658184491928, 8.209611385711417, 8.362323290914354, 8.55545095788503]","[0.006069107098829171, 0.0007796985428617231, -0.006327944204219532, -0.0003773595787561479, 0.010697339585300697, 0.004746754959837313, -0.0005426535961301354, -0.004179121978357757]","[8.448344137479443, 8.498842120139159, 8.48927060708601, 8.401146676562195, 8.463196485320536, 8.59389714632215, 8.519965459290933, 8.39322542438028]",472,0,530
413.28290724754333,"[8.686734371949367, 8.331943657907729, 8.45481842355059, 8.787638153007078, 8.862773495353817, 8.608344068923348, 8.443697307896379, 8.529953765897329]","[0.003093814786097479, 0.008879105394186876, 0.0037549908555934153, -0.004013827960983776, -0.002195593769869969, 0.007060871203073069, 0.005077342994585274, 0.0011102865776096843]","[8.36484093739508, 8.483989772298065, 8.52227582451066, 8.419299546145753, 8.318963685174817, 8.333155928667416, 8.478048833161628, 8.464516694017522]",477,0,530
413.61612033843994,"[8.773804570120134, 8.662322166854757, 8.363408277807446, 8.297495324052004, 8.44776600874548, 8.650929804477274, 8.514763949394016, 8.288544182183982]","[-0.006162650186845552, -0.00021206556138217425, 0.011854397706918568, 0.004581460942463325, -0.0003773595787561479, -0.0046750040304797055, 0.0012755805949836718, 0.011854397706918568]","[8.369791720008777, 8.416329076577533, 8.53910848539723, 8.671459407270076, 8.608749494163241, 8.485970085343544, 8.439762780949035, 8.559571720200513]",475,0,533
413.9495847225189,"[8.273083118957397, 8.59830794016223, 8.841345004215217, 8.632485027294681, 8.50716904114236, 8.572810748174529, 8.808524150699132, 8.753461065874628]","[0.0035896968382194278, -0.0016997117177480203, -0.0012038296656260716, 0.006895577185699081, 0.005903813081455184, 0.0012755805949836718, -0.006162650186845552, -0.0003773595787561479]","[8.627562468095292, 8.518315198419701, 8.404117146130414, 8.416989180926027, 8.55891161585202, 8.552640624541336, 8.452304763570401, 8.369461667834532]",479,0,533
414.2825081348419,"[8.477060654859011, 8.387549236178781, 8.558977165287585, 8.7323038214593, 8.556807191501397, 8.359068330235072, 8.390804196858062, 8.609700302539714]","[0.011027927620048658, 0.0037549908555934153, -0.0003773595787561479, -0.004013827960983776, 0.002763226751349518, 0.009540281463682812, 0.003424402820845454, -0.0035179459088618276]","[8.423590224410956, 8.686641807285415, 8.709085355134176, 8.57409401586736, 8.528546815821343, 8.666178572482131, 8.718986920361571, 8.619971268087623]",478,0,536
414.6158239841461,"[8.65526975204965, 8.50391408046308, 8.503642833739805, 8.643606142948892, 8.90101928333537, 8.792791840749274, 8.530225012620601, 8.49767540582779]","[-0.0012038296656260716, 0.008217929324690953, 0.0044161669250893515, 0.0007796985428617231, -0.006327944204219532, -0.0005426535961301354, 0.01218498574166653, 0.0037549908555934153]","[8.496531754919433, 8.458905807055332, 8.610399755034473, 8.589276415882699, 8.478048833161628, 8.39784615481973, 8.479699094032862, 8.597857772413107]",482,0,535
