"F","T","x","side"
"[0.6330389629250422, 0.6954257092779293, -2.4720680936229806, 0.7803259336625105, 0.33141260664499683, 8.042685702585116, 1.793161198365469, 0.9840322228408506]","5.234791994094849","0","L"
"[-5.565152718575621, -5.565152718575621, 0.31897068198777856, 5.107207777277311, 5.258947685226627, 0.8338615461077348, -5.553929279139671, -5.565152718575621, -5.565152718575621]","5.234851121902466","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, 9.911795478088411, 10.616126817930434, 10.616126817930434, -10.996983742837076]","5.234892129898071","0","R"
"[-3.175904932178992, 1.4155857595688652, 1.3260743408886357, 3.3946018525717534, 6.58147960431119, 1.3770687248640394, 0.47842833065919166, -3.294342933572439, 0.7182104340328969]","40.11483335494995","0","L"
"[1.261807757088976, 5.258947685226627, 5.258947685226627, -5.46414176365207, -5.565152718575621, -5.565152718575621, -5.464967016551772, 4.3633846990943885]","40.11490225791931","0","M"
"[-10.996983742837076, -8.872930302002525, 10.616126817930434, 10.616126817930434, -8.442516990329922, -10.996983742837076, -10.996983742837076, -10.996983742837076]","40.11494207382202","0","R"
"[0.16351088493874855, 6.708151824079878, 2.7031939549478, 0.7277040693474666, 0.6829483600073519, -1.3034435936353468, 0.8492226013739598, 0.407361689161555]","40.41496181488037","0","L"
"[5.258947685226627, 5.258947685226627, -5.496161576160516, -5.565152718575621, -5.565152718575621, -5.250896414369018, 5.132993643987652, 5.258947685226627, 1.3538765247662845]","40.41500949859619","0","M"
"[2.4638381140419656, 10.616126817930434, 10.616126817930434, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, 6.137318813405474]","40.415037870407104","0","R"
"[8.875413143034521, 1.526796916110968, 0.5687534895092412, -0.7634097707679789, 0.11143151407025148, 0.9105243608337531, 1.1098907024397184, 8.774238115253535]","40.740137577056885","0","L"
"[-5.559540998857646, -5.565152718575621, -5.565152718575621, -1.3717126340288035, 5.258947685226627, 5.258947685226627, -5.523559972430629, -5.565152718575621]","40.74021077156067","0","M"
"[10.616126817930434, 10.616126817930434, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, 10.422716243821988, 10.616126817930434, 1.8291477829659522]","40.740254163742065","0","R"
"[1.2672138019383032, 0.521014066213119, -2.6633074353224915, 1.4831261936639475, 0.4613397870929661, 3.7306765427075232, 5.986635540172576, 1.4003959430655537, 0.4830395249548398]","41.04020571708679","0","L"
"[-5.565152718575621, -5.565152718575621, 1.08973668500266, 5.258947685226627, 5.258947685226627, -5.44169488478017, -5.565152718575621, -5.565152718575621]","41.04024291038513","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -9.173494574778493, 10.616126817930434, 10.616126817930434, -9.140867532010049, -10.996983742837076]","41.040261030197144","0","R"
"[0.9170342821923153, 0.8239966561095314, 8.87622688320434, 1.824897064988459, 0.21830272303997983, -0.6775693844369486, -0.139471704957664, 1.0144118558474737]","48.146730184555054","0","L"
"[5.258947685226627, 1.0652731704313105, -5.565152718575621, -5.565152718575621, -5.565152718575621, 1.6357028243889251, 5.258947685226627, 5.258947685226627]","48.146791219711304","0","M"
"[-10.996983742837076, 9.517713182038094, 10.616126817930434, 8.250312832931545, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.648961953307007, 10.602264626612081]","48.146830320358276","0","R"
"[0.9145930616828545, 8.73734856088835, 1.1505777109307318, 0.6352089367112297, -3.1737317578414976, 1.4261643817765286, 0.5052817562632604, 4.206443295329105, 5.871626929504644]","48.44707655906677","0","L"
"[-5.4271704337454105, -5.565152718575621, -5.565152718575621, -5.528181388668962, 3.6547692466121244, 5.258947685226627, 5.258947685226627, -5.466782572931117]","48.4471390247345","0","M"
"[10.616126817930434, -1.5483239835311735, -10.996983742837076, -10.996983742837076, -10.996983742837076, -0.27422148511901384, 10.616126817930434, 10.616126817930434]","48.447176456451416","0","R"
"[0.6224603407173788, -0.04073789768613835, -3.6053785106263305, 0.6604348819756579, 0.24108744779494728, 7.903807380269123, 2.473719227058485, 0.9821334957779365]","48.74698781967163","0","L"
"[-5.565152718575621, -5.565152718575621, -5.37848051266298, 4.967864920631043, 5.258947685226627, 3.16070542868129, -5.547987458261814, -5.565152718575621, -5.565152718575621]","48.74702429771423","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, 5.657753004225314, 10.616126817930434, 10.616126817930434, -10.996983742837076]","48.747045040130615","0","R"
"[0.574449670697983, -0.9212365570285125, 0.6061855373209735, 0.264685912719735, 8.87622688320434, 1.6485866948607346, 0.4244502327277806, -1.7728492505341453]","49.07225561141968","0","L"
"[-2.779263979760895, 5.254154158722781, 5.258947685226627, -0.004840298047853686, -5.565152718575621, -5.565152718575621, -5.565152718575621, 1.3644553418782195]","49.07231903076172","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, 9.752380277927353, 10.616126817930434, 5.085112481907642, -10.996983742837076, -10.996983742837076, -10.996983742837076]","49.07235908508301","0","R"
"[1.171463708622785, 0.8741772999151146, -2.5030358279322766, 1.0195655435896689, 0.5242690268924, 4.429950595306406, 5.861590800743528, 1.0808673030494624]","59.25606608390808","0","L"
"[-5.565152718575621, -5.565152718575621, 3.471292887327004, 5.258947685226627, 5.258947685226627, -5.461831055532904, -5.565152718575621, -5.565152718575621]","59.2561309337616","0","M"
"[-0.8733726341395276, -10.996983742837076, -10.996983742837076, -10.996983742837076, -4.005239173821564, 10.616126817930434, 10.616126817930434, -10.153294556097517, -10.996983742837076]","59.25617027282715","0","R"
"[0.6249015612268396, -3.0639864537980284, 0.7268903291776463, -0.25298544824897273, 7.487172413321146, 2.1661254428664245, 0.6145941857424495, 0.6731834779695087, -0.8747849555645688]","59.556578397750854","0","L"
"[-5.455559133495167, 4.804885019500296, 5.258947685226627, 5.258947685226627, -5.495006222100932, -5.565152718575621, -5.565152718575621, -5.340353828696738]","59.55662655830383","0","M"
"[-10.996983742837076, -10.996983742837076, 3.319993454037378, 10.616126817930434, 10.616126817930434, -10.996983742837076, -10.996983742837076, -10.996983742837076]","59.556652545928955","0","R"
"[0.40302174158918025, 0.5625148148739525, 8.87622688320434, 1.5861999485078475, 0.3978680538469853, -0.9114572725097875, 0.7510312875489809, 0.7968719837821893]","59.85722637176514","0","L"
"[5.200764191110985, 5.258947685226627, -1.1381660634130777, -5.556735138998658, -5.565152718575621, -5.565152718575621, -0.4505653473811951, 5.258947685226627, 5.258947685226627]","59.85729908943176","0","M"
"[-10.996983742837076, 9.323312451406906, 10.616126817930434, 10.237226921895456, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.777822293937932]","59.85734009742737","0","R"
"[1.4088045914870295, 8.73734856088835, 1.1654962807107698, 0.553834919729203, -2.7613719273019277, 0.4800558109988322, 1.306273330089676, 3.462142286666835]","60.181832790374756","0","L"
"[-5.525375528809974, -5.565152718575621, -5.565152718575621, -5.541880586804019, 1.6520669321089494, 5.258947685226627, 5.258947685226627, -5.49401591862129]","60.18187117576599","0","M"
"[10.60325478313482, 10.616126817930434, -0.24060574408485957, -10.996983742837076, -10.996983742837076, -10.996983742837076, -8.913466930896652, 10.616126817930434, 10.616126817930434]","60.18188834190369","0","R"
"[0.28719939075142903, 0.15862844391982694, -0.6878919625400471, 0.8253528897258986, 0.5400013368422585, 8.87622688320434, 1.4611552090788003, 0.7496750539326138]","67.26366448402405","0","L"
"[-5.565152718575621, -5.565152718575621, -2.4433860495820947, 5.200103015041489, 5.258947685226627, -0.6714030233415069, -5.565152718575621, -5.565152718575621, -5.565152718575621]","67.26372981071472","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, 9.291297390504997, 10.616126817930434, 5.3775387082900385, -10.996983742837076]","67.2637734413147","0","R"
"[-1.258621872924524, 0.6503987532145413, 1.4112458119964906, 1.2088957564345173, 8.320713593940372, 1.2232718327680088, -0.4004896564064077, -3.9123393857974196]","67.58798241615295","0","L"
"[-2.8683912929287336, 5.258947685226627, 5.258947685226627, -5.496161576160516, -5.565152718575621, -5.565152718575621, -5.52389007359051, 3.659066891063848]","67.58801555633545","0","M"
"[-10.996983742837076, -10.996983742837076, -8.805369253845647, 10.608205565748518, 10.616126817930434, -3.5728484656175405, -10.996983742837076, -10.996983742837076, -10.996983742837076]","67.5880331993103","0","R"
"[0.9631462251487971, 0.9821334957779365, 4.128595485749633, 5.589801584023559, 1.350757792706517, -0.1259093687939929, -3.3532902874769754, 0.28638565058160875, 0.40220800141936]","67.88861322402954","0","L"
"[5.258947685226627, 5.258947685226627, -5.466947623511057, -5.565152718575621, -5.565152718575621, -5.433607406363088, 4.703890374884793, 5.258947685226627]","67.88864946365356","0","M"
"[-3.410372383952462, 10.616126817930434, 10.616126817930434, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, 0.8739767906965908]","67.88866662979126","0","R"
"[6.713305511822073, 2.8409872903706987, 0.31296782946240415, 0.7404526653413175, -1.3143094653228191, 1.0233629977154965, 0.21043656806505057, 8.87622688320434]","68.18920135498047","0","L"
"[5.258947685226627, -5.4867536931039105, -5.565152718575621, -5.565152718575621, -5.257828538726517, 5.173490678244278, 5.258947685226627, -0.5646152981200407, -5.558385644798062]","68.1893310546875","0","M"
"[10.616126817930434, 10.616126817930434, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, 9.614418469092318, 10.616126817930434]","68.18937349319458","0","R"
"[1.4806849731544864, 0.8538337956696079, -0.7226627519399582, -0.08359487996333904, 0.6522974802774553, 1.3681175829960162, 8.87622688320434, 1.38032368554332]","68.51430368423462","0","L"
"[-5.565152718575621, -5.565152718575621, -1.2263030731012738, 5.258947685226627, 5.258947685226627, -5.521909466631224, -5.565152718575621, -5.565152718575621]","68.51436233520508","0","M"
"[8.757272972574166, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, 10.597973948346876, 10.616126817930434, 0.13928065082388913, -10.996983742837076]","68.5143985748291","0","R"
"[0.480598304445379, -2.473154680791728, 0.8286078504051796, 0.07345697281197239, 2.9237175409690925, 7.140519100977713, 0.5465112582008206, -0.07518623154186296, -4.007415763062801]","68.81475639343262","0","L"
"[-5.565152718575621, 3.7998973938664813, 5.258947685226627, 5.258947685226627, -5.461335903793082, -5.565152718575621, -5.565152718575621, -5.476850658307484]","68.81482028961182","0","M"
"[-10.996983742837076, -10.996983742837076, -4.480803039628275, 10.616126817930434, 10.616126817930434, -9.30960536935796, -10.996983742837076, -10.996983742837076]","68.81485724449158","0","R"
"[1.0930734055967664, 0.32788639924244234, 5.960324608015053, 4.101470813422291, 0.8451539005248584, 0.4076329358848284, -2.868129116631342, 1.0057319607027244]","69.11499667167664","0","L"
"[4.791000322040881, 5.258947685226627, 5.258947685226627, -5.4951712726808735, -5.565152718575621, -5.565152718575621, -5.315266140545791, 5.011171953183027, 5.258947685226627]","69.11506271362305","0","M"
"[-10.996983742837076, -0.24554923541341167, 10.616126817930434, 10.616126817930434, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","69.11510562896729","0","R"
"[0.2774345087135858, 8.320713593940372, 1.8333057134099353, 1.3537415066625251, 0.22833885180109642, -0.31818067837380587, 0.372642108582557, 0.398953040740079]","69.4401330947876","0","L"
"[3.720390971509596, -5.551288469860624, -5.565152718575621, -5.565152718575621, -1.1620983975044417, 5.204235365475839, 5.258947685226627, -5.121166658535831]","69.44019436836243","0","M"
"[9.26357300786829, 10.616126817930434, 10.616126817930434, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, 10.354395443752962, 10.616126817930434]","69.44023251533508","0","R"
"[8.87622688320434, 1.4001246963422802, 1.4893648682992362, -2.3351581103608314, 0.41034540311756273, 0.6815921263909849, 1.8506655036994344, 7.654531641580848, 1.02282050426895]","69.74042510986328","0","L"
"[-5.565152718575621, -5.565152718575621, -5.565152718575621, 1.2841224494344639, 5.258947685226627, 5.258947685226627, -5.476850658307484, -5.565152718575621]","69.74049210548401","0","M"
"[3.688001628322222, -10.996983742837076, -10.996983742837076, -10.996983742837076, -6.211025004621508, 10.574540243975376, 10.616126817930434, -5.76644035114039]","69.7405297756195","0","R"
"[0.5218278063829391, -3.8756670688522012, 0.8391864726128432, 0.5408150770120788, 4.816205929247759, 4.987633858356562, 0.8313203176379138, 0.36396221343780755]","70.04103636741638","0","L"
"[-5.565152718575621, -5.502763599358134, 3.4428623163386787, 5.258947685226627, 5.258947685226627, -5.488239148323374, -5.565152718575621, -5.565152718575621, -5.447306604498145]","70.04110336303711","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -7.435363023659576, 10.616126817930434, 10.616126817930434, -10.996983742837076, -10.996983742837076]","70.04188299179077","0","R"
"[-2.7323057205379397, 0.8443401603550381, 1.0450627355773707, 7.8766827079417805, 2.9592508617179107, 0.9981370524510685, 0.13286000520885183, -1.627518216714205]","70.36585998535156","0","L"
"[4.887862616222035, 5.258947685226627, 3.1960783483993223, -5.498637334859622, -5.565152718575621, -5.565152718575621, -3.8326167809407976, 5.258947685226627]","70.36590623855591","0","M"
"[-10.996983742837076, -10.996983742837076, 3.2645446887639666, 10.616126817930434, 10.616126817930434, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","70.3659336566925","0","R"
"[0.9235442035508773, 0.5942506814969429, 8.87622688320434, 1.9209184050272508, 1.1904509792519247, -0.9663299245315221, 0.2733658078644845, 1.3865623601786088, 1.024990478055137]","70.66639852523804","0","L"
"[5.258947685226627, -2.8286141031630874, -5.565152718575621, -5.565152718575621, -5.565152718575621, -2.1925091680726227, 5.258947685226627, 5.258947685226627]","70.6664662361145","0","M"
"[9.068842225062857, 10.616126817930434, 6.391458987575277, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, 10.471894017784715]","70.66650295257568","0","R"
"[8.875413143034521, 1.4671226369908155, 0.6023880831951456, -3.047959293059007, 1.0917171719803993, 1.0610662922505023, 3.558977366875447, 6.205260399130953]","70.96686291694641","0","L"
"[-5.395645772976787, -5.565152718575621, -5.565152718575621, -5.5286765404087825, 2.2388606937865885, 5.258947685226627, 5.258947685226627, -5.517122999812952, -5.565152718575621]","70.96692657470703","0","M"
"[10.616126817930434, -2.619743337472697, -10.996983742837076, -10.996983742837076, -10.996983742837076, -8.437903065089941, 10.616126817930434, 10.616126817930434]","70.9670021533966","0","R"
"[1.4587139885693392, 0.5682109960626943, -3.583918414043573, 1.1473227502514507, 0.7754434926435889, 6.991333403177331, 3.349303649785092, 0.9626037317022501]","71.29173636436462","0","L"
"[-5.565152718575621, -5.478501164106889, 4.6220698362846715, 5.258947685226627, 5.258947685226627, -5.515472494013547, -5.565152718575621, -5.565152718575621]","71.29179954528809","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, 0.9248048255305513, 10.616126817930434, 10.616126817930434, -10.996983742837076, -10.996983742837076]","71.29183602333069","0","R"
"[8.87622688320434, 0.862242444091084, -0.31111786177694895, -1.8326115448152427, 0.43231638770270986, 1.4009384365121003, 2.3351121514657662, 7.693319923008947]","126.51496267318726","0","L"
"[-3.452505295337959, -5.565152718575621, -5.565152718575621, -5.565152718575621, 0.5579858311105576, 5.258947685226627, 5.258947685226627, -5.506724813276704, -5.565152718575621]","126.51502704620361","0","M"
"[10.616126817930434, 5.23132559509884, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.600845304375767, 10.616126817930434, 10.616126817930434]","126.5150694847107","0","R"
"[1.085207250621837, 0.1814131686747944, -3.843884394166345, 0.8584449899652561, 1.1343029075343263, 5.601736439847589, 4.432120569092593, 0.9522963562178602]","126.8399589061737","0","L"
"[-5.565152718575621, -5.563832313936097, 4.233298307421064, 5.258947685226627, 5.258947685226627, -5.50160824529855, -5.565152718575621, -5.565152718575621]","126.84002208709717","0","M"
"[-3.2874442329158, -10.996983742837076, -10.996983742837076, -10.996983742837076, -6.121712594619, 10.616126817930434, 10.616126817930434, -10.996983742837076, -10.996983742837076]","126.84005832672119","0","R"
"[0.3588085256956125, -2.8705739377610233, 0.41658407775285144, 0.6032018233649659, 8.448199553878881, 1.7568141374468302, 1.3182081859137065, 0.21667524270033928, -0.2809650678442136]","127.14005827903748","0","L"
"[-5.4271704337454105, 4.86356439566806, 5.258947685226627, 4.412642316271835, -5.5248803770701524, -5.565152718575621, -5.565152718575621, -5.2269640802776545]","127.14011740684509","0","M"
"[-10.996983742837076, -10.996983742837076, 3.8926339763550497, 10.616126817930434, 10.616126817930434, -10.996983742837076, -10.996983742837076, -10.996983742837076]","127.14014387130737","0","R"
"[0.9249004371672446, 0.3387362681733792, 8.87622688320434, 1.4321318096885438, 0.7385539382784034, -1.3490802547227299, 0.849493848097233, 0.9097106206639328]","127.440842628479","0","L"
"[5.239938873228619, 5.258947685226627, -3.2442114634531207, -5.565152718575621, -5.565152718575621, -5.565152718575621, 0.1764872390114054, 5.258947685226627, 5.258947685226627]","127.4409065246582","0","M"
"[-10.996983742837076, 9.212414920860084, 10.616126817930434, 6.391458987575277, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076]","127.44094753265381","0","R"
"[1.811334728824788, 8.193770127448412, 1.8110634821015146, 0.16730833906457643, -2.9968896961278877, 1.4305043293489033, 1.141626569062709, 4.846314315531108]","127.76567459106445","0","L"
"[-5.519928859671939, -5.565152718575621, -5.565152718575621, -5.5501331158010405, 3.743697427959327, 5.258947685226627, 5.258947685226627, -5.44565609869874]","127.76573729515076","0","M"
"[10.616126817930434, 10.616126817930434, -2.0542079294863376, -10.996983742837076, -10.996983742837076, -10.996983742837076, -3.290410327712931, 10.616126817930434, 10.616126817930434]","127.7657744884491","0","R"
"[5.17533659086177, 1.361607661637454, 0.7117005126743347, -3.0846316100042257, 0.8676673785565524, 0.5145041448545568, 8.063029206830622, 1.410974565273217, 0.5798746051634516]","128.0660843849182","0","L"
"[-5.565152718575621, -5.565152718575621, -5.418587803588508, 4.517108135252192, 5.258947685226627, 2.8046621152577313, -5.546171901882469, -5.565152718575621]","128.06615018844604","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, 4.7237053511077285, 10.616126817930434, 10.616126817930434, -10.996983742837076]","128.06618928909302","0","R"
"[0.6208328603777382, -1.1744113673466146, 0.8695661056194665, 0.8299640840215468, 8.87622688320434, 1.3529277664927046, 0.10654907305132988, -1.2004894593965476]","128.3665895462036","0","L"
"[-5.565152718575621, -4.514110625514884, 5.103736602912457, 5.258947685226627, -0.6484609927297854, -5.552278773340266, -5.565152718575621, -5.565152718575621, -0.887124131323665]","128.3666489124298","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, 9.736867825737766, 10.616126817930434, 8.679050607277745, -10.996983742837076, -10.996983742837076]","128.36668944358826","0","R"
"[0.5617010747041322, 0.7993132042916501, 1.3282443146748233, 8.65027836271758, 1.5219144750920468, 0.38674693819277495, -3.0745806786933136, 1.1793298635977143]","128.69118809700012","0","L"
"[5.258947685226627, 5.258947685226627, -5.28522693499663, -5.565152718575621, -5.565152718575621, -5.564327465675919, 2.614243407242903, 5.258947685226627]","128.69123220443726","0","M"
"[-10.996983742837076, -10.996983742837076, 10.355385600275701, 10.616126817930434, -0.026058220425698733, -10.996983742837076, -10.996983742837076, -10.996983742837076, -7.578724272187587]","128.69125747680664","0","R"
"[0.37996577011093935, 4.224074332341878, 5.878136850863206, 1.097413353169141, 0.6832196067306253, -3.325853961466108, 1.0621512791435963, 0.27228082097139084, 7.239795401695786]","128.9920003414154","0","L"
"[5.258947685226627, -5.517783202132714, -5.565152718575621, -5.565152718575621, -5.435092861582552, 4.867531452085036, 5.258947685226627, 5.258947685226627]","128.9920675754547","0","M"
"[10.616126817930434, 10.616126817930434, -7.79788572108673, -10.996983742837076, -10.996983742837076, -10.996983742837076, 0.5062986685859935, 10.616126817930434]","128.99210453033447","0","R"
"[3.128508817040526, 0.3297851263053563, 0.9994932860674356, -1.1385539907779563, 0.5850282929056465, 0.4477774509292949, 8.738976041227989, 1.764409045698486]","129.2923879623413","0","L"
"[-5.515967645753369, -5.565152718575621, -5.565152718575621, -5.116710292877439, 5.193821842381277, 5.258947685226627, 0.9439473616788072, -5.5631721116163355, -5.565152718575621]","129.29971885681152","0","M"
"[10.616126817930434, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, 9.44741206892359, 10.616126817930434, 7.4103300494742115]","129.29981017112732","0","R"
"[0.6525687270007287, -0.5479938645638427, -0.00547582366059346, 1.1603425929685751, 0.8603437170281699, 8.87622688320434, 1.9361082215305623, -0.09607222923391646]","129.6172776222229","0","L"
"[-5.565152718575621, -2.162139861363581, 5.124233061066831, 5.258947685226627, -4.598121370704569, -5.565152718575621, -5.565152718575621, -5.565152718575621]","129.61734104156494","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, 10.361326539412138, 10.616126817930434, -0.3091554905074486, -10.996983742837076, -10.996983742837076]","129.6173791885376","0","R"
"[-2.689113880580238, 1.2213731057050947, 0.4374700754449049, 2.994241689020182, 6.813666799433239, 1.346146598410869, 0.41007415639428924, -4.069351231681393, 0.6916282551521015]","129.91775727272034","0","L"
"[1.5912387337153238, 5.258947685226627, 5.258947685226627, -5.504909256897359, -5.565152718575621, -5.565152718575621, -5.527191085189319, 4.473305220648086]","129.9178249835968","0","M"
"[-10.996983742837076, -9.597646130768263, 10.616126817930434, 10.616126817930434, -9.815818881401695, -10.996983742837076, -10.996983742837076, -10.996983742837076]","129.91786170005798","0","R"
"[0.22454139767526854, 6.28663441611298, 4.234924201272815, 0.8359315119335621, 0.3910868857651497, -1.8839527885385485, 0.5687534895092412, 0.4016655079728132]","130.2180211544037","0","L"
"[5.258947685226627, 5.258947685226627, -5.506889863856644, -5.565152718575621, -5.565152718575621, -5.46414176365207, 5.140431874769481, 5.258947685226627, 2.8892926521532103]","130.21808624267578","0","M"
"[-1.3324581955177321, 10.616126817930434, 10.616126817930434, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, 5.842582221803353]","130.21812653541565","0","R"
"[8.598470238572357, 1.6876462230121074, 1.347231585303963, 0.5424425573517193, 0.11224525424007176, 0.45591485262749765, 0.4220090122183199, 8.87622688320434]","130.54302740097046","0","L"
"[-5.5649876679956805, -5.565152718575621, -5.565152718575621, -4.540353667725414, 5.258947685226627, 5.258947685226627, -5.102846044162442, -5.565152718575621]","130.54309272766113","0","M"
"[10.616126817930434, 10.616126817930434, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, 10.387730713351859, 10.616126817930434, 2.674081349036984]","130.54312944412231","0","R"
"[1.8688390341587535, 0.6704710107367745, -2.2427982010173175, 0.3322263468148171, 0.8025681649709311, 1.7787851220319775, 7.6241520085742245, 1.8484955299132468, 0.32707265907262206]","130.8435297012329","0","L"
"[-5.565152718575621, -5.565152718575621, -0.013600880968674775, 5.258947685226627, 5.258947685226627, -5.4737146972886155, -5.565152718575621, -5.565152718575621]","130.84366297721863","0","M"
"[-10.996983742837076, -10.996983742837076, -10.996983742837076, -10.993358515862804, 10.536254191762783, 10.616126817930434, -6.441391700532035, -10.996983742837076]","130.84370183944702","0","R"
"[-3.710505819202624, 0.5454262713077269, 0.2928955719401709, 5.1020999755779455, 4.721540822825334, 0.8850271688460515, 0.5234552867225797, -2.557908479954011]","131.14404034614563","0","L"
"[-5.5128316847345005, 3.8169226776560015, 5.258947685226627, 5.258947685226627, -5.508540369656049, -5.565152718575621, -5.565152718575621, -5.309654420827816, 4.677278038087581]","131.14410376548767","0","M"
"[-10.996983742837076, -10.996983742837076, -6.959799157852865, 10.616126817930434, 10.616126817930434, -10.996983742837076, -10.996983742837076, -10.996983742837076]","131.14414477348328","0","R"
"[0.4808695511686525, 0.8576312497954358, 8.069539128189184, 1.7022935460688724, 0.9384627733309155, 0.4114303900106564, -0.9212365570285125, 0.3875606783625952]","131.46900510787964","0","L"
"[5.258947685226627, 3.650967484212523, -5.522239567791106, -5.565152718575621, -5.565152718575621, -4.725870519578471, 5.196301252641887, 5.258947685226627]","131.46906900405884","0","M"
"[-10.996983742837076, 1.8080244438141764, 10.616126817930434, 10.616126817930434, -10.996983742837076, -10.996983742837076, -10.996983742837076, -10.996983742837076, 9.424308416726335]","131.46910572052002","0","R"
"[0.7163117069699828, 8.87622688320434, 1.820285870692811, 0.29832050640563934, -0.9861601403611588, 0.7776134664297762, 0.9183905158086824, 1.6632340179174996, 8.601996445974912]","131.76932740211487","0","L"
"[-5.017844995493114, -5.565152718575621, -5.565152718575621, -5.565152718575621, 0.591375222620102, 5.258947685226627, 5.258947685226627, -5.523559972430629]","131.76939702033997","0","M"
"[10.616126817930434, 5.3775387082900385, -10.996983742837076, -10.996983742837076, -10.996983742837076, -9.728154301842038, 10.589392591816468, 10.616126817930434]","131.76943516731262","0","R"
